,KOSPI 200 콜옵션 1811 235.0,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43388.50389,43.05,-3.58,▼  ,1,43412.50389,1,BB ,10763000,0,0,1,-1.6,0,0,0,1,2,1,25,0,0,0,0
43388.50491,42.95,-3.81,▼  ,2,43412.50491,1,BB ,21500000,1,1,2,-1.7,22.6,43.3,1,1,2,1,25,5,10,4,70
43388.51498,42.55,-4.7,▼  ,3,43412.51498,1,BB ,32138000,2,2,3,-2.1,22.6,42.7,2,1,2,1,25,5,10,4,70
43388.523,42.35,-5.15,▼  ,4,43412.523,1,BB ,42725000,3,3,4,-2.3,22.6,42.6,3,1,2,1,25,5,10,4,70
43388.5305,42.2,-5.49,▼  ,5,43412.5305,1,BB ,53275000,4,4,5,-2.45,22.6,42.65,4,1,2,1,25,5,10,4,70
43388.56159,42.5,-4.82,▼  ,7,43412.56159,2,BB ,74525000,6,5,6,-2.15,41.85,42.75,5,1,10,1,2,5,57,5,64
43388.59802,42.05,-5.82,▼  ,8,43412.59802,1,BB ,85038000,7,7,7,-2.6,41.95,42.1,7,1,2,1,2,5,34,5,56
43388.60063,42.2,-5.49,▼  ,10,43412.60063,2,BB ,106138000,9,8,8,-2.45,42.05,42.25,8,1,2,1,2,5,42,5,49
43388.6164,42,-5.94,▼  ,12,43412.6164,2,BB ,127138000,11,10,9,-2.65,41.95,42.1,10,1,2,1,2,5,42,5,64
43388.61728,42,-5.94,▼  ,14,43412.61728,2,BB ,148138000,13,12,10,-2.65,41.85,42.05,12,1,2,1,2,5,42,5,64
43388.62176,42,-5.94,▼  ,16,43412.62176,2,BB ,169138000,15,14,11,-2.65,41.75,42.05,14,1,2,2,4,5,42,6,74
