,KOSPI 200 콜옵션 1811 265.0,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43396.37983,13.3,-6.34,▼  ,1,43412.37983,1,BB ,3325000,0,102,1,-0.9,0,0,102,1,2,1,2,0,0,0,0
43396.38426,13.05,-8.1,▼  ,2,43412.38426,1,SS ,6588000,0,102,2,-1.15,12.95,13.1,102,2,3,1,2,6,19,5,48
43396.38536,12.95,-8.8,▼  ,3,43412.38536,1,SS ,9825000,0,103,3,-1.25,12.85,13.05,103,2,3,1,2,6,27,5,48
43396.3883,12.35,-13.03,▼  ,4,43412.3883,1,SS ,12913000,0,104,4,-1.85,12.25,12.45,104,2,3,1,10,6,27,5,90
43396.38861,12.25,-13.73,▼  ,5,43412.38861,1,SS ,15975000,0,104,5,-1.95,12.15,12.35,104,1,1,1,1,5,33,5,81
43396.39304,12.1,-14.79,▼  ,6,43412.39304,1,SS ,19000000,0,105,6,-2.1,12,12.2,105,2,3,2,3,6,35,6,67
43396.39391,12.25,-13.73,▼  ,7,43412.39391,1,SS ,22063000,0,105,7,-1.95,12.15,12.35,105,2,3,1,2,6,83,5,17
43396.39523,12.15,-14.44,▼  ,8,43412.39523,1,SS ,25100000,0,106,8,-2.05,12,12.25,106,1,2,1,1,5,82,5,65
43396.39819,12.1,-14.79,▼  ,9,43412.39819,1,SS ,28125000,0,107,9,-2.1,12,12.15,107,1,4,2,3,6,29,6,83
43396.3994,12.05,-15.14,▼  ,10,43412.3994,1,BB ,31138000,12.5,108,10,-2.15,11.9,12.15,108,1,2,2,3,5,26,6,83
43396.40111,11.85,-16.55,▼  ,11,43412.40111,1,SS ,34100000,11.11,108,11,-2.35,11.75,11.9,108,2,6,3,7,7,80,7,87
