,KOSPI 200 콜옵션 1811 275.0,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43391.37519,6.87,-12.04,▼  ,1,43412.37519,1,BB ,1718000,0,8060,1,-0.94,0,0,8060,1,4,1,1,0,0,0,0
43391.37542,6.57,-15.88,▼  ,2,43412.37542,1,SS ,3360000,0,8061,2,-1.24,6.53,6.7,8061,1,4,1,4,5,36,6,64
43391.37552,6.57,-15.88,▼  ,3,43412.37552,1,BB ,5003000,0,8062,3,-1.24,6.53,6.65,8062,1,4,1,4,5,36,5,24
43391.37558,6.5,-16.77,▼  ,4,43412.37558,1,SS ,6628000,0,8062,4,-1.31,6.49,6.65,8062,1,4,1,4,5,44,5,101
43391.37558,6.5,-16.77,▼  ,5,43412.37558,1,BB ,8253000,0,8062,5,-1.31,6.42,6.54,8062,1,4,2,5,5,71,6,129
43391.37564,6.42,-17.8,▼  ,6,43412.37564,1,SS ,9858000,0,8063,6,-1.39,6.39,6.45,8063,1,1,1,4,5,17,5,128
43391.3764,6.57,-15.88,▼  ,7,43412.3764,1,BB ,11500000,0,8064,7,-1.24,6.51,6.62,8064,1,4,1,4,6,90,5,80
43391.37678,6.57,-15.88,▼  ,8,43412.37678,1,BB ,13143000,0,8064,8,-1.24,6.51,6.62,8064,2,6,1,4,7,92,5,66
43391.37731,6.95,-11.01,▼  ,10,43412.37731,2,BB ,16618000,0,8064,9,-0.86,6.81,7,8064,1,4,1,4,6,129,5,36
43391.37753,7.04,-9.86,▼  ,11,43412.37753,1,BB ,18378000,0,8062,10,-0.77,6.98,7.1,8062,1,4,1,4,5,128,6,43
43391.37778,7.04,-9.86,▼  ,12,43412.37778,1,BB ,20138000,0,8063,11,-0.77,6.96,7.1,8063,1,4,1,4,5,110,6,43
43391.37786,6.95,-11.01,▼  ,13,43412.37786,1,SS ,21875000,0,8064,12,-0.86,6.9,7.02,8064,1,4,1,4,5,61,5,36
43391.37902,6.79,-13.06,▼  ,14,43412.37902,1,BB ,23573000,225,8064,13,-1.02,6.74,6.83,8064,1,4,1,1,5,32,6,81
43391.37917,6.89,-11.78,▼  ,15,43412.37917,1,BB ,25295000,250,8064,14,-0.92,6.81,6.95,8064,3,7,1,4,7,101,6,67
43391.37947,6.74,-13.7,▼  ,16,43412.37947,1,SS ,26980000,200,8063,15,-1.07,6.69,6.79,8063,1,4,1,4,5,9,7,148
43391.37962,6.75,-13.57,▼  ,17,43412.37962,1,BB ,28668000,220,8063,16,-1.06,6.69,6.78,8063,1,1,1,4,6,10,5,72
43391.37991,6.74,-13.7,▼  ,18,43412.37991,1,BB ,30353000,240,8063,17,-1.07,6.65,6.76,8063,1,1,1,4,5,9,5,110
43391.38045,6.85,-12.29,▼  ,19,43412.38045,1,SS ,32065000,200,8063,18,-0.96,6.83,6.91,8063,1,1,1,1,5,33,7,74
43391.38164,6.66,-14.72,▼  ,20,43412.38164,1,SS ,33730000,171.43,8063,19,-1.15,6.63,6.76,8063,1,4,1,4,7,74,6,72
43391.38179,6.59,-15.62,▼  ,21,43412.38179,1,SS ,35378000,150,8063,20,-1.22,6.55,6.68,8063,1,4,1,4,6,103,5,62
43391.38272,6.5,-16.77,▼  ,22,43412.38272,1,SS ,37003000,133.33,8063,21,-1.31,6.49,6.55,8063,1,1,1,1,9,57,6,53
43391.38272,6.49,-16.9,▼  ,23,43412.38272,1,SS ,38625000,120,8063,22,-1.32,6.46,6.55,8063,2,13,1,4,8,56,6,53
43391.38359,6.49,-16.9,▼  ,24,43412.38359,1,BB ,40248000,130,8064,23,-1.32,6.48,6.54,8064,1,1,1,1,7,44,7,33
43391.3841,6.65,-14.85,▼  ,25,43412.3841,1,SS ,41910000,118.18,8065,24,-1.16,6.64,6.72,8065,1,4,1,4,5,52,6,31
43391.38594,6.53,-16.39,▼  ,26,43412.38594,1,BB ,43543000,127.27,8066,25,-1.28,6.46,6.55,8066,1,1,1,4,7,54,5,52
43391.38605,6.55,-16.13,▼  ,27,43412.38605,1,BB ,45180000,136.36,8066,26,-1.26,6.5,6.57,8066,1,1,1,4,6,53,6,43
43391.38615,6.56,-16.01,▼  ,28,43412.38615,1,BB ,46820000,145.45,8066,27,-1.25,6.53,6.6,8066,1,12,1,1,7,69,6,31
43391.38679,6.61,-15.36,▼  ,29,43412.38679,1,BB ,48473000,154.55,8068,28,-1.2,6.56,6.65,8068,2,16,1,4,7,69,6,32
43391.3888,6.54,-16.26,▼  ,34,43412.3888,5,BB ,56648000,200,8069,29,-1.27,6.5,6.58,8069,1,12,1,1,6,53,6,43
43391.38963,6.59,-15.62,▼  ,35,43412.38963,1,BB ,58295000,209.09,8074,30,-1.22,6.57,6.65,8074,1,1,1,1,7,54,7,43
43391.38964,6.6,-15.49,▼  ,36,43412.38964,1,BB ,59945000,218.18,8074,31,-1.21,6.57,6.65,8074,1,1,1,1,7,54,7,43
43391.38965,6.62,-15.24,▼  ,37,43412.38965,1,BB ,61600000,227.27,8074,32,-1.19,6.57,6.65,8074,1,1,1,1,7,54,6,42
43391.3897,6.6,-15.49,▼  ,38,43412.3897,1,BB ,63250000,236.36,8074,33,-1.21,6.56,6.62,8074,1,1,1,4,7,44,6,53
43391.3897,6.59,-15.62,▼  ,39,43412.3897,1,BB ,64898000,245.45,8074,34,-1.22,6.56,6.65,8074,1,1,1,4,8,56,7,55
43391.38972,6.59,-15.62,▼  ,40,43412.38972,1,BB ,66545000,254.55,8074,35,-1.22,6.56,6.64,8074,1,1,1,4,7,44,6,53
