,KOSPI 200 콜옵션 1811 292.5,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43395.375,0.11,-47.62,▼  ,546,43412.375,546,B  ,15015000,0,74421,1,-0.1,0,0,74421,0,0,0,0,0,0,0,0
43395.37501,0.11,-47.62,▼  ,646,43412.37501,100,S  ,17765000,0,74421,2,-0.1,0.11,0.12,74421,9,1429,14,82,50,4099,123,8816
43395.37502,0.11,-47.62,▼  ,656,43412.37502,10,S  ,18040000,0,74421,3,-0.1,0.11,0.12,74421,11,1449,10,73,57,4316,121,8891
43395.37503,0.11,-47.62,▼  ,657,43412.37503,1,S  ,18068000,0,74421,4,-0.1,0.11,0.12,74421,13,1503,9,72,59,4370,120,8890
43395.37507,0.11,-47.62,▼  ,667,43412.37507,10,S  ,18343000,0,74421,5,-0.1,0.11,0.12,74421,14,1753,10,63,66,4855,122,8891
43395.37507,0.11,-47.62,▼  ,668,43412.37507,1,S  ,18370000,0,74421,6,-0.1,0.11,0.12,74421,14,1753,10,62,66,4855,122,8890
43395.37513,0.11,-47.62,▼  ,669,43412.37513,1,S  ,18398000,0,74421,7,-0.1,0.11,0.12,74421,13,1779,14,986,70,6581,134,11187
43395.37513,0.12,-42.86,▼  ,722,43412.37513,53,B  ,19988000,0,74421,8,-0.09,0.11,0.12,74421,12,1726,14,986,69,6528,134,11187
43395.37513,0.12,-42.86,▼  ,724,43412.37513,2,B  ,20048000,0,74421,9,-0.09,0.11,0.12,74421,12,1724,14,986,69,6526,134,11187
43395.37513,0.12,-42.86,▼  ,725,43412.37513,1,B  ,20078000,0,74421,10,-0.09,0.11,0.12,74421,12,1723,14,986,69,6525,134,11187
43395.37514,0.12,-42.86,▼  ,727,43412.37514,2,B  ,20138000,0,74421,11,-0.09,0.11,0.12,74421,12,1721,14,986,69,6523,134,11187
43395.37514,0.12,-42.86,▼  ,731,43412.37514,4,B  ,20258000,0,74421,12,-0.09,0.11,0.12,74421,12,1717,14,986,69,6519,134,11187
43395.37514,0.12,-42.86,▼  ,734,43412.37514,3,B  ,20348000,0,74421,13,-0.09,0.11,0.12,74421,12,1714,14,986,69,6516,134,11187
43395.37514,0.12,-42.86,▼  ,736,43412.37514,2,B  ,20408000,0,74421,14,-0.09,0.11,0.12,74421,12,1712,14,986,69,6514,134,11187
43395.37514,0.12,-42.86,▼  ,737,43412.37514,1,B  ,20438000,0,74421,15,-0.09,0.11,0.12,74421,12,1711,14,986,69,6513,134,11187
43395.37514,0.12,-42.86,▼  ,741,43412.37514,4,B  ,20558000,0,74421,16,-0.09,0.11,0.12,74421,12,1707,14,986,69,6509,134,11187
43395.37514,0.12,-42.86,▼  ,745,43412.37514,4,B  ,20678000,0,74421,17,-0.09,0.11,0.12,74421,12,1703,14,986,69,6505,134,11187
43395.37515,0.12,-42.86,▼  ,746,43412.37515,1,B  ,20708000,0,74421,18,-0.09,0.11,0.12,74421,13,1703,15,994,70,6505,135,11195
43395.37515,0.12,-42.86,▼  ,747,43412.37515,1,B  ,20738000,0,74421,19,-0.09,0.11,0.12,74421,13,1702,15,994,70,6504,135,11195
43395.3752,0.12,-42.86,▼  ,755,43412.3752,8,B  ,20978000,0,74397,20,-0.09,0.11,0.12,74397,14,1821,17,1122,72,6277,139,11577
43395.3752,0.12,-42.86,▼  ,769,43412.3752,14,B  ,21398000,0,74397,21,-0.09,0.11,0.12,74397,14,1807,17,1122,72,6263,139,11577
43395.3752,0.12,-42.86,▼  ,770,43412.3752,1,B  ,21428000,0,74397,22,-0.09,0.11,0.12,74397,14,1806,17,1122,72,6262,139,11577
43395.3752,0.12,-42.86,▼  ,773,43412.3752,3,B  ,21518000,0,74397,23,-0.09,0.11,0.12,74397,14,1803,17,1122,72,6259,139,11577
43395.3752,0.12,-42.86,▼  ,775,43412.3752,2,B  ,21578000,0,74397,24,-0.09,0.11,0.12,74397,14,1801,17,1122,72,6257,139,11577
43395.3752,0.12,-42.86,▼  ,776,43412.3752,1,B  ,21608000,0,74397,25,-0.09,0.11,0.12,74397,14,1800,17,1122,72,6256,139,11577
43395.3752,0.12,-42.86,▼  ,777,43412.3752,1,B  ,21638000,0,74397,26,-0.09,0.11,0.12,74397,14,1799,17,1122,72,6255,139,11577
43395.3752,0.12,-42.86,▼  ,778,43412.3752,1,B  ,21668000,0,74397,27,-0.09,0.11,0.12,74397,14,1798,17,1122,71,5654,139,11577
43395.3752,0.12,-42.86,▼  ,780,43412.3752,2,B  ,21728000,0,74397,28,-0.09,0.11,0.12,74397,14,1796,17,1122,71,5652,139,11577
43395.3752,0.12,-42.86,▼  ,781,43412.3752,1,B  ,21758000,0,74397,29,-0.09,0.11,0.12,74397,14,1795,17,1122,71,5651,139,11577
43395.3752,0.12,-42.86,▼  ,783,43412.3752,2,B  ,21818000,0,74397,30,-0.09,0.11,0.12,74397,14,1793,17,1122,71,5649,139,11577
43395.3752,0.12,-42.86,▼  ,784,43412.3752,1,B  ,21848000,0,74397,31,-0.09,0.11,0.12,74397,14,1792,17,1122,71,5648,139,11577
43395.3752,0.12,-42.86,▼  ,785,43412.3752,1,B  ,21878000,0,74397,32,-0.09,0.11,0.12,74397,14,1791,17,1122,71,5647,139,11577
43395.37521,0.12,-42.86,▼  ,786,43412.37521,1,B  ,21908000,0,74397,33,-0.09,0.11,0.12,74397,14,1790,17,1122,71,5646,140,11578
43395.37521,0.12,-42.86,▼  ,787,43412.37521,1,B  ,21938000,0,74397,34,-0.09,0.11,0.12,74397,14,1789,17,1122,71,5645,140,11578
43395.37522,0.12,-42.86,▼  ,790,43412.37522,3,B  ,22028000,0,74397,35,-0.09,0.11,0.12,74397,14,1786,18,1141,72,5661,141,11597
43395.37522,0.12,-42.86,▼  ,791,43412.37522,1,B  ,22058000,0,74397,36,-0.09,0.11,0.12,74397,14,1785,18,1141,72,5660,141,11597
43395.37522,0.12,-42.86,▼  ,792,43412.37522,1,B  ,22088000,0,74397,37,-0.09,0.11,0.12,74397,14,1784,18,1141,72,5659,141,11597
43395.37522,0.12,-42.86,▼  ,793,43412.37522,1,B  ,22118000,0,74397,38,-0.09,0.11,0.12,74397,14,1783,18,1141,72,5658,141,11597
43395.37522,0.12,-42.86,▼  ,794,43412.37522,1,B  ,22148000,0,74397,39,-0.09,0.11,0.12,74397,14,1782,18,1141,72,5657,141,11597
43395.37522,0.12,-42.86,▼  ,795,43412.37522,1,B  ,22178000,0,74397,40,-0.09,0.11,0.12,74397,14,1781,18,1141,72,5656,141,11597
43395.37523,0.12,-42.86,▼  ,815,43412.37523,20,B  ,22778000,0,74397,41,-0.09,0.11,0.12,74397,13,1634,18,1141,72,5609,141,11597
43395.37524,0.12,-42.86,▼  ,818,43412.37524,3,B  ,22868000,0,74397,42,-0.09,0.11,0.12,74397,14,1767,18,1141,74,5786,142,11598
43395.37524,0.12,-42.86,▼  ,819,43412.37524,1,B  ,22898000,0,74397,43,-0.09,0.11,0.12,74397,14,1766,18,1141,75,5870,142,11598
43395.37524,0.12,-42.86,▼  ,821,43412.37524,2,B  ,22958000,0,74397,44,-0.09,0.11,0.12,74397,14,1764,18,1141,75,5868,142,11598
43395.37524,0.12,-42.86,▼  ,822,43412.37524,1,B  ,22988000,0,74397,45,-0.09,0.11,0.12,74397,13,1627,18,1141,74,5731,142,11598
43395.37524,0.12,-42.86,▼  ,824,43412.37524,2,B  ,23048000,0,74397,46,-0.09,0.11,0.12,74397,13,1625,18,1141,74,5729,142,11598
43395.37524,0.11,-47.62,▼  ,825,43412.37524,1,S  ,23075000,0,74397,47,-0.1,0.11,0.12,74397,14,1766,18,1140,75,5870,142,11597
43395.37524,0.12,-42.86,▼  ,826,43412.37524,1,B  ,23105000,0,74397,48,-0.09,0.11,0.12,74397,14,1765,18,1140,75,5869,142,11597
43395.37525,0.12,-42.86,▼  ,830,43412.37525,4,B  ,23225000,0,74397,49,-0.09,0.11,0.12,74397,14,1761,19,1141,75,5865,143,11598
43395.37525,0.12,-42.86,▼  ,831,43412.37525,1,B  ,23255000,0,74397,50,-0.09,0.11,0.12,74397,14,1760,19,1141,75,5864,143,11598
43395.37525,0.12,-42.86,▼  ,832,43412.37525,1,B  ,23285000,0,74397,51,-0.09,0.11,0.12,74397,14,1759,19,1141,75,5863,143,11598
43395.37525,0.12,-42.86,▼  ,833,43412.37525,1,B  ,23315000,0,74397,52,-0.09,0.11,0.12,74397,14,1758,19,1141,75,5862,144,11599
43395.37527,0.12,-42.86,▼  ,835,43412.37527,2,B  ,23375000,0,74397,53,-0.09,0.11,0.12,74397,14,1756,19,1141,75,5860,144,11599
43395.37527,0.12,-42.86,▼  ,836,43412.37527,1,B  ,23405000,0,74397,54,-0.09,0.11,0.12,74397,14,1755,19,1141,75,5859,144,11599
43395.37527,0.12,-42.86,▼  ,837,43412.37527,1,B  ,23435000,0,74397,55,-0.09,0.11,0.12,74397,14,1754,19,1141,75,5858,144,11599
43395.37528,0.12,-42.86,▼  ,857,43412.37528,20,B  ,24035000,0,74397,56,-0.09,0.11,0.12,74397,14,1734,18,1121,75,5838,143,11579
43395.37528,0.12,-42.86,▼  ,868,43412.37528,11,B  ,24365000,0,74397,57,-0.09,0.11,0.12,74397,14,1694,18,1121,75,5798,143,11579
43395.37535,0.12,-42.86,▼  ,873,43412.37535,5,B  ,24515000,0,74518,58,-0.09,0.11,0.12,74518,16,1690,22,1128,83,6051,152,11842
43395.37535,0.12,-42.86,▼  ,874,43412.37535,1,B  ,24545000,0,74518,59,-0.09,0.11,0.12,74518,16,1689,22,1128,84,6051,152,11842
43395.37537,0.12,-42.86,▼  ,877,43412.37537,3,B  ,24635000,0,74518,60,-0.09,0.11,0.12,74518,20,1759,22,1128,89,6177,152,11842
43395.37538,0.12,-42.86,▼  ,878,43412.37538,1,B  ,24665000,0,74518,61,-0.09,0.11,0.12,74518,20,1637,22,1128,89,6055,152,11842
43395.37538,0.12,-42.86,▼  ,879,43412.37538,1,B  ,24695000,0,74518,62,-0.09,0.11,0.12,74518,20,1636,22,1128,89,6054,152,11842
43395.37542,0.12,-42.86,▼  ,885,43412.37542,6,B  ,24875000,0,74518,63,-0.09,0.11,0.12,74518,20,1630,22,1128,89,6048,153,11846
43395.37542,0.12,-42.86,▼  ,893,43412.37542,8,B  ,25115000,0,74518,64,-0.09,0.11,0.12,74518,20,1622,22,1128,89,6040,153,11846
43395.37542,0.12,-42.86,▼  ,894,43412.37542,1,B  ,25145000,0,74518,65,-0.09,0.11,0.12,74518,20,1621,22,1128,89,6039,153,11846
43395.37542,0.12,-42.86,▼  ,897,43412.37542,3,B  ,25235000,0,74518,66,-0.09,0.11,0.12,74518,20,1618,22,1128,89,6036,153,11846
43395.37542,0.12,-42.86,▼  ,899,43412.37542,2,B  ,25295000,0,74518,67,-0.09,0.11,0.12,74518,20,1616,22,1128,89,6034,153,11846
43395.37542,0.12,-42.86,▼  ,900,43412.37542,1,B  ,25325000,0,74518,68,-0.09,0.11,0.12,74518,20,1615,22,1128,89,6033,153,11846
43395.37542,0.12,-42.86,▼  ,904,43412.37542,4,B  ,25445000,0,74518,69,-0.09,0.11,0.12,74518,20,1611,21,1122,89,6029,152,11840
43395.37543,0.12,-42.86,▼  ,905,43412.37543,1,B  ,25475000,0,74518,70,-0.09,0.11,0.12,74518,20,1610,21,1122,89,6028,152,11840
43395.37543,0.12,-42.86,▼  ,925,43412.37543,20,B  ,26075000,0,74518,71,-0.09,0.11,0.12,74518,20,1590,20,1102,89,6008,151,11820
43395.37543,0.11,-47.62,▼  ,926,43412.37543,1,S  ,26103000,0,74518,72,-0.1,0.11,0.12,74518,20,1590,19,1101,89,6008,150,11819
43395.37544,0.12,-42.86,▼  ,927,43412.37544,1,B  ,26133000,0,74529,73,-0.09,0.11,0.12,74529,20,1589,20,1106,89,6007,151,11824
43395.37544,0.12,-42.86,▼  ,929,43412.37544,2,B  ,26193000,0,74529,74,-0.09,0.11,0.12,74529,20,1587,20,1106,89,6005,151,11824
43395.37544,0.12,-42.86,▼  ,930,43412.37544,1,B  ,26223000,0,74529,75,-0.09,0.11,0.12,74529,20,1586,20,1106,89,6004,151,11824
43395.37544,0.12,-42.86,▼  ,931,43412.37544,1,B  ,26253000,0,74529,76,-0.09,0.11,0.12,74529,20,1585,21,1160,89,6003,152,11878
43395.37544,0.12,-42.86,▼  ,932,43412.37544,1,B  ,26283000,0,74529,77,-0.09,0.11,0.12,74529,20,1584,21,1160,89,6002,152,11878
