,KOSPI 200 콜옵션 1811 275.0,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43389.375,6.72,5.83,▲  ,40,43412.375,40,B  ,67200000,0,7089,1,0.37,0,0,7089,0,0,0,0,0,0,0,0
43389.37565,6.96,9.61,▲  ,44,43412.37565,4,B  ,74160000,0,7096,2,0.61,0,0,7096,1,4,1,4,5,52,7,63
43389.37567,7.05,11.02,▲  ,56,43412.37567,12,BB ,95310000,0,7096,3,0.7,6.9,7.06,7096,1,12,1,4,6,101,5,41
43389.37569,7.1,11.81,▲  ,61,43412.37569,5,BB ,104185000,0,7096,4,0.75,6.94,7.11,7096,1,4,1,4,5,52,6,53
43389.37571,7.2,13.39,▲  ,65,43412.37571,4,B  ,111385000,0,7100,5,0.85,6.94,7.11,7100,1,4,1,4,6,56,6,50
43389.37583,7.3,14.96,▲  ,66,43412.37583,1,SS ,113210000,0,7100,6,0.95,7.25,7.4,7100,1,4,1,4,5,44,6,48
43389.37583,7.35,15.75,▲  ,67,43412.37583,1,B  ,115048000,0,7100,7,1,7.25,7.35,7100,1,3,1,4,7,59,5,36
43389.37588,7.26,14.33,▲  ,71,43412.37588,4,SS ,122308000,0,7108,8,0.91,7.2,7.3,7108,1,4,2,8,5,35,6,56
43389.37594,7.21,13.54,▲  ,72,43412.37594,1,BB ,124110000,0,7108,9,0.86,7.15,7.29,7108,1,12,1,8,6,55,5,48
43389.37603,7.2,13.39,▲  ,80,43412.37603,8,S  ,138510000,0,7106,10,0.85,7.15,7.29,7106,1,4,1,8,6,56,8,65
43389.37648,7.3,14.96,▲  ,81,43412.37648,1,SS ,140335000,0,7098,11,0.95,7.26,7.45,7098,1,4,1,12,5,50,6,53
43389.37653,7.28,14.65,▲  ,84,43412.37653,3,BB ,145795000,0,7098,12,0.93,7.22,7.34,7098,1,12,2,16,6,62,7,95
43389.37701,7.4,16.54,▲  ,87,43412.37701,3,BB ,151345000,0,7100,13,1.05,7.35,7.44,7100,1,1,1,4,6,53,6,53
43389.37722,7.25,14.17,▲  ,88,43412.37722,1,SS ,153158000,0,7103,14,0.9,7.21,7.33,7103,1,4,3,17,5,41,8,94
43389.37726,7.21,13.54,▲  ,89,43412.37726,1,SS ,154960000,0,7103,15,0.86,7.15,7.29,7103,1,4,2,16,5,52,7,128
43389.37767,7.26,14.33,▲  ,90,43412.37767,1,BB ,156775000,0,7103,16,0.91,7.2,7.32,7103,1,4,1,4,5,52,5,41
43389.37769,7.27,14.49,▲  ,91,43412.37769,1,BB ,158593000,0,7103,17,0.92,7.22,7.32,7103,1,4,1,4,5,52,7,58
43389.37792,7.2,13.39,▲  ,92,43412.37792,1,SS ,160393000,0,7105,18,0.85,7.14,7.24,7105,1,4,2,16,6,53,6,68
43389.37851,7.2,13.39,▲  ,93,43412.37851,1,BB ,162193000,211.76,7105,19,0.85,7.13,7.23,7105,1,12,1,4,6,68,6,53
43389.37867,7.14,12.44,▲  ,94,43412.37867,1,BB ,163978000,217.65,7106,20,0.79,7.1,7.16,7106,2,13,1,1,7,69,6,53
43389.37892,7.1,11.81,▲  ,95,43412.37892,1,SS ,165753000,205.56,7107,21,0.75,7.05,7.16,7107,2,13,2,16,7,69,6,92
43389.37892,7.16,12.76,▲  ,96,43412.37892,1,B  ,167543000,211.11,7107,22,0.81,7.05,7.16,7107,2,12,2,16,7,68,6,92
43389.37902,7.09,11.65,▲  ,97,43412.37902,1,BB ,169315000,216.67,7108,23,0.74,7.03,7.14,7108,1,12,2,16,7,92,6,68
43389.38067,6.97,9.76,▲  ,98,43412.38067,1,BB ,171058000,222.22,7109,24,0.62,6.91,7.02,7109,2,5,1,4,6,53,5,52
43389.38088,7.02,10.55,▲  ,99,43412.38088,1,BB ,172813000,227.78,7109,25,0.67,6.95,7.05,7109,1,4,1,12,5,52,7,69
43389.38091,6.99,10.08,▲  ,100,43412.38091,1,BB ,174560000,233.33,7109,26,0.64,6.95,7.01,7109,1,1,1,12,6,53,7,69
43389.38097,7.01,10.39,▲  ,101,43412.38097,1,BB ,176313000,238.89,7110,27,0.66,6.94,7.05,7110,2,16,1,4,6,68,5,52
43389.38118,7.08,11.5,▲  ,102,43412.38118,1,BB ,178083000,244.44,7112,28,0.73,6.98,7.11,7112,1,4,2,16,5,52,6,68
43389.38193,6.97,9.76,▲  ,103,43412.38193,1,BB ,179825000,250,7113,29,0.62,6.91,6.99,7113,1,2,1,12,5,42,6,92
