,KOSPI 200 콜옵션 1811 315.0,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43385.375,0.01,-50,↓  ,41,43412.375,41,B  ,103000,0,18773,1,-0.01,0,0,18773,0,0,0,0,0,0,0,0
43385.375,0.01,-50,↓  ,42,43412.375,1,S  ,105000,0,18773,2,-0.01,0.01,0.02,18773,26,14466,1764,50300,43,24002,1764,50300
43385.375,0.01,-50,↓  ,43,43412.375,1,S  ,108000,0,18773,3,-0.01,0.01,0.02,18773,26,14466,1764,50299,43,24002,1764,50299
43385.37542,0.02,0,   ,44,43412.37542,1,B  ,113000,0,19473,4,0,0.01,0.02,19473,27,14467,1751,38000,44,24003,1751,38000
43385.37542,0.01,-50,↓  ,45,43412.37542,1,S  ,115000,0,19473,5,-0.01,0.01,0.02,19473,27,14467,1751,37999,44,24003,1751,37999
43385.3769,0.01,-50,↓  ,46,43412.3769,1,S  ,118000,0,19472,6,-0.01,0.01,0.02,19472,30,15388,1757,36530,48,25497,1757,36530
43385.38007,0.01,-50,↓  ,83,43412.38007,37,S  ,210000,2.44,19472,7,-0.01,0.01,0.02,19472,32,18967,1759,34967,50,28504,1759,34967
43385.38037,0.01,-50,↓  ,84,43412.38037,1,S  ,213000,2.38,19472,8,-0.01,0.01,0.02,19472,32,18967,1749,34296,50,28504,1749,34296
43385.38039,0.01,-50,↓  ,104,43412.38039,20,S  ,263000,1.61,19472,9,-0.01,0.01,0.02,19472,32,18967,1748,34209,50,28504,1748,34209
43385.38192,0.01,-50,↓  ,304,43412.38192,200,S  ,763000,0.38,19472,10,-0.01,0.01,0.02,19472,32,18967,1704,30725,50,28504,1704,30725
43385.38223,0.01,-50,↓  ,354,43412.38223,50,S  ,888000,0.32,19471,11,-0.01,0.01,0.02,19471,32,18967,1664,27962,50,28504,1664,27962
43385.38322,0.01,-50,↓  ,374,43412.38322,20,S  ,938000,0.3,19465,12,-0.01,0.01,0.02,19465,32,18967,603,15429,50,28504,603,15429
43385.38383,0.01,-50,↓  ,2374,43412.38383,2000,S  ,5938000,0.04,19464,13,-0.01,0.01,0.02,19464,32,18967,86,12455,50,28504,86,12455
43385.38405,0.01,-50,↓  ,2375,43412.38405,1,S  ,5940000,0.04,19209,14,-0.01,0.01,0.02,19209,34,19047,66,11851,52,28584,66,11851
43385.38406,0.01,-50,↓  ,2376,43412.38406,1,S  ,5943000,0.04,19209,15,-0.01,0.01,0.02,19209,34,19047,63,11846,52,28584,63,11846
43385.38407,0.01,-50,↓  ,2377,43412.38407,1,S  ,5945000,0.04,19209,16,-0.01,0.01,0.02,19209,35,20047,63,11845,53,29584,63,11845
43385.38411,0.01,-50,↓  ,2941,43412.38411,564,S  ,7355000,0.03,19206,17,-0.01,0.01,0.02,19206,35,20047,53,11281,53,29584,53,11281
43385.38411,0.01,-50,↓  ,2964,43412.38411,23,S  ,7413000,0.03,19206,18,-0.01,0.01,0.02,19206,36,20087,52,11258,54,29624,52,11258
43385.38412,0.01,-50,↓  ,3004,43412.38412,40,S  ,7513000,0.03,19206,19,-0.01,0.01,0.02,19206,35,20047,48,11218,53,29584,48,11218
43385.38412,0.01,-50,↓  ,3039,43412.38412,35,S  ,7600000,0.03,19206,20,-0.01,0.01,0.02,19206,35,20047,39,10866,53,29584,39,10866
43385.38412,0.01,-50,↓  ,3040,43412.38412,1,S  ,7603000,0.03,19206,21,-0.01,0.01,0.02,19206,34,20046,39,10865,52,29583,39,10865
43385.38416,0.01,-50,↓  ,4040,43412.38416,1000,S  ,10103000,0.03,19206,22,-0.01,0.01,0.02,19206,34,20046,31,9545,52,29583,31,9545
43385.38419,0.01,-50,↓  ,4056,43412.38419,16,S  ,10143000,0.02,19206,23,-0.01,0.01,0.02,19206,34,20046,31,9529,52,29583,31,9529
43385.38421,0.01,-50,↓  ,5974,43412.38421,1918,S  ,14938000,0.02,19206,24,-0.01,0.01,0.02,19206,36,20096,30,7611,54,29633,30,7611
43385.38422,0.01,-50,↓  ,6740,43412.38422,766,S  ,16853000,0.01,19206,25,-0.01,0.01,0.02,19206,36,20096,29,6845,54,29633,29,6845
43385.38424,0.01,-50,↓  ,6780,43412.38424,40,S  ,16953000,0.01,15893,26,-0.01,0.01,0.02,15893,36,20066,29,6805,55,29613,29,6805
