,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43388.375,1.33,-17.9,▼  ,151,43412.375,151,B  ,50208000,0,19285,1,-0.29,0,0,19285,0,0,0,0,0,0,0,0
43388.375,1.33,-17.9,▼  ,156,43412.375,5,SS ,51870000,0,19285,2,-0.29,1.32,1.33,19285,1,73,1,1,5,85,15,37
43388.375,1.32,-18.52,▼  ,157,43412.375,1,SS ,52200000,0,19285,3,-0.3,1.31,1.33,19285,1,73,4,4,5,85,15,37
43388.375,1.31,-19.14,▼  ,161,43412.375,4,SS ,53510000,0,19285,4,-0.31,1.3,1.34,19285,1,9,5,15,5,13,12,34
43388.37501,1.3,-19.75,▼  ,176,43412.37501,15,SS ,58385000,0,19285,5,-0.32,1.29,1.34,19285,1,9,1,1,5,13,11,45
43388.37503,1.29,-20.37,▼  ,177,43412.37503,1,SS ,58708000,0,19285,6,-0.33,1.28,1.34,19285,1,9,4,16,6,47,13,49
43388.37503,1.28,-20.99,▼  ,180,43412.37503,3,S  ,59668000,0,19285,7,-0.34,1.28,1.34,19285,1,9,4,13,6,47,13,46
43388.37503,1.28,-20.99,▼  ,183,43412.37503,3,S  ,60628000,0,19285,8,-0.34,1.28,1.34,19285,1,9,4,10,6,47,13,43
43388.37503,1.28,-20.99,▼  ,186,43412.37503,3,S  ,61588000,0,19285,9,-0.34,1.28,1.34,19285,1,9,4,7,6,47,13,40
43388.37505,1.28,-20.99,▼  ,189,43412.37505,3,S  ,62548000,0,19285,10,-0.34,1.28,1.32,19285,1,1,3,4,5,46,13,49
43388.37505,1.28,-20.99,▼  ,193,43412.37505,4,S  ,63828000,0,19285,11,-0.34,1.28,1.32,19285,1,1,3,4,5,46,13,49
43388.37506,1.29,-20.37,▼  ,199,43412.37506,6,SS ,65763000,0,19285,12,-0.33,1.27,1.32,19285,1,1,1,1,5,46,15,74
43388.37506,1.27,-21.6,▼  ,200,43412.37506,1,SS ,66080000,0,19285,13,-0.35,1.26,1.32,19285,1,1,1,1,5,46,21,109
43388.37506,1.26,-22.22,▼  ,201,43412.37506,1,SS ,66395000,0,19285,14,-0.36,1.25,1.32,19285,1,1,4,26,5,46,25,136
43388.37506,1.25,-22.84,▼  ,206,43412.37506,5,S  ,67958000,0,19285,15,-0.37,1.25,1.32,19285,1,1,3,21,5,46,24,131
