,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43391.375,1.62,-21.74,▼  ,553,43412.375,553,B  ,223965000,0,22517,1,-0.45,0,0,22517,0,0,0,0,0,0,0,0
43391.375,1.62,-21.74,▼  ,559,43412.375,6,BB ,226395000,0,22517,2,-0.45,1.61,1.63,22517,1,1,1,5,9,62,17,53
43391.375,1.61,-22.22,▼  ,564,43412.375,5,S  ,228408000,0,22517,3,-0.46,1.61,1.63,22517,1,1,1,5,10,72,18,63
43391.375,1.6,-22.71,▼  ,583,43412.375,19,SS ,236008000,0,22517,4,-0.47,1.6,1.63,22517,1,1,6,22,10,72,17,86
43391.375,1.63,-21.26,▼  ,584,43412.375,1,BB ,236415000,0,22517,5,-0.44,1.6,1.64,22517,1,1,6,22,11,74,17,86
43391.37501,1.64,-20.77,▼  ,585,43412.37501,1,BB ,236825000,0,22517,6,-0.43,1.6,1.65,22517,2,6,7,52,8,23,17,106
43391.37501,1.6,-22.71,▼  ,586,43412.37501,1,S  ,237225000,0,22517,7,-0.47,1.6,1.65,22517,2,6,7,51,10,47,20,141
43391.37502,1.6,-22.71,▼  ,588,43412.37502,2,S  ,238025000,0,22517,8,-0.47,1.6,1.65,22517,2,6,4,19,9,35,15,85
43391.37508,1.61,-22.22,▼  ,592,43412.37508,4,SS ,239635000,0,22757,9,-0.46,1.6,1.62,22757,2,4,7,23,17,151,23,188
43391.37508,1.61,-22.22,▼  ,595,43412.37508,3,B  ,240843000,0,22757,10,-0.46,1.6,1.61,22757,1,68,6,20,16,334,24,316
43391.37509,1.61,-22.22,▼  ,596,43412.37509,1,B  ,241245000,0,22757,11,-0.46,1.6,1.61,22757,1,70,6,20,17,348,25,319
43391.3751,1.6,-22.71,▼  ,597,43412.3751,1,S  ,241645000,0,22757,12,-0.47,1.6,1.62,22757,3,75,6,19,18,305,25,318
43391.37512,1.61,-22.22,▼  ,598,43412.37512,1,SS ,242048000,0,22757,13,-0.46,1.6,1.62,22757,4,85,7,22,19,315,26,321
43391.37512,1.61,-22.22,▼  ,600,43412.37512,2,S  ,242853000,0,22757,14,-0.46,1.61,1.62,22757,4,85,1,1,19,315,20,192
43391.37512,1.61,-22.22,▼  ,601,43412.37512,1,SS ,243255000,0,22757,15,-0.46,1.6,1.62,22757,2,11,7,22,15,217,27,331
43391.37512,1.61,-22.22,▼  ,602,43412.37512,1,S  ,243658000,0,22757,16,-0.46,1.61,1.62,22757,3,14,1,2,17,291,21,194
43391.37512,1.62,-21.74,▼  ,616,43412.37512,14,BB ,249328000,0,22757,17,-0.45,1.61,1.63,22757,3,75,1,3,15,289,21,195
43391.37512,1.61,-22.22,▼  ,619,43412.37512,3,SS ,250535000,0,22757,18,-0.46,1.6,1.63,22757,2,4,7,22,15,289,27,329
