,KOSPI 200 ─▌┐╔╝╟ 1811 295.0,,,,,,,,,,,,,,,,,,,,,,
43390.37516,0.27,80,бу  ,1630,43412.37516,1,S  ,121750000,0,55558,23,0.12,0.27,0.28,55558,1,10,6,221,41,1366,56,2078
43390.37516,0.27,80,бу  ,1635,43412.37516,5,S  ,122088000,0,55558,24,0.12,0.27,0.28,55558,1,10,5,216,41,1366,55,2073
43390.37516,0.28,86.67,бу  ,1645,43412.37516,10,BB ,122788000,0,55558,25,0.13,0.27,0.29,55558,4,169,5,216,51,1465,55,2073
43390.37519,0.28,86.67,бу  ,1650,43412.37519,5,BB ,123138000,0,55558,26,0.13,0.27,0.29,55558,3,164,5,216,51,1660,54,2068
43390.37521,0.28,86.67,бу  ,1652,43412.37521,2,BB ,123278000,0,55554,27,0.13,0.27,0.29,55554,4,199,6,238,52,1654,57,2201
43390.37522,0.28,86.67,бу  ,1701,43412.37522,49,BB ,126708000,0,55554,28,0.13,0.28,0.29,55554,5,223,1,1,56,1868,49,1892
43390.37522,0.28,86.67,бу  ,1702,43412.37522,1,SS ,126778000,0,55554,29,0.13,0.27,0.28,55554,1,39,6,238,48,1843,57,2201
43390.37523,0.28,86.67,бу  ,1741,43412.37523,39,BB ,129508000,0,55554,30,0.13,0.27,0.29,55554,7,273,6,238,60,1974,57,2201
43390.37524,0.28,86.67,бу  ,1742,43412.37524,1,S  ,129578000,0,55554,31,0.13,0.28,0.29,55554,7,273,3,76,63,2233,55,2050
43390.37527,0.28,86.67,бу  ,1743,43412.37527,1,S  ,129648000,0,55554,32,0.13,0.28,0.29,55554,7,279,2,50,63,2228,55,2051
43390.37527,0.28,86.67,бу  ,1763,43412.37527,20,S  ,131048000,0,55554,33,0.13,0.28,0.29,55554,7,279,4,32,63,2228,57,2033
43390.37528,0.28,86.67,бу  ,1765,43412.37528,2,S  ,131188000,0,55554,34,0.13,0.28,0.29,55554,7,279,6,40,63,2228,60,2071
43390.37529,0.28,86.67,бу  ,1778,43412.37529,13,SS ,132098000,0,55554,35,0.13,0.27,0.29,55554,8,280,8,242,63,2189,63,2341
43390.37529,0.28,86.67,бу  ,1826,43412.37529,48,S  ,135458000,0,55554,36,0.13,0.28,0.29,55554,9,392,1,1,64,2301,55,2032
43390.37529,0.28,86.67,бу  ,1827,43412.37529,1,SS ,135528000,0,55554,37,0.13,0.27,0.28,55554,1,6,8,242,54,2213,63,2341
43390.3753,0.28,86.67,бу  ,1841,43412.3753,14,BB ,136508000,0,55554,38,0.13,0.27,0.29,55554,9,440,8,242,65,2379,62,2314
43390.37532,0.28,86.67,бу  ,1857,43412.37532,16,S  ,137628000,0,55554,39,0.13,0.28,0.29,55554,9,440,1,33,66,2429,54,2037
43390.37532,0.28,86.67,бу  ,1858,43412.37532,1,S  ,137698000,0,55554,40,0.13,0.28,0.29,55554,9,440,1,32,65,2399,55,2063
43390.37532,0.28,86.67,бу  ,1871,43412.37532,13,S  ,138608000,0,55554,41,0.13,0.28,0.29,55554,9,440,1,19,65,2399,55,2050
43390.37532,0.28,86.67,бу  ,1880,43412.37532,9,S  ,139238000,0,55554,42,0.13,0.28,0.29,55554,9,440,1,10,65,2399,55,2041
43390.37532,0.28,86.67,бу  ,1890,43412.37532,10,SS ,139938000,0,55554,43,0.13,0.27,0.29,55554,9,440,8,242,65,2399,63,2341
43390.37532,0.28,86.67,бу  ,1923,43412.37532,33,BB ,142248000,0,55554,44,0.13,0.28,0.29,55554,9,440,1,16,65,2399,55,2047
43390.37532,0.28,86.67,бу  ,1939,43412.37532,16,SS ,143368000,0,55554,45,0.13,0.27,0.29,55554,9,440,8,242,66,2429,62,2314
43390.37532,0.28,86.67,бу  ,1942,43412.37532,3,S  ,143578000,0,55554,46,0.13,0.28,0.29,55554,9,440,2,85,65,2399,55,2089
43390.37532,0.28,86.67,бу  ,1963,43412.37532,21,S  ,145048000,0,55554,47,0.13,0.28,0.29,55554,9,440,2,64,65,2399,56,2095
43390.37532,0.28,86.67,бу  ,1981,43412.37532,18,S  ,146308000,0,55554,48,0.13,0.28,0.29,55554,9,440,1,46,65,2399,55,2077
43390.37532,0.28,86.67,бу  ,1985,43412.37532,4,S  ,146588000,0,55554,49,0.13,0.28,0.29,55554,9,440,1,42,65,2399,55,2073
43390.37532,0.28,86.67,бу  ,1988,43412.37532,3,S  ,146798000,0,55554,50,0.13,0.28,0.29,55554,9,440,2,78,65,2399,56,2109
43390.37532,0.28,86.67,бу  ,1991,43412.37532,3,S  ,147008000,0,55554,51,0.13,0.28,0.29,55554,9,440,2,75,65,2399,56,2106
43390.37532,0.28,86.67,бу  ,1996,43412.37532,5,S  ,147358000,0,55554,52,0.13,0.28,0.29,55554,9,440,1,34,65,2399,55,2065
43390.37534,0.28,86.67,бу  ,1998,43412.37534,2,SS ,147498000,0,55554,53,0.13,0.27,0.29,55554,9,440,8,242,65,2399,63,2341
43390.37535,0.28,86.67,бу  ,1999,43412.37535,1,B  ,147568000,0,55545,54,0.13,0.27,0.28,55545,4,51,10,218,61,2388,66,2329
43390.37536,0.28,86.67,бу  ,2000,43412.37536,1,B  ,147638000,0,55545,55,0.13,0.27,0.28,55545,5,62,10,218,61,2388,66,2329
43390.37537,0.28,86.67,бу  ,2062,43412.37537,62,BB ,151978000,0,55545,56,0.13,0.27,0.29,55545,10,441,10,218,67,2420,66,2329
43390.37537,0.28,86.67,бу  ,2067,43412.37537,5,S  ,152328000,0,55545,57,0.13,0.28,0.29,55545,13,459,1,44,70,2438,58,2063
43390.37537,0.28,86.67,бу  ,2074,43412.37537,7,S  ,152818000,0,55545,58,0.13,0.28,0.29,55545,13,459,1,37,70,2438,59,2095
43390.37537,0.28,86.67,бу  ,2076,43412.37537,2,S  ,152958000,0,55545,59,0.13,0.28,0.29,55545,13,459,2,41,69,2408,63,2220
43390.37537,0.28,86.67,бу  ,2080,43412.37537,4,S  ,153238000,0,55545,60,0.13,0.28,0.29,55545,13,459,2,37,69,2408,63,2216
43390.37537,0.28,86.67,бу  ,2082,43412.37537,2,S  ,153378000,0,55545,61,0.13,0.28,0.29,55545,13,459,2,35,69,2408,63,2224
43390.37537,0.28,86.67,бу  ,2083,43412.37537,1,S  ,153448000,0,55545,62,0.13,0.28,0.29,55545,13,459,2,34,69,2408,63,2223
43390.37537,0.28,86.67,бу  ,2085,43412.37537,2,S  ,153588000,0,55545,63,0.13,0.28,0.29,55545,13,459,2,32,69,2408,63,2221
43390.37537,0.28,86.67,бу  ,2089,43412.37537,4,S  ,153868000,0,55545,64,0.13,0.28,0.29,55545,13,459,2,28,69,2408,63,2217
43390.37537,0.28,86.67,бу  ,2091,43412.37537,2,S  ,154008000,0,55545,65,0.13,0.28,0.29,55545,13,459,2,26,69,2408,63,2215
43390.37537,0.28,86.67,бу  ,2117,43412.37537,26,SS ,155828000,0,55545,66,0.13,0.27,0.29,55545,13,459,12,337,69,2408,70,2499
43390.37537,0.28,86.67,бу  ,2121,43412.37537,4,S  ,156108000,0,55545,67,0.13,0.28,0.29,55545,13,459,1,5,69,2408,62,2224
43390.37537,0.28,86.67,бу  ,2125,43412.37537,4,S  ,156388000,0,55545,68,0.13,0.28,0.29,55545,13,459,2,7,68,2396,63,2226
43390.37537,0.28,86.67,бу  ,2128,43412.37537,3,S  ,156598000,0,55545,69,0.13,0.28,0.29,55545,13,459,1,4,68,2396,62,2223
43390.37537,0.28,86.67,бу  ,2132,43412.37537,4,SS ,156878000,0,55545,70,0.13,0.27,0.28,55545,1,108,12,367,57,2298,70,2529
43390.37537,0.28,86.67,бу  ,2215,43412.37537,83,B  ,162688000,0,55545,71,0.13,0.27,0.28,55545,1,25,12,367,57,2215,70,2529
43390.37537,0.28,86.67,бу  ,2240,43412.37537,25,BB ,164438000,0,55545,72,0.13,0.27,0.29,55545,12,347,12,367,68,2314,69,2502
43390.37538,0.28,86.67,бу  ,2242,43412.37538,2,S  ,164578000,0,55545,73,0.13,0.28,0.29,55545,10,249,2,53,65,2186,63,2272
43390.37538,0.28,86.67,бу  ,2252,43412.37538,10,BB ,165278000,0,55545,74,0.13,0.27,0.29,55545,11,298,12,367,66,2264,69,2502
43390.37538,0.28,86.67,бу  ,2253,43412.37538,1,SS ,165348000,0,55545,75,0.13,0.27,0.29,55545,11,298,13,387,66,2264,70,2522
43390.37538,0.28,86.67,бу  ,2254,43412.37538,1,BB ,165418000,0,55545,76,0.13,0.27,0.29,55545,11,298,13,387,64,2233,71,2549
43390.37541,0.28,86.67,бу  ,2255,43412.37541,1,B  ,165488000,0,55545,77,0.13,0.27,0.28,55545,1,1,14,407,55,2170,71,2542
43390.37541,0.28,86.67,бу  ,2262,43412.37541,7,BB ,165978000,0,55545,78,0.13,0.27,0.29,55545,11,298,14,407,65,2263,71,2542
43390.37541,0.28,86.67,бу  ,2268,43412.37541,6,S  ,166398000,0,55545,79,0.13,0.27,0.29,55545,11,298,1,6,64,2233,64,2265
43390.37541,0.28,86.67,бу  ,2273,43412.37541,5,S  ,166748000,0,55545,80,0.13,0.28,0.29,55545,11,298,1,44,64,2233,64,2303
43390.37541,0.28,86.67,бу  ,2276,43412.37541,3,S  ,166958000,0,55545,81,0.13,0.28,0.29,55545,11,298,1,3,64,2233,64,2262
43390.37541,0.28,86.67,бу  ,2279,43412.37541,3,SS ,167168000,0,55545,82,0.13,0.27,0.29,55545,11,298,14,407,64,2233,72,2569
43390.37543,0.28,86.67,бу  ,2282,43412.37543,3,BB ,167378000,0,55545,83,0.13,0.28,0.29,55545,13,493,1,28,70,2896,70,2943
43390.37543,0.28,86.67,бу  ,2284,43412.37543,2,S  ,167518000,0,55545,84,0.13,0.28,0.29,55545,13,493,1,26,70,2896,70,2941
43390.37543,0.28,86.67,бу  ,2328,43412.37543,44,S  ,170598000,0,55545,85,0.13,0.28,0.29,55545,12,449,2,37,68,2822,71,2930
43390.37543,0.28,86.67,бу  ,2329,43412.37543,1,S  ,170668000,0,55545,86,0.13,0.28,0.29,55545,12,449,2,36,68,2822,71,2929
43390.37543,0.28,86.67,бу  ,2330,43412.37543,1,S  ,170738000,0,55545,87,0.13,0.28,0.29,55545,12,449,1,5,68,2822,70,2898
43390.37543,0.28,86.67,бу  ,2332,43412.37543,2,S  ,170878000,0,55545,88,0.13,0.28,0.29,55545,12,449,1,3,68,2822,70,2896
43390.37543,0.28,86.67,бу  ,2333,43412.37543,1,S  ,170948000,0,55545,89,0.13,0.28,0.29,55545,12,449,1,2,68,2822,70,2895
43390.37543,0.28,86.67,бу  ,2335,43412.37543,2,SS ,171088000,0,55545,90,0.13,0.27,0.29,55545,12,449,15,563,68,2822,77,3164
43390.37544,0.28,86.67,бу  ,2340,43412.37544,5,BB ,171438000,0,55545,91,0.13,0.28,0.29,55545,12,449,1,26,70,2901,69,2902
43390.37544,0.28,86.67,бу  ,2341,43412.37544,1,S  ,171508000,0,55545,92,0.13,0.28,0.29,55545,12,449,1,25,69,2871,70,2928
43390.37544,0.28,86.67,бу  ,2342,43412.37544,1,S  ,171578000,0,55545,93,0.13,0.28,0.29,55545,12,449,1,24,69,2871,70,2927
43390.37545,0.28,86.67,бу  ,2366,43412.37545,24,S  ,173258000,0,55545,94,0.13,0.28,0.29,55545,12,449,1,24,69,2871,70,2927
43390.37545,0.28,86.67,бу  ,2372,43412.37545,6,BB ,173678000,0,55545,95,0.13,0.27,0.29,55545,12,449,15,563,69,2852,77,3186
43390.37547,0.28,86.67,бу  ,2373,43412.37547,1,B  ,173748000,0,55545,96,0.13,0.27,0.28,55545,2,8,15,563,63,2817,77,3186
43390.37549,0.28,86.67,бу  ,2374,43412.37549,1,B  ,173818000,0,55496,97,0.13,0.27,0.28,55496,5,95,15,638,65,2855,79,3357
43390.37552,0.28,86.67,бу  ,2384,43412.37552,10,B  ,174518000,0,55496,98,0.13,0.27,0.28,55496,12,245,15,576,77,3101,79,3295
43390.37554,0.28,86.67,бу  ,2424,43412.37554,40,B  ,177318000,0,55496,99,0.13,0.27,0.28,55496,14,245,10,252,77,2950,77,3028
43390.37554,0.27,80,бу  ,2426,43412.37554,2,S  ,177453000,0,55496,100,0.12,0.27,0.28,55496,15,264,5,55,78,2969,73,2868
43390.37556,0.27,80,бу  ,2428,43412.37556,2,S  ,177588000,0,55496,101,0.12,0.27,0.28,55496,15,294,7,184,76,2949,75,2997
43390.37559,0.27,80,бу  ,2430,43412.37559,2,S  ,177723000,0,55496,102,0.12,0.27,0.28,55496,20,584,9,220,82,3138,78,3178
43390.3756,0.27,80,бу  ,2431,43412.3756,1,S  ,177790000,0,55496,103,0.12,0.27,0.28,55496,20,584,9,268,82,3138,79,3265
43390.3756,0.27,80,бу  ,2432,43412.3756,1,S  ,177858000,0,55496,104,0.12,0.27,0.28,55496,20,584,8,218,82,3138,77,3176
43390.37561,0.27,80,бу  ,2433,43412.37561,1,S  ,177925000,0,55496,105,0.12,0.27,0.28,55496,21,624,10,347,83,3178,79,3305
43390.37561,0.27,80,бу  ,2434,43412.37561,1,S  ,177993000,0,55496,106,0.12,0.27,0.28,55496,21,624,10,346,83,3178,79,3304
43390.37563,0.27,80,бу  ,2551,43412.37563,117,S  ,185890000,0,55496,107,0.12,0.27,0.28,55496,22,625,1,7,85,3180,70,2965
43390.37563,0.27,80,бу  ,2558,43412.37563,7,SS ,186363000,0,55496,108,0.12,0.26,0.28,55496,22,625,16,661,85,3180,80,3417
43390.37563,0.27,80,бу  ,2560,43412.37563,2,S  ,186498000,0,55457,109,0.12,0.27,0.28,55457,22,654,1,57,85,3184,72,3103
43390.37565,0.27,80,бу  ,2600,43412.37565,40,SS ,189198000,0,55457,110,0.12,0.26,0.28,55457,25,659,17,700,89,3238,82,3505
43390.37566,0.27,80,бу  ,2601,43412.37566,1,BB ,189265000,0,55457,111,0.12,0.26,0.28,55457,24,657,18,705,90,3243,82,3480
43390.37566,0.27,80,бу  ,2633,43412.37566,32,S  ,191425000,0,55457,112,0.12,0.27,0.28,55457,23,634,2,18,88,3190,75,3093
43390.37566,0.27,80,бу  ,2640,43412.37566,7,S  ,191898000,0,55457,113,0.12,0.27,0.28,55457,23,634,2,11,88,3190,75,3086
43390.37566,0.27,80,бу  ,2641,43412.37566,1,S  ,191965000,0,55457,114,0.12,0.27,0.28,55457,23,634,2,10,88,3190,75,3085
43390.37566,0.27,80,бу  ,2642,43412.37566,1,S  ,192033000,0,55457,115,0.12,0.27,0.28,55457,23,634,2,9,88,3190,75,3084
43390.37566,0.27,80,бу  ,2651,43412.37566,9,SS ,192640000,0,55457,116,0.12,0.26,0.27,55457,1,10,18,705,73,3047,84,3534
43390.37566,0.27,80,бу  ,2654,43412.37566,3,B  ,192843000,0,55457,117,0.12,0.26,0.27,55457,1,7,18,705,73,3044,84,3534
43390.37566,0.27,80,бу  ,2661,43412.37566,7,B  ,193315000,0,55457,118,0.12,0.26,0.27,55457,1,7,18,705,73,3044,84,3534
43390.37566,0.27,80,бу  ,2663,43412.37566,2,S  ,193450000,0,55457,119,0.12,0.27,0.28,55457,23,634,1,68,89,3239,74,3143
43390.37566,0.27,80,бу  ,2664,43412.37566,1,S  ,193518000,0,55457,120,0.12,0.27,0.28,55457,23,634,1,67,89,3239,74,3142
43390.37567,0.27,80,бу  ,2666,43412.37567,2,S  ,193653000,0,55457,121,0.12,0.27,0.28,55457,23,634,1,65,89,3239,74,3140
43390.37567,0.27,80,бу  ,2667,43412.37567,1,S  ,193720000,0,55457,122,0.12,0.27,0.28,55457,24,635,4,254,89,3239,77,3329
43390.37567,0.27,80,бу  ,2677,43412.37567,10,S  ,194395000,0,55457,123,0.12,0.27,0.28,55457,24,635,2,118,89,3239,75,3193
43390.37569,0.27,80,бу  ,2717,43412.37569,40,S  ,197095000,0,55457,124,0.12,0.27,0.28,55457,23,536,5,261,88,3140,77,3331
43390.37569,0.27,80,бу  ,2718,43412.37569,1,S  ,197163000,0,55457,125,0.12,0.27,0.28,55457,17,331,5,260,81,2911,77,3330
43390.37571,0.27,80,бу  ,2719,43412.37571,1,S  ,197230000,0,55457,126,0.12,0.27,0.28,55457,18,334,7,348,82,2914,79,3418
43390.37571,0.27,80,бу  ,2720,43412.37571,1,S  ,197298000,0,55457,127,0.12,0.27,0.28,55457,18,334,8,388,82,2914,80,3458
43390.37572,0.27,80,бу  ,2721,43412.37572,1,S  ,197365000,0,55457,128,0.12,0.27,0.28,55457,19,481,1,1,83,3061,74,3083
43390.37573,0.27,80,бу  ,2725,43412.37573,4,B  ,197635000,0,55457,129,0.12,0.26,0.27,55457,3,75,17,700,72,3018,83,3511
43390.37573,0.27,80,бу  ,2800,43412.37573,75,BB ,202698000,0,55457,130,0.12,0.26,0.28,55457,20,511,16,624,85,3096,82,3435
43390.37575,0.27,80,бу  ,2816,43412.37575,16,BB ,203778000,0,55457,131,0.12,0.27,0.28,55457,21,531,1,5,86,3116,74,3150
43390.37575,0.27,80,бу  ,2821,43412.37575,5,S  ,204115000,0,55457,132,0.12,0.27,0.28,55457,20,501,1,5,84,3056,76,3210
43390.37575,0.26,73.33,бу  ,2826,43412.37575,5,S  ,204440000,0,55457,133,0.11,0.26,0.28,55457,19,481,15,699,83,3036,84,3659
43390.37575,0.26,73.33,бу  ,2831,43412.37575,5,S  ,204765000,0,55457,134,0.11,0.26,0.28,55457,19,481,14,694,83,3036,83,3654
43390.37575,0.27,80,бу  ,2832,43412.37575,1,B  ,204833000,0,55457,135,0.12,0.26,0.27,55457,1,18,14,694,67,2882,83,3654
43390.37576,0.27,80,бу  ,2850,43412.37576,18,BB ,206048000,0,55457,136,0.12,0.27,0.28,55457,19,492,1,28,85,3129,72,3193
43390.3758,0.27,80,бу  ,2851,43412.3758,1,S  ,206115000,0,55339,137,0.12,0.27,0.28,55339,18,318,5,186,82,2901,76,3344
43390.37581,0.27,80,бу  ,2852,43412.37581,1,S  ,206183000,0,55339,138,0.12,0.27,0.28,55339,19,465,4,118,83,3048,76,3278
43390.37583,0.27,80,бу  ,2873,43412.37583,21,S  ,207600000,0,55339,139,0.12,0.27,0.28,55339,19,465,3,47,84,3050,75,3207
43390.37586,0.27,80,бу  ,2877,43412.37586,4,S  ,207870000,0,55339,140,0.12,0.27,0.28,55339,20,466,3,43,85,3051,75,3203
43390.37586,0.27,80,бу  ,2962,43412.37586,85,SS ,213608000,0,55339,141,0.12,0.26,0.28,55339,20,466,14,657,85,3051,83,3619
43390.37593,0.27,80,бу  ,3000,43412.37593,38,B  ,216173000,0,55326,142,0.12,0.26,0.27,55326,6,182,14,449,75,2995,81,3424
43390.37593,0.27,80,бу  ,3176,43412.37593,176,B  ,228053000,0,55326,143,0.12,0.26,0.27,55326,5,176,14,449,74,2989,81,3424
43390.37593,0.27,80,бу  ,3226,43412.37593,50,S  ,231428000,0,55326,144,0.12,0.27,0.28,55326,23,526,1,17,87,2941,74,3066
43390.37593,0.27,80,бу  ,3237,43412.37593,11,BB ,232170000,0,55326,145,0.12,0.26,0.28,55326,23,555,16,626,88,3000,83,3478
43390.37593,0.27,80,бу  ,3265,43412.37593,28,BB ,234060000,0,55326,146,0.12,0.26,0.28,55326,23,555,16,626,88,3000,83,3478
43390.37593,0.27,80,бу  ,3273,43412.37593,8,B  ,234600000,0,55326,147,0.12,0.26,0.28,55326,1,8,16,626,72,2998,83,3478
43390.37595,0.27,80,бу  ,3290,43412.37595,17,BB ,235748000,0,55326,148,0.12,0.27,0.28,55326,23,555,1,33,89,3147,76,3209
43390.37595,0.27,80,бу  ,3297,43412.37595,7,S  ,236220000,0,55326,149,0.12,0.27,0.28,55326,23,555,1,26,89,3147,76,3202
43390.37595,0.27,80,бу  ,3323,43412.37595,26,S  ,237975000,0,55326,150,0.12,0.27,0.28,55326,22,525,1,26,87,3087,76,3202
43390.37596,0.27,80,бу  ,3324,43412.37596,1,SS ,238043000,0,55326,151,0.12,0.26,0.28,55326,22,525,18,706,87,3087,87,3665
43390.376,0.27,80,бу  ,3325,43412.376,1,B  ,238110000,0,55326,152,0.12,0.26,0.27,55326,3,388,17,676,71,2943,87,3639
43390.37601,0.27,80,бу  ,3338,43412.37601,13,B  ,238988000,0,55326,153,0.12,0.26,0.27,55326,4,377,18,677,73,3003,91,3679
43390.37601,0.27,80,бу  ,3357,43412.37601,19,B  ,240270000,0,55326,154,0.12,0.26,0.27,55326,4,358,18,677,73,2984,91,3679
43390.37602,0.27,80,бу  ,3383,43412.37602,26,B  ,242025000,0,55326,155,0.12,0.26,0.27,55326,4,329,18,677,74,2972,91,3679
43390.37602,0.27,80,бу  ,3409,43412.37602,26,B  ,243780000,0,55326,156,0.12,0.26,0.27,55326,4,303,18,677,74,2946,91,3679
43390.37602,0.27,80,бу  ,3435,43412.37602,26,B  ,245535000,0,55326,157,0.12,0.26,0.27,55326,4,277,18,677,74,2920,91,3679
43390.37605,0.27,80,бу  ,3437,43412.37605,2,B  ,245670000,0,55493,158,0.12,0.26,0.27,55493,5,319,19,679,76,2920,92,3681
43390.37609,0.27,80,бу  ,3444,43412.37609,7,B  ,246143000,0,55493,159,0.12,0.26,0.27,55493,7,315,19,679,77,2915,93,3691
43390.37611,0.27,80,бу  ,3455,43412.37611,11,B  ,246885000,0,55493,160,0.12,0.26,0.27,55493,7,304,19,679,77,2904,96,3841
43390.37611,0.26,73.33,бу  ,3458,43412.37611,3,S  ,247080000,0,55493,161,0.11,0.26,0.27,55493,8,309,19,676,78,2909,96,3838
43390.37615,0.27,80,бу  ,3461,43412.37615,3,B  ,247283000,0,55493,162,0.12,0.26,0.27,55493,13,492,9,115,80,2826,87,3448
43390.37615,0.26,73.33,бу  ,3572,43412.37615,111,S  ,254498000,0,55493,163,0.11,0.26,0.27,55493,16,695,3,5,82,2974,82,3393
43390.37616,0.26,73.33,бу  ,3574,43412.37616,2,S  ,254628000,0,55493,164,0.11,0.26,0.27,55493,16,695,4,68,82,2982,83,3456
43390.37617,0.26,73.33,бу  ,3575,43412.37617,1,S  ,254693000,0,55493,165,0.11,0.26,0.27,55493,16,695,4,67,82,2982,83,3455
43390.37617,0.26,73.33,бу  ,3576,43412.37617,1,S  ,254758000,0,55493,166,0.11,0.26,0.27,55493,16,696,3,66,82,2983,82,3454
43390.37617,0.26,73.33,бу  ,3577,43412.37617,1,SS ,254823000,0,55493,167,0.11,0.25,0.27,55493,16,696,30,1460,82,2983,94,4026
43390.37618,0.26,73.33,бу  ,3578,43412.37618,1,S  ,254888000,0,55493,168,0.11,0.25,0.27,55493,18,729,1,1,85,3021,81,3423
43390.37619,0.26,73.33,бу  ,3585,43412.37619,7,B  ,255343000,0,55501,169,0.11,0.25,0.26,55501,2,73,31,1466,74,2929,95,4060
43390.37619,0.26,73.33,бу  ,3587,43412.37619,2,B  ,255473000,0,55501,170,0.11,0.25,0.26,55501,2,71,31,1466,74,2927,95,4060
43390.37619,0.26,73.33,бу  ,3653,43412.37619,66,B  ,259763000,0,55501,171,0.11,0.25,0.26,55501,1,5,31,1466,73,2861,95,4060
43390.37619,0.26,73.33,бу  ,3654,43412.37619,1,B  ,259828000,0,55501,172,0.11,0.25,0.26,55501,1,4,31,1466,73,2860,95,4060
43390.37619,0.26,73.33,бу  ,3655,43412.37619,1,B  ,259893000,0,55501,173,0.11,0.25,0.26,55501,1,3,31,1466,73,2859,95,4060
43390.37619,0.26,73.33,бу  ,3656,43412.37619,1,B  ,259958000,0,55501,174,0.11,0.25,0.26,55501,1,2,31,1466,73,2858,95,4060
