,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43395.375,0.02,-33.33,▼  ,1057,43412.375,1057,B  ,5285000,0,44539,1,-0.01,0,0,44539,0,0,0,0,0,0,0,0
43395.37503,0.02,-33.33,▼  ,1673,43412.37503,616,S  ,8365000,0,44539,2,-0.01,0.02,0.03,44539,53,33139,49,4061,99,45845,1430,101942
43395.37528,0.02,-33.33,▼  ,2173,43412.37528,500,S  ,10865000,0,45429,3,-0.01,0.02,0.03,45429,57,34271,54,3566,109,47947,1236,102143
43395.37529,0.02,-33.33,▼  ,2673,43412.37529,500,S  ,13365000,0,45429,4,-0.01,0.02,0.03,45429,57,34271,54,3066,109,47947,1225,101627
43395.3753,0.02,-33.33,▼  ,3173,43412.3753,500,S  ,15865000,0,45429,5,-0.01,0.02,0.03,45429,57,34271,52,2566,109,47947,1210,101104
43395.37542,0.02,-33.33,▼  ,3673,43412.37542,500,S  ,18365000,0,45429,6,-0.01,0.02,0.03,45429,64,36177,52,2066,116,49853,958,100237
43395.37559,0.02,-33.33,▼  ,5673,43412.37559,2000,S  ,28365000,0,46723,7,-0.01,0.02,0.03,46723,68,36181,13,266,120,49857,823,98181
43395.37559,0.02,-33.33,▼  ,5939,43412.37559,266,SS ,29695000,0,46723,8,-0.01,0.01,0.02,46723,1,1634,810,97915,115,49394,810,97915
43395.37593,0.02,-33.33,▼  ,5941,43412.37593,2,B  ,29705000,0,46766,9,-0.01,0.01,0.02,46766,12,8992,554,91633,125,56732,554,91633
43395.376,0.01,-66.67,↓  ,5942,43412.376,1,S  ,29708000,0,46766,10,-0.02,0.01,0.02,46766,12,8992,499,91577,124,56731,499,91577
43395.37662,0.02,-33.33,▼  ,6442,43412.37662,500,B  ,32208000,0,46766,11,-0.01,0.01,0.02,46766,13,8592,451,71541,125,56331,451,71541
43395.37669,0.02,-33.33,▼  ,6942,43412.37669,500,B  ,34708000,0,46766,12,-0.01,0.01,0.02,46766,13,8092,448,65541,123,53831,448,65541
