,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43396.375,0.54,-35.71,▼  ,400,43412.375,400,B  ,54000000,0,50169,1,-0.3,0,0,50169,0,0,0,0,0,0,0,0
43396.375,0.54,-35.71,▼  ,401,43412.375,1,BB ,54135000,0,50169,2,-0.3,0.53,0.55,50169,2,4,6,8,11,112,35,221
43396.375,0.53,-36.9,▼  ,409,43412.375,8,SS ,55195000,0,50169,3,-0.31,0.52,0.54,50169,1,60,6,18,12,227,35,349
43396.375,0.54,-35.71,▼  ,410,43412.375,1,B  ,55330000,0,50169,4,-0.3,0.52,0.54,50169,1,59,6,18,12,226,35,349
43396.37501,0.52,-38.1,▼  ,411,43412.37501,1,S  ,55460000,0,50169,5,-0.32,0.52,0.55,50169,3,64,6,17,12,172,35,348
43396.37501,0.52,-38.1,▼  ,412,43412.37501,1,S  ,55590000,0,50169,6,-0.32,0.52,0.55,50169,3,64,6,16,12,172,35,347
43396.37501,0.55,-34.52,▼  ,417,43412.37501,5,B  ,56278000,0,50169,7,-0.29,0.52,0.55,50169,1,59,6,16,10,167,37,412
43396.37502,0.53,-36.9,▼  ,418,43412.37502,1,B  ,56410000,0,50169,8,-0.31,0.52,0.53,50169,1,9,6,16,13,351,38,472
43396.37503,0.53,-36.9,▼  ,427,43412.37503,9,BB ,57603000,0,50169,9,-0.31,0.53,0.55,50169,1,59,1,1,13,347,33,337
43396.37503,0.53,-36.9,▼  ,429,43412.37503,2,SS ,57868000,0,50169,10,-0.31,0.52,0.53,50169,1,3,9,22,11,243,41,475
43396.37505,0.53,-36.9,▼  ,432,43412.37505,3,BB ,58265000,0,50169,11,-0.31,0.53,0.54,50169,1,1,1,7,14,348,36,346
43396.37506,0.53,-36.9,▼  ,445,43412.37506,13,SS ,59988000,0,50169,12,-0.31,0.52,0.54,50169,2,11,10,32,17,372,45,537
43396.37506,0.53,-36.9,▼  ,446,43412.37506,1,B  ,60120000,0,50169,13,-0.31,0.52,0.53,50169,1,9,10,32,13,269,47,548
43396.37506,0.53,-36.9,▼  ,447,43412.37506,1,S  ,60253000,0,50169,14,-0.31,0.53,0.54,50169,2,11,1,9,17,372,40,370
43396.37507,0.53,-36.9,▼  ,448,43412.37507,1,B  ,60385000,0,50169,15,-0.31,0.52,0.53,50169,4,33,10,32,15,234,46,488
43396.37507,0.53,-36.9,▼  ,449,43412.37507,1,B  ,60518000,0,50169,16,-0.31,0.52,0.53,50169,5,33,10,32,14,193,46,488
43396.37507,0.53,-36.9,▼  ,451,43412.37507,2,B  ,60783000,0,50169,17,-0.31,0.52,0.53,50169,5,33,10,32,14,193,46,488
43396.37508,0.52,-38.1,▼  ,471,43412.37508,20,S  ,63383000,0,50169,18,-0.32,0.52,0.53,50169,5,33,3,12,16,258,42,534
43396.3751,0.53,-36.9,▼  ,478,43412.3751,7,B  ,64310000,0,50169,19,-0.31,0.52,0.53,50169,5,7,2,11,16,232,42,534
43396.3751,0.53,-36.9,▼  ,484,43412.3751,6,B  ,65105000,0,50169,20,-0.31,0.52,0.53,50169,1,1,2,11,12,226,42,534
43396.37512,0.53,-36.9,▼  ,485,43412.37512,1,BB ,65238000,0,50169,21,-0.31,0.52,0.54,50169,2,15,2,11,16,337,42,534
43396.37512,0.53,-36.9,▼  ,486,43412.37512,1,B  ,65370000,0,50169,22,-0.31,0.52,0.53,50169,1,9,3,13,12,234,43,536
43396.37512,0.53,-36.9,▼  ,490,43412.37512,4,B  ,65900000,0,50169,23,-0.31,0.52,0.53,50169,1,5,3,13,12,230,42,535
43396.37513,0.52,-38.1,▼  ,491,43412.37513,1,S  ,66030000,0,50169,24,-0.32,0.52,0.53,50169,1,5,3,19,12,230,42,475
43396.37513,0.53,-36.9,▼  ,492,43412.37513,1,B  ,66163000,0,50169,25,-0.31,0.52,0.53,50169,1,4,3,19,12,229,42,475
43396.37513,0.53,-36.9,▼  ,496,43412.37513,4,BB ,66693000,0,50169,26,-0.31,0.53,0.54,50169,2,15,1,16,15,277,36,305
43396.37513,0.53,-36.9,▼  ,512,43412.37513,16,SS ,68813000,0,50169,27,-0.31,0.52,0.54,50169,2,15,4,20,15,277,43,476
43396.37513,0.52,-38.1,▼  ,533,43412.37513,21,SS ,71543000,0,50169,28,-0.32,0.51,0.53,50169,2,15,9,21,13,240,48,566
43396.37513,0.52,-38.1,▼  ,537,43412.37513,4,SS ,72063000,0,50169,29,-0.32,0.51,0.53,50169,2,15,9,21,17,233,48,516
43396.37514,0.51,-39.29,▼  ,558,43412.37514,21,SS ,74740000,0,50169,30,-0.33,0.5,0.53,50169,2,15,18,115,14,194,53,664
43396.37515,0.52,-38.1,▼  ,559,43412.37515,1,B  ,74870000,0,50169,31,-0.32,0.5,0.52,50169,3,12,18,115,16,146,55,676
