,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
╜├░г,╟Ў└ч░б,╡ю╢Ї└▓,╡ю╢Ї▒╕║╨,░┼╖б╖о,├╝░с╜├░г,├╝░с╖о,├╝░с╝║╟т,░┼╖б┤ы▒▌,├╝░с░н╡╡,╣╠░с┴ж╛р┴д╝Ў╖о,├╝░с╣°╚г,┤ы║ё,├╝░с╕┼╝Ў╚г░б,├╝░с╕┼╡╡╚г░б,├╝░с╣╠░с┴ж╛р┴д╝Ў╖о,├╝░с┐ь╝▒╚г░б╕┼╡╡░╟╝Ў,├╝░с┐ь╝▒╚г░б╕┼╡╡└▄╖о,├╝░с┐ь╝▒╚г░б╕┼╝Ў░╟╝Ў,├╝░с┐ь╝▒╚г░б╕┼╝Ў└▄╖о,├╝░с5╚г░б╕┼╡╡░╟╝Ў,├╝░с5╚г░б╕┼╡╡└▄╖о,├╝░с5╚г░б╕┼╝Ў░╟╝Ў,├╝░с5╚г░б╕┼╝Ў└▄╖о
43389.375,1.14,9.62,бу  ,233,43412.375,233,B  ,66405000,0,25312,1,0.1,0,0,25312,0,0,0,0,0,0,0,0
43389.375,1.14,9.62,бу  ,250,43412.375,17,SS ,71250000,0,25312,2,0.1,1.13,1.15,25312,11,54,3,26,27,92,18,66
43389.375,1.13,8.65,бу  ,262,43412.375,12,S  ,74640000,0,25312,3,0.09,1.13,1.15,25312,11,54,2,14,27,92,17,54
43389.375,1.13,8.65,бу  ,276,43412.375,14,SS ,78595000,0,25312,4,0.09,1.12,1.15,25312,11,54,2,3,27,92,16,41
43389.375,1.12,7.69,бу  ,279,43412.375,3,SS ,79435000,0,25312,5,0.08,1.11,1.15,25312,11,54,1,1,27,92,16,59
43389.375,1.15,10.58,бу  ,280,43412.375,1,B  ,79723000,0,25312,6,0.11,1.11,1.15,25312,11,53,1,1,26,81,15,49
43389.375,1.15,10.58,бу  ,298,43412.375,18,B  ,84898000,0,25312,7,0.11,1.11,1.15,25312,4,35,1,1,19,63,15,49
43389.37501,1.11,6.73,бу  ,299,43412.37501,1,SS ,85175000,0,25312,8,0.07,1.1,1.15,25312,3,3,7,18,18,31,18,55
43389.37502,1.13,8.65,бу  ,300,43412.37502,1,B  ,85458000,0,25312,9,0.09,1.11,1.13,25312,1,5,1,1,13,30,16,52
43389.37502,1.13,8.65,бу  ,305,43412.37502,5,BB ,86870000,0,25312,10,0.09,1.11,1.14,25312,1,5,1,1,18,31,16,52
43389.37503,1.14,9.62,бу  ,307,43412.37503,2,B  ,87440000,0,25312,11,0.1,1.11,1.14,25312,1,3,1,1,18,29,16,52
43389.37503,1.14,9.62,бу  ,310,43412.37503,3,BB ,88295000,0,25312,12,0.1,1.11,1.15,25312,3,3,1,1,18,31,16,52
43389.37503,1.15,10.58,бу  ,313,43412.37503,3,BB ,89158000,0,25312,13,0.11,1.11,1.16,25312,1,1,2,2,16,29,17,53
43389.37505,1.16,11.54,бу  ,314,43412.37505,1,BB ,89448000,0,25312,14,0.12,1.13,1.17,25312,4,9,1,1,18,32,16,33
43389.37505,1.17,12.5,бу  ,323,43412.37505,9,BB ,92080000,0,25312,15,0.13,1.13,1.19,25312,4,8,1,1,16,29,16,33
43389.37506,1.15,10.58,бу  ,324,43412.37506,1,S  ,92368000,0,25312,16,0.11,1.15,1.18,25312,1,5,1,4,15,28,8,22
43389.37506,1.15,10.58,бу  ,325,43412.37506,1,S  ,92655000,0,25312,17,0.11,1.15,1.18,25312,1,5,1,3,16,33,9,26
43389.37507,1.18,13.46,бу  ,328,43412.37507,3,B  ,93540000,0,25312,18,0.14,1.16,1.18,25312,2,3,2,6,17,31,11,43
43389.37507,1.18,13.46,бу  ,332,43412.37507,4,B  ,94720000,0,25312,19,0.14,1.16,1.18,25312,3,4,1,5,18,32,8,34
43389.37507,1.19,14.42,бу  ,338,43412.37507,6,B  ,96505000,0,25312,20,0.15,1.18,1.19,25312,3,7,1,6,16,33,8,35
43389.37507,1.19,14.42,бу  ,345,43412.37507,7,BB ,98588000,0,25312,21,0.15,1.18,1.2,25312,7,11,2,11,18,31,9,40
43389.37507,1.19,14.42,бу  ,347,43412.37507,2,S  ,99183000,0,25312,22,0.15,1.19,1.2,25312,7,11,1,6,19,36,6,29
43389.37507,1.19,14.42,бу  ,352,43412.37507,5,S  ,100670000,0,25312,23,0.15,1.19,1.2,25312,7,11,1,1,19,36,6,24
43389.37507,1.19,14.42,бу  ,353,43412.37507,1,SS ,100968000,0,25312,24,0.15,1.18,1.2,25312,7,11,1,5,19,36,7,31
43389.37507,1.19,14.42,бу  ,356,43412.37507,3,SS ,101860000,0,25312,25,0.15,1.18,1.2,25312,7,11,2,6,19,36,8,32
43389.37507,1.19,14.42,бу  ,361,43412.37507,5,BB ,103348000,0,25312,26,0.15,1.18,1.2,25312,7,11,2,6,19,36,8,32
43389.37508,1.19,14.42,бу  ,366,43412.37508,5,BB ,104835000,0,25312,27,0.15,1.18,1.2,25312,7,11,3,7,19,36,9,33
43389.37508,1.19,14.42,бу  ,368,43412.37508,2,SS ,105430000,0,25312,28,0.15,1.18,1.2,25312,7,11,3,7,19,36,10,40
43389.37508,1.18,13.46,бу  ,369,43412.37508,1,S  ,105725000,0,25312,29,0.14,1.18,1.19,25312,1,5,3,6,15,36,10,39
43389.37508,1.19,14.42,бу  ,374,43412.37508,5,BB ,107213000,0,25312,30,0.15,1.18,1.2,25312,7,11,2,2,19,36,9,35
43389.37508,1.19,14.42,бу  ,377,43412.37508,3,B  ,108105000,0,25312,31,0.15,1.18,1.19,25312,1,2,3,7,15,33,10,40
43389.37508,1.18,13.46,бу  ,384,43412.37508,7,SS ,110170000,0,25312,32,0.14,1.17,1.19,25312,1,5,2,10,15,36,11,65
43389.37508,1.19,14.42,бу  ,389,43412.37508,5,B  ,111658000,0,25312,33,0.15,1.17,1.19,25312,1,5,2,10,16,56,11,65
43389.37509,1.19,14.42,бу  ,394,43412.37509,5,BB ,113145000,0,25312,34,0.15,1.18,1.2,25312,8,12,1,80,21,57,11,138
43389.37509,1.19,14.42,бу  ,395,43412.37509,1,SS ,113443000,0,25312,35,0.15,1.18,1.2,25312,8,12,1,80,21,57,11,138
43389.37509,1.2,15.38,бу  ,405,43412.37509,10,B  ,116443000,0,25312,36,0.16,1.18,1.2,25312,2,2,1,80,15,47,12,139
