,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43389.375,3.81,7.63,▲  ,48,43412.375,48,B  ,45720000,0,8917,1,0.27,0,0,8917,0,0,0,0,0,0,0,0
43389.37503,3.86,9.04,▲  ,49,43412.37503,1,BB ,46685000,0,8917,2,0.32,3.7,3.92,8917,1,1,3,7,6,24,11,89
43389.37505,3.92,10.73,▲  ,50,43412.37505,1,BB ,47665000,0,8917,3,0.38,3.8,3.94,8917,1,1,1,12,6,29,7,55
43389.37505,3.94,11.3,▲  ,51,43412.37505,1,B  ,48650000,0,8917,4,0.4,3.8,3.94,8917,1,1,1,12,6,29,5,49
43389.37505,3.95,11.58,▲  ,54,43412.37505,3,B  ,51613000,0,8917,5,0.41,3.8,3.95,8917,1,5,1,12,6,27,5,49
43389.37505,3.95,11.58,▲  ,59,43412.37505,5,B  ,56550000,0,8917,6,0.41,3.8,3.95,8917,1,5,1,12,6,27,5,49
43389.37505,3.81,7.63,▲  ,60,43412.37505,1,BB ,57503000,0,8917,7,0.27,3.8,3.97,8917,1,1,1,12,6,34,5,49
43389.37506,3.97,12.15,▲  ,61,43412.37506,1,BB ,58495000,0,8917,8,0.43,3.86,3.98,8917,1,1,1,1,7,57,5,49
43389.37506,3.98,12.43,▲  ,62,43412.37506,1,BB ,59490000,0,8917,9,0.44,3.86,3.98,8917,1,1,1,1,7,57,5,49
43389.37507,4,12.99,▲  ,80,43412.37507,18,B  ,77490000,0,8917,10,0.46,3.86,3.98,8917,2,18,1,1,6,56,5,49
43389.37508,3.96,11.86,▲  ,81,43412.37508,1,SS ,78480000,0,8917,11,0.42,3.95,4.05,8917,1,2,1,12,5,50,5,78
43389.37508,4.04,14.12,▲  ,82,43412.37508,1,BB ,79490000,0,8917,12,0.5,3.96,4.05,8917,1,2,1,30,5,50,5,78
43389.3751,4.01,13.28,▲  ,83,43412.3751,1,SS ,80493000,0,8917,13,0.47,3.96,4.05,8917,1,2,1,30,5,50,5,78
43389.3751,4.04,14.12,▲  ,84,43412.3751,1,BB ,81503000,0,8917,14,0.5,3.97,4.05,8917,1,2,1,1,5,50,5,67
43389.37512,4,12.99,▲  ,86,43412.37512,2,BB ,83503000,0,8917,15,0.46,3.97,4.05,8917,1,1,1,1,5,49,5,67
43389.37512,4,12.99,▲  ,90,43412.37512,4,SS ,87503000,0,8917,16,0.46,3.97,4.05,8917,1,1,1,1,5,49,5,67
43389.37513,3.99,12.71,▲  ,93,43412.37513,3,SS ,90495000,0,8917,17,0.45,3.96,4.04,8917,1,1,1,30,6,50,5,78
