,KOSPI 200 콜옵션 1811 292.5,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43397.375,0.08,33.33,▲  ,172,43412.375,172,B  ,3440000,0,86522,1,0.02,0,0,86522,0,0,0,0,0,0,0,0
43397.37506,0.07,16.67,▲  ,176,43412.37506,4,S  ,3510000,0,86522,2,0.01,0.07,0.08,86522,36,1340,22,880,166,4387,225,79018
43397.37506,0.07,16.67,▲  ,180,43412.37506,4,S  ,3580000,0,86522,3,0.01,0.07,0.08,86522,36,1340,22,876,172,4688,225,79014
43397.37514,0.07,16.67,▲  ,230,43412.37514,50,S  ,4455000,0,87463,4,0.01,0.07,0.08,87463,37,1393,26,1913,178,5048,233,80292
43397.37516,0.07,16.67,▲  ,237,43412.37516,7,S  ,4578000,0,87463,5,0.01,0.07,0.08,87463,38,1394,26,1906,181,5082,233,80305
43397.3752,0.07,16.67,▲  ,325,43412.3752,88,S  ,6118000,0,87463,6,0.01,0.07,0.08,87463,41,1539,20,805,187,5377,227,79204
43397.37524,0.07,16.67,▲  ,375,43412.37524,50,S  ,6993000,0,87464,7,0.01,0.07,0.08,87464,41,1539,18,786,188,5427,224,79155
43397.37537,0.07,16.67,▲  ,376,43412.37537,1,S  ,7010000,0,87464,8,0.01,0.07,0.08,87464,60,2874,24,1999,214,7883,238,82141
43397.3756,0.07,16.67,▲  ,386,43412.3756,10,S  ,7185000,0,87495,9,0.01,0.07,0.08,87495,66,5423,24,737,229,13787,245,83730
43397.37561,0.07,16.67,▲  ,586,43412.37561,200,S  ,10685000,0,87495,10,0.01,0.07,0.08,87495,66,5423,16,661,229,13787,238,83680
43397.37561,0.07,16.67,▲  ,786,43412.37561,200,S  ,14185000,0,87495,11,0.01,0.07,0.08,87495,66,5423,12,470,229,13787,234,83489
43397.37561,0.07,16.67,▲  ,1186,43412.37561,400,S  ,21185000,0,87495,12,0.01,0.07,0.08,87495,66,5423,2,70,229,13787,224,83089
43397.37561,0.07,16.67,▲  ,1256,43412.37561,70,SS ,22410000,0,87495,13,0.01,0.06,0.07,87495,1,430,68,18749,209,13289,247,101135
43397.37561,0.07,16.67,▲  ,1265,43412.37561,9,B  ,22568000,0,87495,14,0.01,0.06,0.07,87495,1,421,68,18749,209,13280,247,101135
43397.37561,0.07,16.67,▲  ,1268,43412.37561,3,B  ,22620000,0,87495,15,0.01,0.06,0.07,87495,1,418,68,18749,209,13277,247,101135
43397.37561,0.07,16.67,▲  ,1271,43412.37561,3,B  ,22673000,0,87495,16,0.01,0.06,0.07,87495,1,415,68,18720,210,13309,247,101106
43397.37561,0.07,16.67,▲  ,1273,43412.37561,2,B  ,22708000,0,87495,17,0.01,0.06,0.07,87495,1,413,68,18720,210,13307,247,101106
43397.37561,0.07,16.67,▲  ,1280,43412.37561,7,B  ,22830000,0,87495,18,0.01,0.06,0.07,87495,1,406,68,18720,210,13300,247,101106
43397.37561,0.07,16.67,▲  ,1281,43412.37561,1,B  ,22848000,0,87495,19,0.01,0.06,0.07,87495,1,405,68,18720,210,13299,247,101106
43397.37563,0.07,16.67,▲  ,1282,43412.37563,1,B  ,22865000,0,87495,20,0.01,0.06,0.07,87495,2,504,68,18720,211,13398,247,101106
43397.37563,0.07,16.67,▲  ,1284,43412.37563,2,B  ,22900000,0,87495,21,0.01,0.06,0.07,87495,2,502,68,18720,211,13396,247,101106
43397.37563,0.07,16.67,▲  ,1285,43412.37563,1,B  ,22918000,0,87495,22,0.01,0.06,0.07,87495,2,501,68,18720,211,13395,247,101106
43397.37563,0.07,16.67,▲  ,1286,43412.37563,1,B  ,22935000,0,87495,23,0.01,0.06,0.07,87495,2,500,68,18720,211,13394,247,101106
43397.37563,0.07,16.67,▲  ,1287,43412.37563,1,B  ,22953000,0,87495,24,0.01,0.06,0.07,87495,2,499,68,18720,211,13393,247,101106
43397.37563,0.07,16.67,▲  ,1288,43412.37563,1,B  ,22970000,0,87495,25,0.01,0.06,0.07,87495,2,498,68,18720,211,13392,247,101106
43397.37565,0.07,16.67,▲  ,1289,43412.37565,1,B  ,22988000,0,87495,26,0.01,0.06,0.07,87495,3,626,69,18729,212,13437,249,101604
43397.37565,0.07,16.67,▲  ,1290,43412.37565,1,B  ,23005000,0,87495,27,0.01,0.06,0.07,87495,3,625,69,18729,212,13436,249,101604
43397.37565,0.07,16.67,▲  ,1291,43412.37565,1,B  ,23023000,0,87495,28,0.01,0.06,0.07,87495,3,624,69,18729,212,13435,249,101604
43397.37565,0.07,16.67,▲  ,1292,43412.37565,1,B  ,23040000,0,87495,29,0.01,0.06,0.07,87495,3,623,69,18729,212,13434,249,101604
43397.37565,0.07,16.67,▲  ,1293,43412.37565,1,B  ,23058000,0,87495,30,0.01,0.06,0.07,87495,3,622,69,18729,212,13433,249,101604
43397.37565,0.07,16.67,▲  ,1294,43412.37565,1,B  ,23075000,0,87495,31,0.01,0.06,0.07,87495,3,621,69,18729,212,13432,249,101604
43397.37565,0.07,16.67,▲  ,1295,43412.37565,1,B  ,23093000,0,87495,32,0.01,0.06,0.07,87495,3,620,69,18729,212,13431,249,101604
43397.37565,0.07,16.67,▲  ,1296,43412.37565,1,B  ,23110000,0,87495,33,0.01,0.06,0.07,87495,2,490,69,18729,211,13301,249,101604
43397.37566,0.07,16.67,▲  ,1299,43412.37566,3,B  ,23163000,0,87495,34,0.01,0.06,0.07,87495,2,487,69,18729,211,13298,249,101604
43397.37566,0.07,16.67,▲  ,1300,43412.37566,1,B  ,23180000,0,87495,35,0.01,0.06,0.07,87495,2,486,69,18729,211,13297,249,101604
43397.37566,0.07,16.67,▲  ,1301,43412.37566,1,B  ,23198000,0,87495,36,0.01,0.06,0.07,87495,2,485,69,18729,211,13296,249,101604
43397.37566,0.07,16.67,▲  ,1302,43412.37566,1,B  ,23215000,0,87495,37,0.01,0.06,0.07,87495,2,484,69,18729,211,13295,249,101604
43397.37566,0.07,16.67,▲  ,1304,43412.37566,2,B  ,23250000,0,87495,38,0.01,0.06,0.07,87495,2,482,69,18729,211,13293,249,101604
43397.37566,0.07,16.67,▲  ,1305,43412.37566,1,B  ,23268000,0,87495,39,0.01,0.06,0.07,87495,2,481,69,18729,211,13292,249,101604
43397.37566,0.07,16.67,▲  ,1306,43412.37566,1,B  ,23285000,0,87809,40,0.01,0.06,0.07,87809,2,480,70,18730,210,13293,250,101605
43397.37566,0.07,16.67,▲  ,1307,43412.37566,1,B  ,23303000,0,87809,41,0.01,0.06,0.07,87809,2,479,70,18730,210,13292,250,101605
43397.37567,0.07,16.67,▲  ,1308,43412.37567,1,B  ,23320000,0,87809,42,0.01,0.06,0.07,87809,3,564,70,18730,210,13291,250,101605
43397.37568,0.07,16.67,▲  ,1310,43412.37568,2,B  ,23355000,0,87809,43,0.01,0.06,0.07,87809,3,562,70,18730,210,13289,250,101605
43397.37568,0.07,16.67,▲  ,1311,43412.37568,1,B  ,23373000,0,87809,44,0.01,0.06,0.07,87809,3,561,70,18730,210,13288,250,101605
43397.37568,0.07,16.67,▲  ,1312,43412.37568,1,B  ,23390000,0,87809,45,0.01,0.06,0.07,87809,3,560,70,18730,210,13287,250,101605
