,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43392.375,0.11,-38.89,▼  ,798,43412.375,798,B  ,21945000,0,60701,1,-0.07,0,0,60701,0,0,0,0,0,0,0,0
43392.37501,0.11,-38.89,▼  ,851,43412.37501,53,S  ,23403000,0,60701,2,-0.07,0.11,0.12,60701,15,545,5,60,71,3459,156,12555
43392.37501,0.11,-38.89,▼  ,888,43412.37501,37,S  ,24420000,0,60701,3,-0.07,0.11,0.12,60701,15,545,5,23,71,3459,156,12518
43392.37501,0.11,-38.89,▼  ,889,43412.37501,1,S  ,24448000,0,60701,4,-0.07,0.11,0.12,60701,15,545,5,22,72,3484,156,12517
43392.37501,0.11,-38.89,▼  ,911,43412.37501,22,SS ,25053000,0,60701,5,-0.07,0.1,0.12,60701,15,545,43,1709,72,3484,175,16473
43392.37502,0.11,-38.89,▼  ,916,43412.37502,5,B  ,25190000,0,60701,6,-0.07,0.1,0.11,60701,2,93,44,1919,68,4028,180,17348
43392.37513,0.11,-38.89,▼  ,1416,43412.37513,500,B  ,38940000,0,60701,7,-0.07,0.1,0.11,60701,6,129,46,1946,77,4298,190,18193
43392.37514,0.1,-44.44,▼  ,1419,43412.37514,3,S  ,39015000,0,60701,8,-0.08,0.1,0.11,60701,7,280,47,2153,81,4763,192,18294
43392.37514,0.11,-38.89,▼  ,1424,43412.37514,5,B  ,39153000,0,60701,9,-0.07,0.1,0.11,60701,7,275,47,2153,81,4758,192,18294
43392.37517,0.11,-38.89,▼  ,1435,43412.37517,11,B  ,39455000,0,60701,10,-0.07,0.1,0.11,60701,8,265,49,2654,82,4748,194,18795
43392.37524,0.11,-38.89,▼  ,1475,43412.37524,40,B  ,40555000,0,62186,11,-0.07,0.1,0.11,62186,16,446,53,3372,97,7468,203,21901
43392.37528,0.11,-38.89,▼  ,1495,43412.37528,20,B  ,41105000,0,62186,12,-0.07,0.1,0.11,62186,17,1169,54,3394,98,8189,204,21923
