,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43385.375,0.31,-24.39,▼  ,78,43412.375,78,B  ,6045000,0,20190,1,-0.1,0,0,20190,0,0,0,0,0,0,0,0
43385.37501,0.32,-21.95,▼  ,79,43412.37501,1,BB ,6125000,0,20190,2,-0.09,0.31,0.33,20190,2,73,4,10,14,345,44,479
43385.37502,0.31,-24.39,▼  ,81,43412.37502,2,S  ,6280000,0,20190,3,-0.1,0.31,0.33,20190,2,73,3,8,14,345,43,477
43385.37505,0.32,-21.95,▼  ,121,43412.37505,40,BB ,9480000,0,20190,4,-0.09,0.31,0.33,20190,2,73,3,5,16,351,45,482
43385.37506,0.32,-21.95,▼  ,126,43412.37506,5,S  ,9880000,0,20190,5,-0.09,0.32,0.33,20190,2,73,2,35,15,346,41,434
43385.37506,0.33,-19.51,▼  ,199,43412.37506,73,BB ,15903000,0,20190,6,-0.08,0.32,0.34,20190,2,69,2,35,20,363,41,434
43385.3751,0.33,-19.51,▼  ,200,43412.3751,1,B  ,15985000,0,20190,7,-0.08,0.32,0.33,20190,3,111,2,35,16,513,48,741
43385.37513,0.33,-19.51,▼  ,201,43412.37513,1,B  ,16068000,0,20190,8,-0.08,0.32,0.33,20190,3,110,2,35,16,512,52,764
43385.37516,0.33,-19.51,▼  ,210,43412.37516,9,B  ,16810000,0,20190,9,-0.08,0.32,0.33,20190,1,101,3,36,14,503,52,760
43385.37516,0.33,-19.51,▼  ,215,43412.37516,5,B  ,17223000,0,20190,10,-0.08,0.32,0.33,20190,1,96,3,36,14,498,52,760
43385.37516,0.33,-19.51,▼  ,220,43412.37516,5,B  ,17635000,0,20190,11,-0.08,0.32,0.33,20190,1,91,3,36,14,493,52,760
43385.37516,0.33,-19.51,▼  ,221,43412.37516,1,B  ,17718000,0,20190,12,-0.08,0.32,0.33,20190,1,90,3,36,14,492,52,760
43385.37516,0.33,-19.51,▼  ,223,43412.37516,2,B  ,17883000,0,20190,13,-0.08,0.32,0.33,20190,1,88,3,36,14,490,52,760
43385.37517,0.33,-19.51,▼  ,224,43412.37517,1,B  ,17965000,0,22136,14,-0.08,0.32,0.33,22136,1,87,4,140,14,489,53,864
43385.37517,0.33,-19.51,▼  ,225,43412.37517,1,B  ,18048000,0,22136,15,-0.08,0.32,0.33,22136,1,86,4,140,14,488,53,864
43385.37517,0.33,-19.51,▼  ,226,43412.37517,1,B  ,18130000,0,22136,16,-0.08,0.32,0.33,22136,1,85,4,140,14,487,53,864
43385.37517,0.33,-19.51,▼  ,232,43412.37517,6,B  ,18625000,0,22136,17,-0.08,0.32,0.33,22136,1,100,4,37,14,502,52,760
43385.37517,0.33,-19.51,▼  ,234,43412.37517,2,B  ,18790000,0,22136,18,-0.08,0.32,0.33,22136,1,98,4,37,14,500,52,760
43385.37517,0.33,-19.51,▼  ,235,43412.37517,1,B  ,18873000,0,22136,19,-0.08,0.32,0.33,22136,1,97,4,37,14,499,52,760
43385.37517,0.33,-19.51,▼  ,236,43412.37517,1,B  ,18955000,0,22136,20,-0.08,0.32,0.33,22136,1,105,5,143,14,507,53,866
43385.37519,0.33,-19.51,▼  ,237,43412.37519,1,B  ,19038000,0,22136,21,-0.08,0.32,0.33,22136,1,105,5,143,14,507,53,866
43385.37519,0.33,-19.51,▼  ,238,43412.37519,1,B  ,19120000,0,22136,22,-0.08,0.32,0.33,22136,1,104,5,143,14,506,53,866
