,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
╜├░г,╟Ў└ч░б,╡ю╢Ї└▓,╡ю╢Ї▒╕║╨,░┼╖б╖о,├╝░с╜├░г,├╝░с╖о,├╝░с╝║╟т,░┼╖б┤ы▒▌,├╝░с░н╡╡,╣╠░с┴ж╛р┴д╝Ў╖о,├╝░с╣°╚г,┤ы║ё,├╝░с╕┼╝Ў╚г░б,├╝░с╕┼╡╡╚г░б,├╝░с╣╠░с┴ж╛р┴д╝Ў╖о,├╝░с┐ь╝▒╚г░б╕┼╡╡░╟╝Ў,├╝░с┐ь╝▒╚г░б╕┼╡╡└▄╖о,├╝░с┐ь╝▒╚г░б╕┼╝Ў░╟╝Ў,├╝░с┐ь╝▒╚г░б╕┼╝Ў└▄╖о,├╝░с5╚г░б╕┼╡╡░╟╝Ў,├╝░с5╚г░б╕┼╡╡└▄╖о,├╝░с5╚г░б╕┼╝Ў░╟╝Ў,├╝░с5╚г░б╕┼╝Ў└▄╖о
43397.375,0.51,21.43,бу  ,464,43412.375,464,B  ,59160000,0,57715,1,0.09,0,0,57715,0,0,0,0,0,0,0,0
43397.375,0.52,23.81,бу  ,491,43412.375,27,B  ,62670000,0,57715,2,0.1,0,0,57715,9,27,9,141,51,254,60,467
43397.375,0.53,26.19,бу  ,524,43412.375,33,BB ,67043000,0,57715,3,0.11,0.51,0.53,57715,6,36,9,141,44,348,60,467
43397.375,0.53,26.19,бу  ,560,43412.375,36,BB ,71813000,0,57715,4,0.11,0.51,0.53,57715,6,36,9,141,44,348,60,467
43397.375,0.54,28.57,бу  ,584,43412.375,24,BB ,75053000,0,57715,5,0.12,0.51,0.54,57715,7,56,9,141,44,337,60,467
43397.37501,0.53,26.19,бу  ,585,43412.37501,1,S  ,75185000,0,57715,6,0.11,0.51,0.54,57715,7,56,1,1,44,337,58,422
43397.37501,0.53,26.19,бу  ,657,43412.37501,72,S  ,84725000,0,57715,7,0.11,0.53,0.54,57715,7,56,1,128,44,337,58,549
43397.37501,0.53,26.19,бу  ,695,43412.37501,38,S  ,89760000,0,57715,8,0.11,0.53,0.54,57715,7,56,1,90,44,337,58,511
43397.37501,0.53,26.19,бу  ,733,43412.37501,38,S  ,94795000,0,57715,9,0.11,0.53,0.54,57715,7,56,1,52,44,337,58,473
