,KOSPI 200 콜옵션 1811 292.5,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43398.375,0.02,-33.33,▼  ,7411,43412.375,7411,B  ,37055000,0,85426,1,-0.01,0,0,85426,0,0,0,0,0,0,0,0
43398.37525,0.02,-33.33,▼  ,8811,43412.37525,1400,B  ,44055000,0,85785,2,-0.01,0.01,0.02,85785,28,8129,649,67372,89,45043,649,67372
43398.37527,0.02,-33.33,▼  ,8819,43412.37527,8,B  ,44095000,0,85785,3,-0.01,0.01,0.02,85785,28,8121,649,67372,89,45035,649,67372
43398.37535,0.02,-33.33,▼  ,10219,43412.37535,1400,B  ,51095000,0,85785,4,-0.01,0.01,0.02,85785,7,4351,650,67392,68,41265,650,67392
43398.37537,0.02,-33.33,▼  ,10220,43412.37537,1,B  ,51100000,0,85785,5,-0.01,0.01,0.02,85785,6,4242,651,69153,68,42917,651,69153
43398.37537,0.02,-33.33,▼  ,10260,43412.37537,40,B  ,51300000,0,85785,6,-0.01,0.01,0.02,85785,5,4202,651,69153,67,42877,651,69153
43398.37538,0.02,-33.33,▼  ,12260,43412.37538,2000,B  ,61300000,0,85785,7,-0.01,0.01,0.02,85785,4,2202,651,69153,66,40877,651,69153
43398.37538,0.02,-33.33,▼  ,14260,43412.37538,2000,B  ,71300000,0,85785,8,-0.01,0.01,0.02,85785,2,202,651,69153,64,38877,651,69153
43398.37539,0.02,-33.33,▼  ,14460,43412.37539,200,B  ,72300000,0,85785,9,-0.01,0.01,0.02,85785,2,2,651,69153,64,38677,651,69153
43398.37541,0.02,-33.33,▼  ,14462,43412.37541,2,BB ,72310000,0,85785,10,-0.01,0.02,0.03,85785,32,27533,1,1398,66,38823,652,70551
43398.3755,0.02,-33.33,▼  ,14466,43412.3755,4,S  ,72330000,0,85487,11,-0.01,0.02,0.03,85487,32,27533,3,462,66,38823,636,69285
43398.37554,0.02,-33.33,▼  ,14467,43412.37554,1,S  ,72335000,0,85487,12,-0.01,0.02,0.03,85487,32,27533,3,461,70,39213,630,69248
43398.37554,0.02,-33.33,▼  ,14707,43412.37554,240,S  ,73535000,0,85487,13,-0.01,0.02,0.03,85487,33,27653,1,221,71,39333,628,69008
43398.37557,0.02,-33.33,▼  ,14709,43412.37557,2,S  ,73545000,0,85487,14,-0.01,0.02,0.03,85487,33,27653,1,219,71,39333,628,69006
43398.37557,0.02,-33.33,▼  ,14821,43412.37557,112,S  ,74105000,0,85487,15,-0.01,0.02,0.03,85487,33,27653,1,107,71,39333,628,68894
43398.37559,0.02,-33.33,▼  ,14831,43412.37559,10,S  ,74155000,0,85684,16,-0.01,0.02,0.03,85684,33,27653,1,97,71,39333,621,68772
43398.3756,0.02,-33.33,▼  ,14841,43412.3756,10,S  ,74205000,0,85684,17,-0.01,0.02,0.03,85684,33,27653,1,87,70,38133,621,68762
43398.37561,0.02,-33.33,▼  ,14851,43412.37561,10,S  ,74255000,0,85684,18,-0.01,0.02,0.03,85684,33,27653,1,77,70,38133,621,68752
43398.37563,0.02,-33.33,▼  ,14861,43412.37563,10,S  ,74305000,0,85684,19,-0.01,0.02,0.03,85684,33,27653,1,67,70,38133,621,68742
43398.37564,0.02,-33.33,▼  ,14928,43412.37564,67,SS ,74640000,0,85684,20,-0.01,0.01,0.02,85684,1,45,619,68673,66,37940,619,68673
43398.37564,0.02,-33.33,▼  ,14973,43412.37564,45,BB ,74865000,0,85684,21,-0.01,0.01,0.03,85684,33,27653,619,68673,70,38133,619,68673
43398.37565,0.02,-33.33,▼  ,14974,43412.37565,1,B  ,74870000,0,85684,22,-0.01,0.01,0.02,85684,2,611,619,68673,68,38566,619,68673
43398.37571,0.02,-33.33,▼  ,14989,43412.37571,15,B  ,74945000,0,85684,23,-0.01,0.01,0.02,85684,6,1026,619,68673,70,38961,619,68673
43398.37572,0.02,-33.33,▼  ,16015,43412.37572,1026,BB ,80075000,0,85684,24,-0.01,0.02,0.03,85684,33,27713,1,374,70,38193,619,68045
43398.37576,0.02,-33.33,▼  ,16615,43412.37576,600,SS ,83075000,0,85683,25,-0.01,0.01,0.02,85683,1,1300,609,67653,66,39255,609,67653
43398.37586,0.02,-33.33,▼  ,16645,43412.37586,30,B  ,83225000,0,85683,26,-0.01,0.01,0.02,85683,1,1270,591,67617,66,39225,591,67617
43398.37626,0.02,-33.33,▼  ,16655,43412.37626,10,B  ,83275000,0,85098,27,-0.01,0.01,0.02,85098,7,1542,544,67560,72,39497,544,67560
