,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43391.375,3.74,-16.33,▼  ,64,43412.375,64,B  ,59840000,0,9660,1,-0.73,0,0,9660,0,0,0,0,0,0,0,0
43391.375,3.8,-14.99,▼  ,66,43412.375,2,BB ,61740000,0,9660,2,-0.67,3.72,3.84,9660,1,6,1,1,6,12,5,10
43391.37501,3.72,-16.78,▼  ,67,43412.37501,1,SS ,62670000,0,9660,3,-0.75,3.7,3.85,9660,1,12,1,1,7,57,5,32
43391.37501,3.72,-16.78,▼  ,68,43412.37501,1,BB ,63600000,0,9660,4,-0.75,3.7,3.85,9660,1,12,1,1,7,57,5,32
43391.37502,3.72,-16.78,▼  ,69,43412.37502,1,BB ,64530000,0,9660,5,-0.75,3.7,3.84,9660,1,6,1,1,6,55,5,32
43391.37503,3.7,-17.23,▼  ,70,43412.37503,1,SS ,65455000,0,9660,6,-0.77,3.66,3.76,9660,1,12,1,1,5,54,6,55
43391.37503,3.66,-18.12,▼  ,71,43412.37503,1,S  ,66370000,0,9660,7,-0.81,3.66,3.76,9660,2,18,1,1,6,55,6,55
43391.37503,3.63,-18.79,▼  ,72,43412.37503,1,SS ,67278000,0,9660,8,-0.84,3.63,3.76,9660,2,18,1,11,6,55,6,54
43391.37509,3.59,-19.69,▼  ,73,43412.37509,1,SS ,68175000,0,9726,9,-0.88,3.58,3.68,9726,1,6,1,12,5,43,6,55
43391.3751,3.68,-17.67,▼  ,75,43412.3751,2,B  ,70015000,0,9726,10,-0.79,3.6,3.68,9726,1,4,1,1,6,53,6,73
43391.37513,3.67,-17.9,▼  ,76,43412.37513,1,BB ,70933000,0,9726,11,-0.8,3.6,3.73,9726,1,1,3,19,6,53,8,86
43391.37514,3.71,-17,▼  ,77,43412.37514,1,SS ,71860000,0,9726,12,-0.76,3.64,3.75,9726,1,1,1,12,6,53,7,85
43391.37515,3.65,-18.34,▼  ,78,43412.37515,1,S  ,72773000,0,9726,13,-0.82,3.65,3.75,9726,1,4,1,6,5,52,5,54
43391.37516,3.65,-18.34,▼  ,86,43412.37516,8,S  ,80073000,0,9726,14,-0.82,3.65,3.75,9726,1,12,3,8,6,57,7,56
43391.37516,3.63,-18.79,▼  ,98,43412.37516,12,SS ,90963000,0,9726,15,-0.84,3.62,3.63,9726,1,14,1,12,6,66,6,68
43391.37516,3.63,-18.79,▼  ,112,43412.37516,14,SS ,103668000,0,9726,16,-0.84,3.62,3.63,9726,1,14,1,12,6,66,6,68
43391.37528,3.69,-17.45,▼  ,113,43412.37528,1,SS ,104590000,0,9712,17,-0.78,3.68,3.73,9712,1,2,1,1,7,55,13,80
43391.37528,3.68,-17.67,▼  ,114,43412.37528,1,SS ,105510000,0,9712,18,-0.79,3.67,3.73,9712,1,2,2,2,7,55,13,91
43391.37528,3.67,-17.9,▼  ,115,43412.37528,1,S  ,106428000,0,9712,19,-0.8,3.67,3.72,9712,1,1,1,1,7,44,11,78
43391.37528,3.67,-17.9,▼  ,116,43412.37528,1,SS ,107345000,0,9712,20,-0.8,3.65,3.72,9712,1,1,4,33,7,44,12,90
43391.3753,3.65,-18.34,▼  ,119,43412.3753,3,S  ,110083000,0,9712,21,-0.82,3.65,3.72,9712,1,1,3,3,8,53,7,12
43391.3753,3.64,-18.57,▼  ,120,43412.3753,1,S  ,110993000,0,9712,22,-0.83,3.65,3.72,9712,2,5,1,1,9,46,9,36
43391.3753,3.63,-18.79,▼  ,121,43412.3753,1,SS ,111900000,0,9712,23,-0.84,3.61,3.69,9712,2,5,1,1,9,46,9,58
43391.37532,3.61,-19.24,▼  ,132,43412.37532,11,SS ,121828000,0,9712,24,-0.86,3.6,3.67,9712,1,1,3,3,8,55,8,57
43391.37535,3.65,-18.34,▼  ,134,43412.37535,2,B  ,123653000,0,9712,25,-0.82,3.6,3.65,9712,1,2,5,14,10,61,10,66
43391.37535,3.6,-19.46,▼  ,136,43412.37535,2,S  ,125453000,0,9712,26,-0.87,3.6,3.65,9712,2,32,4,15,11,91,11,73
43391.37536,3.6,-19.46,▼  ,143,43412.37536,7,S  ,131753000,0,9712,27,-0.87,3.6,3.64,9712,2,5,2,5,10,74,9,63
43391.37536,3.6,-19.46,▼  ,146,43412.37536,3,S  ,134453000,0,9712,28,-0.87,3.6,3.64,9712,2,5,2,2,10,74,9,60
43391.37536,3.6,-19.46,▼  ,148,43412.37536,2,S  ,136253000,0,9712,29,-0.87,3.6,3.64,9712,2,5,2,2,10,74,9,60
43391.37536,3.61,-19.24,▼  ,152,43412.37536,4,B  ,139863000,0,9712,30,-0.86,3.59,3.61,9712,1,6,1,10,8,61,9,76
