,KOSPI 200 ─▌┐╔╝╟ 1811 297.5,,,,,,,,,,,,,,,,,,,,,,
43390.37512,0.16,100,бу  ,1855,43412.37512,1,S  ,74210000,0,44824,10,0.08,0.16,0.17,44824,12,226,2,53,67,2075,87,3710
43390.37512,0.16,100,бу  ,1908,43412.37512,53,SS ,76330000,0,44824,11,0.08,0.15,0.17,44824,12,226,23,450,67,2075,107,5211
43390.37512,0.16,100,бу  ,1912,43412.37512,4,SS ,76490000,0,44824,12,0.08,0.15,0.17,44824,12,226,23,450,67,2075,107,5211
43390.37512,0.16,100,бу  ,2030,43412.37512,118,BB ,81210000,0,44824,13,0.08,0.15,0.17,44824,12,226,23,450,67,2075,107,5211
43390.37512,0.16,100,бу  ,2080,43412.37512,50,BB ,83210000,0,44824,14,0.08,0.15,0.17,44824,13,306,23,450,68,2155,107,5211
43390.37517,0.16,100,бу  ,2081,43412.37517,1,B  ,83250000,0,44824,15,0.08,0.15,0.16,44824,7,195,27,590,71,2323,116,5563
43390.37523,0.16,100,бу  ,2083,43412.37523,2,B  ,83330000,0,44605,16,0.08,0.15,0.16,44605,11,284,39,981,82,3855,134,7320
43390.37527,0.16,100,бу  ,2370,43412.37527,287,BB ,94810000,0,44605,17,0.08,0.15,0.17,44605,20,821,39,981,80,4254,134,7320
43390.37527,0.16,100,бу  ,2437,43412.37527,67,BB ,97490000,0,44605,18,0.08,0.15,0.17,44605,20,821,40,1019,80,4254,135,7358
43390.37528,0.16,100,бу  ,2457,43412.37528,20,BB ,98290000,0,44605,19,0.08,0.16,0.17,44605,21,863,1,30,82,4363,112,5473
43390.37528,0.16,100,бу  ,2461,43412.37528,4,S  ,98450000,0,44605,20,0.08,0.16,0.17,44605,20,821,1,26,81,4321,113,5507
43390.37528,0.16,100,бу  ,2487,43412.37528,26,SS ,99490000,0,44605,21,0.08,0.15,0.16,44605,1,41,40,1019,73,3745,135,7358
43390.37529,0.16,100,бу  ,2537,43412.37529,50,B  ,101490000,0,44605,22,0.08,0.15,0.16,44605,2,76,39,981,75,3822,134,7320
43390.3753,0.16,100,бу  ,2557,43412.3753,20,B  ,102290000,0,44605,23,0.08,0.15,0.16,44605,4,175,40,982,77,3921,135,7321
43390.3753,0.16,100,бу  ,2565,43412.3753,8,B  ,102610000,0,44605,24,0.08,0.15,0.16,44605,4,167,40,982,78,3914,135,7321
43390.37534,0.16,100,бу  ,2589,43412.37534,24,B  ,103570000,0,44605,25,0.08,0.15,0.16,44605,2,452,40,982,74,4197,136,7322
43390.37534,0.16,100,бу  ,2619,43412.37534,30,B  ,104770000,0,44605,26,0.08,0.15,0.16,44605,2,422,40,982,74,4167,136,7322
43390.37536,0.16,100,бу  ,2625,43412.37536,6,B  ,105010000,0,44539,27,0.08,0.15,0.16,44539,6,885,42,999,77,4563,139,7368
43390.37537,0.16,100,бу  ,2635,43412.37537,10,B  ,105410000,0,44539,28,0.08,0.15,0.16,44539,7,941,42,999,78,4619,139,7368
43390.37538,0.16,100,бу  ,2643,43412.37538,8,B  ,105730000,0,44539,29,0.08,0.15,0.16,44539,5,561,43,1019,75,4238,139,7368
43390.37539,0.16,100,бу  ,2647,43412.37539,4,B  ,105890000,0,44539,30,0.08,0.15,0.16,44539,5,557,43,1019,76,4235,139,7368
43390.37556,0.15,87.5,бу  ,2648,43412.37556,1,S  ,105928000,0,44487,31,0.07,0.15,0.16,44487,20,1751,43,1289,99,6714,146,9572
43390.37558,0.15,87.5,бу  ,2649,43412.37558,1,S  ,105965000,0,44487,32,0.07,0.15,0.16,44487,23,1795,41,1215,102,6758,143,9497
43390.3756,0.15,87.5,бу  ,2653,43412.3756,4,S  ,106115000,0,44487,33,0.07,0.15,0.16,44487,23,1795,35,1285,102,6758,137,9567
43390.37561,0.15,87.5,бу  ,2658,43412.37561,5,S  ,106303000,0,44487,34,0.07,0.15,0.16,44487,25,1801,33,1213,103,6763,135,9495
43390.37561,0.15,87.5,бу  ,2663,43412.37561,5,S  ,106490000,0,44487,35,0.07,0.15,0.16,44487,26,1802,34,1275,104,6764,136,9557
43390.37561,0.15,87.5,бу  ,2668,43412.37561,5,S  ,106678000,0,44487,36,0.07,0.15,0.16,44487,26,1802,34,1270,104,6764,136,9552
43390.37565,0.15,87.5,бу  ,2669,43412.37565,1,S  ,106715000,0,44481,37,0.07,0.15,0.16,44481,30,1871,31,546,114,6890,134,8861
43390.37565,0.15,87.5,бу  ,2671,43412.37565,2,S  ,106790000,0,44481,38,0.07,0.15,0.16,44481,30,1871,31,544,114,6890,134,8859
43390.37565,0.15,87.5,бу  ,2675,43412.37565,4,S  ,106940000,0,44481,39,0.07,0.15,0.16,44481,30,1871,31,540,114,6890,134,8855
43390.37565,0.15,87.5,бу  ,2676,43412.37565,1,S  ,106978000,0,44481,40,0.07,0.15,0.16,44481,30,1871,31,539,114,6890,134,8854
43390.37566,0.15,87.5,бу  ,2696,43412.37566,20,S  ,107728000,0,44481,41,0.07,0.15,0.16,44481,30,1871,32,1122,114,6890,136,9529
43390.37566,0.15,87.5,бу  ,2698,43412.37566,2,S  ,107803000,0,44481,42,0.07,0.15,0.16,44481,29,1869,32,1120,113,6888,136,9527
43390.37567,0.15,87.5,бу  ,2751,43412.37567,53,S  ,109790000,0,44481,43,0.07,0.15,0.16,44481,29,1869,29,1067,114,6889,133,9474
43390.37567,0.15,87.5,бу  ,2753,43412.37567,2,S  ,109865000,0,44481,44,0.07,0.15,0.16,44481,29,1869,29,1065,114,6889,133,9472
43390.37571,0.15,87.5,бу  ,2754,43412.37571,1,S  ,109903000,0,44481,45,0.07,0.15,0.16,44481,30,1870,30,1170,115,6890,134,9577
43390.37572,0.16,100,бу  ,2756,43412.37572,2,B  ,109983000,0,44481,46,0.08,0.15,0.16,44481,30,1868,31,1171,115,6888,135,9578
43390.37572,0.15,87.5,бу  ,2758,43412.37572,2,S  ,110058000,0,44481,47,0.07,0.15,0.16,44481,30,1868,29,548,115,6888,133,8955
43390.37572,0.15,87.5,бу  ,2759,43412.37572,1,S  ,110095000,0,44481,48,0.07,0.15,0.16,44481,30,1868,28,487,115,6888,132,8894
43390.37574,0.15,87.5,бу  ,2859,43412.37574,100,S  ,113845000,0,44481,49,0.07,0.15,0.16,44481,30,1868,14,289,115,6887,118,8696
43390.37575,0.15,87.5,бу  ,2879,43412.37575,20,S  ,114595000,0,44481,50,0.07,0.15,0.16,44481,30,1868,14,269,115,6887,118,8676
43390.37575,0.15,87.5,бу  ,2880,43412.37575,1,S  ,114633000,0,44481,51,0.07,0.15,0.16,44481,29,1867,15,279,114,6886,119,8686
43390.37575,0.15,87.5,бу  ,2881,43412.37575,1,S  ,114670000,0,44481,52,0.07,0.15,0.16,44481,29,1867,15,338,114,6886,119,8745
43390.37579,0.15,87.5,бу  ,2886,43412.37579,5,S  ,114858000,0,44386,53,0.07,0.15,0.16,44386,29,1867,19,481,114,6886,123,8888
43390.37579,0.15,87.5,бу  ,2891,43412.37579,5,S  ,115045000,0,44386,54,0.07,0.15,0.16,44386,29,1867,20,1076,114,6886,123,9416
43390.37579,0.15,87.5,бу  ,2892,43412.37579,1,S  ,115083000,0,44386,55,0.07,0.15,0.16,44386,29,1867,20,1075,114,6886,123,9415
43390.37579,0.15,87.5,бу  ,2897,43412.37579,5,S  ,115270000,0,44386,56,0.07,0.15,0.16,44386,29,1867,20,1070,114,6886,123,9410
43390.37579,0.15,87.5,бу  ,2902,43412.37579,5,S  ,115458000,0,44386,57,0.07,0.15,0.16,44386,29,1867,20,1065,114,6886,123,9405
43390.37579,0.15,87.5,бу  ,2907,43412.37579,5,S  ,115645000,0,44386,58,0.07,0.15,0.16,44386,30,1870,20,1060,114,6886,123,9400
43390.37579,0.15,87.5,бу  ,2912,43412.37579,5,S  ,115833000,0,44386,59,0.07,0.15,0.16,44386,30,1870,20,1055,114,6886,122,8995
43390.37581,0.15,87.5,бу  ,2913,43412.37581,1,S  ,115870000,0,44386,60,0.07,0.15,0.16,44386,30,1874,20,564,117,6905,120,8453
43390.37582,0.15,87.5,бу  ,2914,43412.37582,1,S  ,115908000,0,44386,61,0.07,0.15,0.16,44386,30,1874,20,563,119,6911,121,8852
43390.37586,0.15,87.5,бу  ,2915,43412.37586,1,S  ,115945000,0,44386,62,0.07,0.15,0.16,44386,30,1874,15,333,122,6922,116,8622
43390.37587,0.15,87.5,бу  ,2916,43412.37587,1,S  ,115983000,0,44386,63,0.07,0.15,0.16,44386,29,1873,15,332,121,6921,116,8621
43390.37588,0.15,87.5,бу  ,2917,43412.37588,1,S  ,116020000,0,44386,64,0.07,0.15,0.16,44386,29,1873,15,331,121,6921,116,8620
43390.37588,0.15,87.5,бу  ,2921,43412.37588,4,S  ,116170000,0,44386,65,0.07,0.15,0.16,44386,29,1873,15,327,121,6921,116,8616
43390.37589,0.16,100,бу  ,2922,43412.37589,1,B  ,116210000,0,44386,66,0.08,0.15,0.16,44386,29,1872,15,327,121,6920,116,8616
43390.37589,0.15,87.5,бу  ,2923,43412.37589,1,S  ,116248000,0,44386,67,0.07,0.15,0.16,44386,29,1872,15,326,121,6920,117,8690
43390.37589,0.15,87.5,бу  ,2925,43412.37589,2,S  ,116323000,0,44386,68,0.07,0.15,0.16,44386,29,1872,15,324,121,6920,118,8689
43390.37589,0.15,87.5,бу  ,2926,43412.37589,1,S  ,116360000,0,44386,69,0.07,0.15,0.16,44386,29,1872,15,323,121,6920,118,8688
43390.3759,0.15,87.5,бу  ,2927,43412.3759,1,S  ,116398000,0,44386,70,0.07,0.15,0.16,44386,29,1872,14,222,121,6920,117,8587
43390.3759,0.15,87.5,бу  ,2930,43412.3759,3,S  ,116510000,0,44386,71,0.07,0.15,0.16,44386,29,1872,14,219,121,6920,117,8584
43390.3759,0.15,87.5,бу  ,2940,43412.3759,10,S  ,116885000,0,44386,72,0.07,0.15,0.16,44386,29,1872,14,209,121,6920,117,8574
43390.37591,0.15,87.5,бу  ,2941,43412.37591,1,S  ,116923000,0,44386,73,0.07,0.15,0.16,44386,29,1872,16,338,121,6920,119,8703
43390.37591,0.15,87.5,бу  ,2944,43412.37591,3,S  ,117035000,0,44386,74,0.07,0.15,0.16,44386,29,1872,16,335,121,6920,119,8700
43390.37591,0.15,87.5,бу  ,2945,43412.37591,1,S  ,117073000,0,44386,75,0.07,0.15,0.16,44386,29,1872,16,334,121,6920,119,8699
43390.37591,0.15,87.5,бу  ,2949,43412.37591,4,S  ,117223000,0,44425,76,0.07,0.15,0.16,44425,29,1872,16,330,121,6920,119,8695
43390.37593,0.16,100,бу  ,2950,43412.37593,1,B  ,117263000,0,44425,77,0.08,0.15,0.16,44425,29,1871,18,503,121,6919,121,8868
43390.37594,0.15,87.5,бу  ,2951,43412.37594,1,S  ,117300000,0,44425,78,0.07,0.15,0.16,44425,29,1910,18,477,120,6918,121,8842
43390.37594,0.15,87.5,бу  ,2953,43412.37594,2,S  ,117375000,0,44425,79,0.07,0.15,0.16,44425,29,1910,18,475,120,6918,121,8840
43390.37594,0.15,87.5,бу  ,2954,43412.37594,1,S  ,117413000,0,44425,80,0.07,0.15,0.16,44425,29,1910,18,474,120,6918,121,8839
43390.37594,0.15,87.5,бу  ,2955,43412.37594,1,S  ,117450000,0,44425,81,0.07,0.15,0.16,44425,29,1910,18,473,120,6918,121,8838
43390.37604,0.15,87.5,бу  ,2956,43412.37604,1,S  ,117488000,0,44425,82,0.07,0.15,0.16,44425,31,1955,20,560,122,6939,123,8925
43390.37611,0.15,87.5,бу  ,2958,43412.37611,2,S  ,117563000,0,44453,83,0.07,0.15,0.16,44453,31,1946,20,549,121,6929,122,8913
43390.37612,0.15,87.5,бу  ,2959,43412.37612,1,S  ,117600000,0,44453,84,0.07,0.15,0.16,44453,33,1948,19,473,123,6931,122,8872
43390.37612,0.15,87.5,бу  ,2960,43412.37612,1,S  ,117638000,0,44453,85,0.07,0.15,0.16,44453,33,1948,19,472,123,6931,122,8871
43390.37612,0.15,87.5,бу  ,2961,43412.37612,1,S  ,117675000,0,44453,86,0.07,0.15,0.16,44453,33,1948,19,471,123,6931,122,8870
43390.37612,0.15,87.5,бу  ,2962,43412.37612,1,S  ,117713000,0,44453,87,0.07,0.15,0.16,44453,33,1948,19,470,123,6931,122,8869
43390.37612,0.15,87.5,бу  ,2965,43412.37612,3,S  ,117825000,0,44453,88,0.07,0.15,0.16,44453,33,1948,19,467,123,6931,122,8866
43390.37612,0.15,87.5,бу  ,2967,43412.37612,2,S  ,117900000,0,44453,89,0.07,0.15,0.16,44453,33,1948,19,465,123,6931,122,8864
43390.37612,0.15,87.5,бу  ,2969,43412.37612,2,S  ,117975000,0,44453,90,0.07,0.15,0.16,44453,33,1948,19,463,123,6931,122,8862
43390.37612,0.15,87.5,бу  ,3138,43412.37612,169,S  ,124313000,0,44453,91,0.07,0.15,0.16,44453,33,1948,7,294,123,6931,110,8693
43390.37612,0.15,87.5,бу  ,3139,43412.37612,1,S  ,124350000,0,44453,92,0.07,0.15,0.16,44453,33,1948,7,293,123,6931,110,8692
43390.37613,0.15,87.5,бу  ,3140,43412.37613,1,S  ,124388000,0,44453,93,0.07,0.15,0.16,44453,33,1948,7,292,123,6931,110,8691
43390.37613,0.15,87.5,бу  ,3432,43412.37613,292,SS ,135338000,0,44453,94,0.07,0.14,0.15,44453,1,307,26,1596,104,6072,127,10660
43390.37615,0.15,87.5,бу  ,3447,43412.37615,15,B  ,135900000,0,44453,95,0.07,0.14,0.15,44453,9,1344,25,1539,110,6582,128,10796
43390.37622,0.15,87.5,бу  ,3448,43412.37622,1,B  ,135938000,0,44478,96,0.07,0.14,0.15,44478,17,1512,27,1659,116,6669,130,10914
43390.37623,0.15,87.5,бу  ,3449,43412.37623,1,B  ,135975000,0,44478,97,0.07,0.14,0.15,44478,19,2153,25,1508,118,7310,128,10763
43390.37625,0.14,75,бу  ,3450,43412.37625,1,S  ,136010000,0,44478,98,0.06,0.14,0.15,44478,18,2152,24,1107,117,7309,128,10765
43390.37635,0.15,87.5,бу  ,3453,43412.37635,3,B  ,136123000,0,44480,99,0.07,0.14,0.15,44480,21,2178,21,550,120,7335,127,10366
43390.37637,0.14,75,бу  ,3803,43412.37637,350,S  ,148373000,0,44480,100,0.06,0.14,0.15,44480,21,2178,9,200,120,7335,115,10016
43390.37637,0.14,75,бу  ,3853,43412.37637,50,S  ,150123000,0,44480,101,0.06,0.14,0.15,44480,21,2178,4,16,120,7335,110,9832
43390.37637,0.14,75,бу  ,3855,43412.37637,2,S  ,150193000,0,44480,102,0.06,0.14,0.15,44480,21,2178,4,14,120,7335,110,9830
43390.37637,0.14,75,бу  ,3863,43412.37637,8,S  ,150473000,0,44480,103,0.06,0.14,0.15,44480,21,2178,3,8,120,7335,109,9824
43390.37637,0.14,75,бу  ,3868,43412.37637,5,B  ,150648000,0,44480,104,0.06,0.13,0.14,44480,1,75,30,2127,106,6758,125,12354
43390.37638,0.14,75,бу  ,3871,43412.37638,3,B  ,150753000,0,44480,105,0.06,0.13,0.14,44480,2,73,28,2060,108,6829,124,12290
43390.37638,0.14,75,бу  ,3873,43412.37638,2,B  ,150823000,0,44480,106,0.06,0.13,0.14,44480,2,71,28,2060,108,6827,124,12290
43390.37638,0.14,75,бу  ,3940,43412.37638,67,B  ,153168000,0,44480,107,0.06,0.13,0.14,44480,3,14,28,2060,109,6770,124,12290
43390.37639,0.14,75,бу  ,3941,43412.37639,1,B  ,153203000,0,44480,108,0.06,0.13,0.14,44480,3,13,28,2060,109,6769,124,12290
43390.37639,0.14,75,бу  ,3942,43412.37639,1,B  ,153238000,0,44480,109,0.06,0.13,0.14,44480,3,12,28,2060,109,6768,124,12290
43390.37639,0.14,75,бу  ,3943,43412.37639,1,B  ,153273000,0,44480,110,0.06,0.13,0.14,44480,2,11,28,2060,108,6767,124,12290
43390.37639,0.14,75,бу  ,3952,43412.37639,9,B  ,153588000,0,44480,111,0.06,0.13,0.14,44480,1,2,28,2060,107,6758,124,12290
43390.37639,0.14,75,бу  ,3954,43412.37639,2,BB ,153658000,0,44480,112,0.06,0.14,0.15,44480,24,2247,1,78,123,7428,108,9911
43390.37639,0.14,75,бу  ,3964,43412.37639,10,S  ,154008000,0,44480,113,0.06,0.14,0.15,44480,22,2188,1,68,119,7329,105,9903
43390.3764,0.14,75,бу  ,3992,43412.3764,28,S  ,154988000,0,44480,114,0.06,0.14,0.15,44480,22,2188,2,41,119,7329,106,9876
43390.3764,0.14,75,бу  ,4006,43412.3764,14,S  ,155478000,0,44480,115,0.06,0.14,0.15,44480,22,2188,2,27,119,7329,106,9862
43390.3764,0.14,75,бу  ,4021,43412.3764,15,S  ,156003000,0,44480,116,0.06,0.14,0.15,44480,22,2188,2,12,118,6929,106,9847
43390.3764,0.14,75,бу  ,4024,43412.3764,3,S  ,156108000,0,44480,117,0.06,0.14,0.15,44480,22,2188,2,9,118,6929,106,9844
43390.3764,0.14,75,бу  ,4028,43412.3764,4,S  ,156248000,0,44480,118,0.06,0.14,0.15,44480,22,2188,3,19,118,6929,107,9854
43390.3764,0.14,75,бу  ,4033,43412.3764,5,S  ,156423000,0,44480,119,0.06,0.14,0.15,44480,22,2188,1,14,118,6929,105,9849
43390.3764,0.14,75,бу  ,4038,43412.3764,5,S  ,156598000,0,44480,120,0.06,0.14,0.15,44480,22,2188,1,9,118,6929,105,9844
43390.3764,0.14,75,бу  ,4040,43412.3764,2,SS ,156668000,0,44480,121,0.06,0.13,0.15,44480,22,2188,28,2092,118,6929,121,12292
43390.37641,0.14,75,бу  ,4042,43412.37641,2,S  ,156738000,0,44480,122,0.06,0.14,0.15,44480,22,2188,1,20,119,6939,104,9854
43390.37642,0.14,75,бу  ,4043,43412.37642,1,S  ,156773000,0,44480,123,0.06,0.14,0.15,44480,22,2188,3,83,118,7247,106,9917
43390.37644,0.14,75,бу  ,4045,43412.37644,2,S  ,156843000,0,44480,124,0.06,0.14,0.15,44480,22,2188,4,98,118,7247,108,9933
43390.37645,0.15,87.5,бу  ,4055,43412.37645,10,B  ,157218000,0,44480,125,0.07,0.14,0.15,44480,22,2178,4,98,118,7237,108,9933
43390.37646,0.14,75,бу  ,4056,43412.37646,1,S  ,157253000,0,44480,126,0.06,0.14,0.15,44480,22,2178,6,110,118,7237,111,9965
43390.37647,0.14,75,бу  ,4060,43412.37647,4,S  ,157393000,0,44153,127,0.06,0.14,0.15,44153,24,2180,6,106,119,7238,112,9981
43390.37647,0.14,75,бу  ,4062,43412.37647,2,S  ,157463000,0,44153,128,0.06,0.14,0.15,44153,24,2180,6,104,119,7238,113,9999
43390.37648,0.14,75,бу  ,4100,43412.37648,38,S  ,158793000,0,44153,129,0.06,0.14,0.15,44153,24,2180,5,66,119,7238,113,9962
43390.37648,0.14,75,бу  ,4102,43412.37648,2,S  ,158863000,0,44153,130,0.06,0.14,0.15,44153,24,2180,5,64,119,7238,113,9960
43390.37648,0.14,75,бу  ,4137,43412.37648,35,S  ,160088000,0,44153,131,0.06,0.14,0.15,44153,24,2180,3,29,119,7238,111,9925
43390.37649,0.14,75,бу  ,4156,43412.37649,19,S  ,160753000,0,44153,132,0.06,0.14,0.15,44153,24,2180,2,10,119,7238,110,9906
43390.37649,0.14,75,бу  ,4157,43412.37649,1,S  ,160788000,0,44153,133,0.06,0.14,0.15,44153,24,2180,2,9,119,7238,110,9905
43390.37649,0.14,75,бу  ,4163,43412.37649,6,S  ,160998000,0,44153,134,0.06,0.14,0.15,44153,23,2174,1,3,118,7232,109,9899
43390.3765,0.14,75,бу  ,4164,43412.3765,1,S  ,161033000,0,44153,135,0.06,0.14,0.15,44153,23,2174,6,777,119,7233,114,10673
43390.37656,0.14,75,бу  ,4169,43412.37656,5,S  ,161208000,0,44153,136,0.06,0.14,0.15,44153,25,2217,5,390,120,7274,115,10321
43390.37661,0.14,75,бу  ,4202,43412.37661,33,S  ,162363000,0,44124,137,0.06,0.14,0.15,44124,25,2218,4,183,122,7341,116,10180
43390.37661,0.14,75,бу  ,4232,43412.37661,30,S  ,163413000,0,44124,138,0.06,0.14,0.15,44124,25,2218,4,153,122,7341,115,10032
43390.37661,0.14,75,бу  ,4265,43412.37661,33,S  ,164568000,0,44124,139,0.06,0.14,0.15,44124,25,2218,4,120,122,7341,115,9999
43390.37661,0.14,75,бу  ,4296,43412.37661,31,S  ,165653000,0,44124,140,0.06,0.14,0.15,44124,25,2218,4,89,122,7341,115,9968
43390.37661,0.14,75,бу  ,4330,43412.37661,34,S  ,166843000,0,44124,141,0.06,0.14,0.15,44124,25,2218,4,55,122,7341,115,9934
43390.37661,0.14,75,бу  ,4372,43412.37661,42,S  ,168313000,0,44124,142,0.06,0.14,0.15,44124,25,2218,4,13,122,7341,115,9892
43390.37661,0.14,75,бу  ,4385,43412.37661,13,SS ,168768000,0,44124,143,0.06,0.13,0.15,44124,25,2218,29,1996,122,7341,129,12341
43390.37661,0.14,75,бу  ,4387,43412.37661,2,B  ,168838000,0,44124,144,0.06,0.13,0.14,44124,1,116,29,1996,106,6719,129,12341
43390.37661,0.14,75,бу  ,4388,43412.37661,1,B  ,168873000,0,44124,145,0.06,0.13,0.14,44124,2,117,28,1950,108,6769,128,12295
43390.37661,0.14,75,бу  ,4389,43412.37661,1,B  ,168908000,0,44124,146,0.06,0.13,0.14,44124,5,844,28,1950,110,7429,128,12295
43390.37663,0.14,75,бу  ,4391,43412.37663,2,B  ,168978000,0,44124,147,0.06,0.13,0.14,44124,5,842,28,1950,109,7274,130,12332
43390.37675,0.14,75,бу  ,4392,43412.37675,1,B  ,169013000,0,44036,148,0.06,0.13,0.14,44036,14,1416,28,1899,117,7432,133,12362
43390.37677,0.14,75,бу  ,4396,43412.37677,4,B  ,169153000,0,44036,149,0.06,0.13,0.14,44036,14,1412,28,1899,117,7428,133,12362
43390.37682,0.13,62.5,бу  ,4411,43412.37682,15,S  ,169640000,0,44036,150,0.05,0.13,0.14,44036,14,1510,25,1858,117,7525,130,12321
43390.37696,0.14,75,бу  ,4451,43412.37696,40,B  ,171040000,0,44036,151,0.06,0.13,0.14,44036,14,854,28,1862,114,6824,133,12335
43390.37697,0.14,75,бу  ,4456,43412.37697,5,B  ,171215000,0,44036,152,0.06,0.13,0.14,44036,13,789,27,1854,113,6759,132,12327
43390.37697,0.13,62.5,бу  ,4457,43412.37697,1,S  ,171248000,0,44036,153,0.05,0.13,0.14,44036,13,789,27,1853,113,6759,132,12326
43390.37699,0.14,75,бу  ,4458,43412.37699,1,B  ,171283000,0,44036,154,0.06,0.13,0.14,44036,14,798,27,1853,114,6768,132,12326
43390.37706,0.14,75,бу  ,4478,43412.37706,20,B  ,171983000,0,44022,155,0.06,0.13,0.14,44022,13,766,27,1853,112,6726,130,12166
43390.37706,0.14,75,бу  ,4490,43412.37706,12,B  ,172403000,0,44022,156,0.06,0.13,0.14,44022,13,754,27,1853,112,6714,130,12166
43390.37706,0.14,75,бу  ,4500,43412.37706,10,B  ,172753000,0,44022,157,0.06,0.13,0.14,44022,13,744,27,1853,112,6704,130,12166
43390.37706,0.14,75,бу  ,4520,43412.37706,20,B  ,173453000,0,44022,158,0.06,0.13,0.14,44022,12,724,27,1853,111,6684,130,12166
43390.37706,0.14,75,бу  ,4545,43412.37706,25,B  ,174328000,0,44022,159,0.06,0.13,0.14,44022,12,699,27,1853,111,6659,130,12166
43390.37706,0.14,75,бу  ,4546,43412.37706,1,B  ,174363000,0,44022,160,0.06,0.13,0.14,44022,11,640,27,1853,110,6600,130,12166
43390.37706,0.14,75,бу  ,4548,43412.37706,2,B  ,174433000,0,44022,161,0.06,0.13,0.14,44022,11,638,27,1853,110,6598,130,12166
43390.37706,0.14,75,бу  ,4558,43412.37706,10,B  ,174783000,0,44022,162,0.06,0.13,0.14,44022,11,628,27,1853,110,6588,130,12166
43390.37706,0.14,75,бу  ,4568,43412.37706,10,B  ,175133000,0,44022,163,0.06,0.13,0.14,44022,11,618,27,1853,110,6578,130,12166
43390.37706,0.14,75,бу  ,4569,43412.37706,1,B  ,175168000,0,44022,164,0.06,0.13,0.14,44022,10,496,28,1972,109,6456,132,12404
43390.37706,0.14,75,бу  ,4572,43412.37706,3,B  ,175273000,0,44022,165,0.06,0.13,0.14,44022,9,84,28,1972,108,6044,132,12404
43390.37706,0.14,75,бу  ,4573,43412.37706,1,B  ,175308000,0,44022,166,0.06,0.13,0.14,44022,8,83,28,1972,108,6129,133,12406
43390.37706,0.14,75,бу  ,4574,43412.37706,1,B  ,175343000,0,44022,167,0.06,0.13,0.14,44022,8,82,28,1972,108,6128,133,12406
43390.37706,0.14,75,бу  ,4576,43412.37706,2,B  ,175413000,0,44022,168,0.06,0.13,0.14,44022,8,80,28,1972,108,6126,133,12406
43390.37707,0.14,75,бу  ,4656,43412.37707,80,BB ,178213000,0,44022,169,0.06,0.14,0.15,44022,24,2247,1,6,117,6750,115,9917
43390.37707,0.14,75,бу  ,4661,43412.37707,5,S  ,178388000,0,44022,170,0.06,0.14,0.15,44022,23,2198,1,1,116,6701,116,9954
43390.37709,0.14,75,бу  ,4662,43412.37709,1,S  ,178423000,0,44022,171,0.06,0.14,0.15,44022,24,2199,11,1294,119,7203,126,11247
43390.37709,0.14,75,бу  ,4663,43412.37709,1,S  ,178458000,0,44022,172,0.06,0.14,0.15,44022,24,2199,11,1293,119,7203,126,11246
