,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43398.375,0.19,-61.22,▼  ,546,43412.375,546,B  ,25935000,0,36814,1,-0.3,0,0,36814,0,0,0,0,0,0,0,0
43398.375,0.19,-61.22,▼  ,547,43412.375,1,B  ,25983000,0,36814,2,-0.3,0.18,0.19,36814,6,129,18,241,67,2610,50,1966
43398.375,0.19,-61.22,▼  ,552,43412.375,5,B  ,26220000,0,36814,3,-0.3,0.18,0.19,36814,7,136,18,241,68,2617,50,1966
43398.37501,0.18,-63.27,▼  ,624,43412.37501,72,S  ,29460000,0,36814,4,-0.31,0.18,0.19,36814,9,157,16,169,73,2739,49,1935
43398.37501,0.18,-63.27,▼  ,627,43412.37501,3,S  ,29595000,0,36814,5,-0.31,0.18,0.19,36814,9,157,16,166,73,2739,48,1896
43398.37502,0.18,-63.27,▼  ,718,43412.37502,91,S  ,33690000,0,36814,6,-0.31,0.18,0.19,36814,11,175,10,75,75,2757,42,1805
43398.37502,0.18,-63.27,▼  ,741,43412.37502,23,S  ,34725000,0,36814,7,-0.31,0.18,0.19,36814,11,175,10,52,75,2757,42,1782
43398.37505,0.18,-63.27,▼  ,750,43412.37505,9,S  ,35130000,0,36814,8,-0.31,0.18,0.19,36814,12,176,8,43,75,2753,41,1793
43398.37505,0.18,-63.27,▼  ,759,43412.37505,9,S  ,35535000,0,36814,9,-0.31,0.18,0.19,36814,11,167,7,34,74,2744,40,1784
43398.37505,0.18,-63.27,▼  ,768,43412.37505,9,S  ,35940000,0,36814,10,-0.31,0.18,0.19,36814,10,158,7,25,73,2735,40,1775
43398.37505,0.18,-63.27,▼  ,777,43412.37505,9,S  ,36345000,0,36814,11,-0.31,0.18,0.19,36814,9,149,5,16,72,2726,38,1766
43398.37505,0.19,-61.22,▼  ,779,43412.37505,2,B  ,36440000,0,36814,12,-0.3,0.18,0.19,36814,10,207,5,16,73,2784,38,1766
43398.37506,0.18,-63.27,▼  ,784,43412.37506,5,S  ,36665000,0,36814,13,-0.31,0.18,0.19,36814,10,207,5,11,73,2784,38,1761
43398.37506,0.18,-63.27,▼  ,789,43412.37506,5,S  ,36890000,0,36814,14,-0.31,0.18,0.19,36814,10,207,3,6,73,2784,36,1756
43398.37506,0.19,-61.22,▼  ,791,43412.37506,2,B  ,36985000,0,36814,15,-0.3,0.18,0.19,36814,8,205,3,6,71,2782,36,1756
43398.37506,0.19,-61.22,▼  ,794,43412.37506,3,B  ,37128000,0,36814,16,-0.3,0.18,0.19,36814,8,202,3,6,71,2779,36,1756
43398.37506,0.18,-63.27,▼  ,799,43412.37506,5,S  ,37353000,0,36814,17,-0.31,0.18,0.19,36814,8,202,2,6,71,2779,35,1756
43398.37506,0.18,-63.27,▼  ,800,43412.37506,1,S  ,37398000,0,36814,18,-0.31,0.18,0.19,36814,8,202,1,5,71,2779,34,1755
43398.37507,0.18,-63.27,▼  ,805,43412.37507,5,SS ,37623000,0,36814,19,-0.31,0.17,0.18,36814,1,45,5,344,63,2835,53,3191
43398.37507,0.18,-63.27,▼  ,825,43412.37507,20,B  ,38523000,0,36814,20,-0.31,0.17,0.18,36814,1,25,5,344,63,2815,53,3191
43398.37507,0.17,-65.31,▼  ,863,43412.37507,38,S  ,40138000,0,36814,21,-0.32,0.17,0.18,36814,1,25,5,306,65,2884,53,3153
43398.37507,0.18,-63.27,▼  ,865,43412.37507,2,B  ,40228000,0,36814,22,-0.31,0.17,0.18,36814,1,23,5,306,65,2882,53,3153
43398.37507,0.18,-63.27,▼  ,874,43412.37507,9,B  ,40633000,0,36814,23,-0.31,0.17,0.18,36814,1,14,5,306,66,2875,53,3153
43398.37507,0.18,-63.27,▼  ,876,43412.37507,2,B  ,40723000,0,36814,24,-0.31,0.17,0.18,36814,1,12,5,306,66,2873,53,3153
43398.37508,0.18,-63.27,▼  ,888,43412.37508,12,BB ,41263000,0,36814,25,-0.31,0.17,0.19,36814,10,398,5,306,77,3298,53,3153
43398.37508,0.18,-63.27,▼  ,892,43412.37508,4,B  ,41443000,0,36814,26,-0.31,0.17,0.18,36814,1,194,5,306,67,3115,53,3153
43398.37508,0.17,-65.31,▼  ,896,43412.37508,4,S  ,41613000,0,36814,27,-0.32,0.17,0.18,36814,1,194,5,302,67,3115,53,3149
43398.37508,0.17,-65.31,▼  ,950,43412.37508,54,S  ,43908000,0,36814,28,-0.32,0.17,0.18,36814,2,199,5,248,68,3120,53,3095
43398.37508,0.17,-65.31,▼  ,1046,43412.37508,96,S  ,47988000,0,36814,29,-0.32,0.17,0.18,36814,2,199,1,147,68,3120,49,2994
43398.37508,0.17,-65.31,▼  ,1049,43412.37508,3,S  ,48115000,0,36814,30,-0.32,0.17,0.18,36814,2,199,1,144,68,3120,48,2955
43398.37508,0.18,-63.27,▼  ,1050,43412.37508,1,B  ,48160000,0,36814,31,-0.31,0.17,0.18,36814,1,4,1,144,67,2925,48,2955
43398.37508,0.18,-63.27,▼  ,1054,43412.37508,4,BB ,48340000,0,36814,32,-0.31,0.17,0.19,36814,10,398,1,144,77,3298,48,2955
43398.37508,0.17,-65.31,▼  ,1067,43412.37508,13,S  ,48893000,0,36814,33,-0.32,0.17,0.19,36814,10,398,1,131,77,3298,48,2942
43398.37508,0.18,-63.27,▼  ,1100,43412.37508,33,BB ,50378000,0,36814,34,-0.31,0.17,0.19,36814,11,399,1,131,78,3299,48,2942
43398.37508,0.17,-65.31,▼  ,1113,43412.37508,13,S  ,50930000,0,36814,35,-0.32,0.17,0.18,36814,2,256,1,118,69,3178,48,2929
43398.37509,0.18,-63.27,▼  ,1115,43412.37509,2,B  ,51020000,0,36814,36,-0.31,0.16,0.18,36814,2,254,6,501,69,3176,67,4537
43398.37509,0.18,-63.27,▼  ,1117,43412.37509,2,B  ,51110000,0,36814,37,-0.31,0.16,0.18,36814,2,252,6,501,69,3174,67,4537
43398.37509,0.18,-63.27,▼  ,1118,43412.37509,1,B  ,51155000,0,36814,38,-0.31,0.16,0.18,36814,2,251,6,501,69,3173,67,4537
43398.37509,0.18,-63.27,▼  ,1126,43412.37509,8,B  ,51515000,0,36814,39,-0.31,0.17,0.18,36814,1,37,1,208,68,2959,49,3225
43398.3751,0.17,-65.31,▼  ,1130,43412.3751,4,S  ,51685000,0,38726,40,-0.32,0.17,0.18,38726,5,380,1,1,74,3353,49,3018
43398.37512,0.17,-65.31,▼  ,1131,43412.37512,1,SS ,51728000,0,38726,41,-0.32,0.16,0.17,38726,1,3,6,501,61,3109,67,4537
43398.37512,0.17,-65.31,▼  ,1134,43412.37512,3,BB ,51855000,0,38726,42,-0.32,0.16,0.18,38726,5,380,6,501,74,3353,67,4537
43398.37513,0.17,-65.31,▼  ,1154,43412.37513,20,SS ,52705000,0,38726,43,-0.32,0.16,0.17,38726,1,30,8,524,64,3206,70,4561
43398.37513,0.17,-65.31,▼  ,1184,43412.37513,30,BB ,53980000,0,38726,44,-0.32,0.16,0.18,38726,6,381,8,524,77,3423,70,4561
43398.37513,0.18,-63.27,▼  ,1189,43412.37513,5,B  ,54205000,0,38726,45,-0.31,0.17,0.18,38726,6,376,1,18,77,3418,51,3041
43398.37513,0.18,-63.27,▼  ,1194,43412.37513,5,B  ,54430000,0,38726,46,-0.31,0.17,0.18,38726,6,371,1,18,77,3413,51,3041
43398.37513,0.18,-63.27,▼  ,1199,43412.37513,5,B  ,54655000,0,38726,47,-0.31,0.17,0.18,38726,5,158,1,18,76,3200,51,3041
43398.37513,0.17,-65.31,▼  ,1203,43412.37513,4,S  ,54825000,0,38726,48,-0.32,0.17,0.18,38726,5,158,1,14,76,3200,51,3037
43398.37514,0.17,-65.31,▼  ,1204,43412.37514,1,S  ,54868000,0,38726,49,-0.32,0.17,0.18,38726,6,374,2,229,77,3416,52,3252
43398.37514,0.17,-65.31,▼  ,1208,43412.37514,4,S  ,55038000,0,38726,50,-0.32,0.17,0.18,38726,5,322,1,9,76,3364,51,3032
43398.37515,0.17,-65.31,▼  ,1212,43412.37515,4,S  ,55208000,0,38726,51,-0.32,0.17,0.18,38726,6,822,1,5,77,3864,51,3028
43398.37515,0.17,-65.31,▼  ,1217,43412.37515,5,SS ,55420000,0,38726,52,-0.32,0.16,0.17,38726,1,47,7,506,64,3664,69,4543
43398.37515,0.17,-65.31,▼  ,1222,43412.37515,5,B  ,55633000,0,38726,53,-0.32,0.16,0.17,38726,1,42,7,506,64,3659,70,4548
43398.37515,0.17,-65.31,▼  ,1223,43412.37515,1,B  ,55675000,0,38726,54,-0.32,0.16,0.17,38726,1,41,7,506,64,3658,70,4548
43398.37519,0.17,-65.31,▼  ,1233,43412.37519,10,B  ,56100000,0,38726,55,-0.32,0.16,0.17,38726,1,490,8,524,66,3650,72,4567
43398.37521,0.17,-65.31,▼  ,1246,43412.37521,13,B  ,56653000,0,38726,56,-0.32,0.16,0.17,38726,3,700,9,546,66,3836,73,4589
43398.37522,0.16,-67.35,▼  ,1262,43412.37522,16,S  ,57293000,0,38726,57,-0.33,0.16,0.17,38726,4,483,9,530,65,3614,73,4573
43398.37523,0.16,-67.35,▼  ,1299,43412.37523,37,S  ,58773000,0,38726,58,-0.33,0.16,0.17,38726,6,519,10,513,68,3654,74,4556
43398.37524,0.16,-67.35,▼  ,1303,43412.37524,4,S  ,58933000,0,38726,59,-0.33,0.16,0.17,38726,7,520,10,509,69,3655,74,4552
43398.37524,0.16,-67.35,▼  ,1403,43412.37524,100,S  ,62933000,0,38726,60,-0.33,0.16,0.17,38726,7,520,8,409,69,3655,72,4452
43398.37524,0.16,-67.35,▼  ,1419,43412.37524,16,S  ,63573000,0,38726,61,-0.33,0.16,0.17,38726,6,504,7,199,68,3639,71,4242
43398.37524,0.16,-67.35,▼  ,1504,43412.37524,85,S  ,66973000,0,38726,62,-0.33,0.16,0.17,38726,6,504,7,114,68,3639,71,4157
43398.37524,0.16,-67.35,▼  ,1507,43412.37524,3,S  ,67093000,0,38726,63,-0.33,0.16,0.17,38726,6,504,7,111,68,3639,71,4154
43398.37525,0.17,-65.31,▼  ,1508,43412.37525,1,B  ,67135000,0,38726,64,-0.32,0.16,0.17,38726,7,550,7,111,69,3685,71,4154
43398.37525,0.17,-65.31,▼  ,1509,43412.37525,1,B  ,67178000,0,38726,65,-0.32,0.16,0.17,38726,7,549,8,161,69,3684,73,4251
43398.37525,0.16,-67.35,▼  ,1512,43412.37525,3,S  ,67298000,0,38726,66,-0.33,0.16,0.17,38726,7,549,7,108,68,3681,72,4198
43398.37527,0.16,-67.35,▼  ,1544,43412.37527,32,S  ,68578000,0,38767,67,-0.33,0.16,0.17,38767,9,582,9,127,69,3713,74,4217
43398.37528,0.16,-67.35,▼  ,1564,43412.37528,20,S  ,69378000,0,38767,68,-0.33,0.16,0.17,38767,9,563,5,58,69,3694,69,4128
43398.37529,0.16,-67.35,▼  ,1620,43412.37529,56,S  ,71618000,0,38767,69,-0.33,0.16,0.17,38767,9,563,4,60,67,3641,67,4129
43398.3753,0.16,-67.35,▼  ,1650,43412.3753,30,S  ,72818000,0,38767,70,-0.33,0.16,0.17,38767,9,563,3,31,65,3608,67,4113
43398.3753,0.17,-65.31,▼  ,1652,43412.3753,2,B  ,72903000,0,38767,71,-0.32,0.16,0.17,38767,10,562,4,84,66,3607,68,4166
43398.3753,0.16,-67.35,▼  ,1712,43412.3753,60,S  ,75303000,0,38767,72,-0.33,0.16,0.17,38767,10,562,1,24,65,3547,65,4106
43398.3753,0.16,-67.35,▼  ,1716,43412.3753,4,SS ,75463000,0,38767,73,-0.33,0.15,0.17,38767,9,558,16,821,64,3543,83,5375
43398.37531,0.16,-67.35,▼  ,1717,43412.37531,1,S  ,75503000,0,38767,74,-0.33,0.16,0.17,38767,9,558,1,3,64,3543,65,4085
43398.37531,0.16,-67.35,▼  ,1749,43412.37531,32,S  ,76783000,0,38767,75,-0.33,0.16,0.17,38767,9,558,1,22,64,3543,65,4104
43398.37531,0.16,-67.35,▼  ,1782,43412.37531,33,S  ,78103000,0,38767,76,-0.33,0.16,0.17,38767,9,558,1,43,64,3543,65,4125
43398.37531,0.17,-65.31,▼  ,1783,43412.37531,1,B  ,78145000,0,38767,77,-0.32,0.16,0.17,38767,9,557,1,43,64,3542,65,4125
43398.37531,0.16,-67.35,▼  ,1785,43412.37531,2,S  ,78225000,0,38767,78,-0.33,0.16,0.17,38767,9,557,1,41,63,3540,65,4123
43398.37531,0.16,-67.35,▼  ,1786,43412.37531,1,S  ,78265000,0,38767,79,-0.33,0.16,0.17,38767,8,556,2,51,62,3539,66,4133
43398.37532,0.16,-67.35,▼  ,1790,43412.37532,4,S  ,78425000,0,38767,80,-0.33,0.16,0.17,38767,8,556,1,7,62,3539,65,4089
43398.37532,0.17,-65.31,▼  ,1890,43412.37532,100,B  ,82675000,0,38767,81,-0.32,0.16,0.17,38767,8,456,1,7,62,3439,65,4089
43398.37532,0.16,-67.35,▼  ,1891,43412.37532,1,S  ,82715000,0,38767,82,-0.33,0.16,0.17,38767,8,456,1,6,62,3439,65,4088
43398.37532,0.17,-65.31,▼  ,1907,43412.37532,16,B  ,83395000,0,38767,83,-0.32,0.16,0.17,38767,8,440,1,6,62,3423,65,4088
43398.37534,0.16,-67.35,▼  ,1914,43412.37534,7,S  ,83675000,0,38767,84,-0.33,0.16,0.17,38767,8,440,1,59,62,3423,65,4141
43398.37534,0.16,-67.35,▼  ,1921,43412.37534,7,SS ,83955000,0,38767,85,-0.33,0.15,0.16,38767,1,23,16,821,51,3246,83,5375
43398.37534,0.16,-67.35,▼  ,1934,43412.37534,13,B  ,84475000,0,38767,86,-0.33,0.15,0.16,38767,1,10,16,821,51,3233,83,5375
43398.37535,0.16,-67.35,▼  ,1944,43412.37535,10,BB ,84875000,0,38767,87,-0.33,0.15,0.17,38767,8,440,16,821,64,3499,82,5334
43398.37535,0.16,-67.35,▼  ,1976,43412.37535,32,S  ,86155000,0,38767,88,-0.33,0.16,0.17,38767,9,465,1,25,69,3624,67,4141
43398.37535,0.16,-67.35,▼  ,2034,43412.37535,58,SS ,88475000,0,38767,89,-0.33,0.15,0.16,38767,1,298,16,821,56,3341,86,5434
