,KOSPI 200 콜옵션 1811 270.0,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43385.375,9.2,-2.95,▼  ,1,43412.375,1,BB ,2300000,0,209,1,-0.28,0,0,209,1,1,1,1,0,0,0,0
43385.375,9.4,-0.84,▼  ,2,43412.375,1,BB ,4650000,0,209,2,-0.08,9.2,9.45,209,1,3,11,11,4,64,15,24
43385.375,9.45,-0.32,▼  ,5,43412.375,3,BB ,11738000,0,209,3,-0.03,9.2,10.2,209,1,1,11,11,3,61,15,24
43385.37514,9.3,-1.9,▼  ,6,43412.37514,1,S  ,14063000,0,209,4,-0.18,9.2,10.2,209,1,8,1,1,5,72,5,33
43385.3752,9.4,-0.84,▼  ,7,43412.3752,1,B  ,16413000,0,217,5,-0.08,9.2,10.2,217,1,1,1,8,5,33,5,72
43385.37529,9.45,-0.32,▼  ,8,43412.37529,1,BB ,18775000,0,217,6,-0.03,9.38,9.5,217,1,1,1,9,5,130,5,227
43385.3753,9.5,0.21,▲  ,9,43412.3753,1,BB ,21150000,0,217,7,0.02,9.43,9.63,217,1,8,1,8,5,72,5,124
43385.37556,9.45,-0.32,▼  ,10,43412.37556,1,BB ,23513000,0,220,8,-0.03,9.28,9.53,220,1,8,1,8,5,72,5,72
43385.37571,9.7,2.32,▲  ,11,43412.37571,1,BB ,25938000,0,221,9,0.22,8.97,9.92,221,1,40,1,25,5,159,5,243
43385.37587,9.7,2.32,▲  ,12,43412.37587,1,BB ,28363000,0,222,10,0.22,9.36,10,222,1,1,1,10,6,54,5,195
43385.3759,9.8,3.38,▲  ,13,43412.3759,1,BB ,30813000,0,222,11,0.32,9.36,10,222,1,1,1,10,6,54,5,195
43385.37633,9.8,3.38,▲  ,14,43412.37633,1,BB ,33263000,0,224,12,0.32,9.36,9.9,224,1,1,1,10,6,54,5,195
43385.37639,9.8,3.38,▲  ,15,43412.37639,1,BB ,35713000,0,224,13,0.32,9.36,10,224,1,1,1,10,6,54,5,195
43385.3765,10,5.49,▲  ,16,43412.3765,1,BB ,38213000,0,226,14,0.52,9.36,10.15,226,1,40,1,10,5,44,5,195
43385.37678,10,5.49,▲  ,18,43412.37678,2,SS ,43213000,0,227,15,0.52,9.67,10.25,227,1,10,1,10,5,71,5,80
43385.37685,10,5.49,▲  ,19,43412.37685,1,BB ,45713000,0,225,16,0.52,9.69,10.15,225,1,2,2,12,5,72,6,46
43385.37691,10,5.49,▲  ,20,43412.37691,1,BB ,48213000,0,225,17,0.52,9.83,10.25,225,2,12,2,12,6,73,6,44
43385.377,10,5.49,▲  ,21,43412.377,1,BB ,50713000,0,227,18,0.52,9.86,10.1,227,1,1,1,2,6,73,5,34
43385.3774,9.8,3.38,▲  ,23,43412.3774,2,SS ,55613000,0,228,19,0.32,9.65,10,228,1,4,1,10,5,27,5,80
43385.37756,9.9,4.43,▲  ,24,43412.37756,1,BB ,58088000,0,228,20,0.42,9.8,10,228,1,1,1,1,6,64,6,146
43385.37759,10,5.49,▲  ,25,43412.37759,1,BB ,60588000,0,228,21,0.52,9.8,10.1,228,1,1,1,1,5,71,6,146
43385.37765,10.1,6.54,▲  ,26,43412.37765,1,BB ,63113000,0,228,22,0.62,9.84,10.25,228,1,10,1,10,6,72,5,63
43385.37773,10.2,7.59,▲  ,27,43412.37773,1,BB ,65663000,0,230,23,0.72,9.88,10.35,230,1,10,1,10,6,63,5,35
43385.37775,10.2,7.59,▲  ,28,43412.37775,1,SS ,68213000,0,230,24,0.72,9.88,10.35,230,1,4,2,12,7,59,6,82
43385.37799,10.1,6.54,▲  ,29,43412.37799,1,BB ,70738000,0,232,25,0.62,9.86,10.2,232,1,1,1,10,7,64,5,80
