,KOSPI 200 ─▌┐╔╝╟ 1811 275.0,,,,,,,,,,,,,,,,,,,,,,
43385.37536,6.09,22.29,бу  ,111,43412.37536,1,SS ,170583000,0,2652,18,1.11,6.08,6.12,2652,1,1,1,1,7,13,7,18
43385.37536,6.09,22.29,бу  ,112,43412.37536,1,SS ,172105000,0,2652,19,1.11,6.08,6.12,2652,1,1,1,1,7,13,7,18
43385.37536,6.11,22.69,бу  ,113,43412.37536,1,BB ,173633000,0,2652,20,1.13,6.08,6.12,2652,2,2,2,2,9,21,8,19
43385.37536,6.12,22.89,бу  ,114,43412.37536,1,BB ,175163000,0,2652,21,1.14,6.09,6.13,2652,1,1,2,2,8,28,7,10
43385.37536,6.1,22.49,бу  ,116,43412.37536,2,S  ,178213000,0,2652,22,1.12,6.09,6.13,2652,2,2,2,2,9,29,7,7
43385.37536,6.09,22.29,бу  ,118,43412.37536,2,SS ,181258000,0,2652,23,1.11,6.08,6.12,2652,2,2,1,1,10,22,5,16
43385.37537,6.1,22.49,бу  ,119,43412.37537,1,BB ,182783000,0,2652,24,1.12,6.08,6.11,2652,2,2,1,1,10,11,5,24
43385.37537,6.1,22.49,бу  ,121,43412.37537,2,BB ,185833000,0,2652,25,1.12,6.08,6.11,2652,2,2,1,1,10,11,5,24
43385.37537,6.1,22.49,бу  ,122,43412.37537,1,SS ,187358000,0,2652,26,1.12,6.09,6.12,2652,1,1,2,2,9,21,6,17
43385.37537,6.1,22.49,бу  ,123,43412.37537,1,SS ,188883000,0,2652,27,1.12,6.09,6.13,2652,2,2,2,2,9,29,6,17
43385.37537,6.09,22.29,бу  ,125,43412.37537,2,S  ,191928000,0,2652,28,1.11,6.09,6.13,2652,2,2,2,2,9,29,6,17
43385.37537,6.09,22.29,бу  ,127,43412.37537,2,BB ,194973000,0,2652,29,1.11,6.05,6.1,2652,2,2,1,4,9,9,5,40
43385.37537,6.1,22.49,бу  ,128,43412.37537,1,B  ,196498000,0,2652,30,1.12,6.05,6.1,2652,1,1,2,2,8,8,6,25
43385.37537,6.1,22.49,бу  ,129,43412.37537,1,SS ,198023000,0,2652,31,1.12,6.09,6.12,2652,2,2,1,1,10,22,5,16
43385.37537,6.08,22.09,бу  ,130,43412.37537,1,BB ,199543000,0,2652,32,1.1,6.05,6.09,2652,2,2,1,4,10,10,5,40
43385.37537,6.08,22.09,бу  ,131,43412.37537,1,BB ,201063000,0,2652,33,1.1,6.05,6.09,2652,2,2,1,1,11,14,5,37
43385.37537,6.05,21.49,бу  ,132,43412.37537,1,B  ,202575000,0,2652,34,1.07,6,6.05,2652,1,1,2,7,9,9,7,36
43385.37537,6.04,21.29,бу  ,133,43412.37537,1,B  ,204085000,0,2652,35,1.06,6,6.05,2652,1,1,2,7,8,8,7,36
43385.37537,6.05,21.49,бу  ,134,43412.37537,1,BB ,205598000,0,2652,36,1.07,6,6.06,2652,2,2,2,7,11,14,7,36
43385.37537,6.04,21.29,бу  ,135,43412.37537,1,BB ,207108000,0,2652,37,1.06,6.01,6.05,2652,2,2,2,2,10,10,7,28
43385.37537,6.04,21.29,бу  ,136,43412.37537,1,BB ,208618000,0,2652,38,1.06,6.01,6.05,2652,2,2,2,2,10,10,7,28
43385.37537,6.05,21.49,бу  ,138,43412.37537,2,B  ,211643000,0,2652,39,1.07,6.01,6.05,2652,2,2,2,2,10,10,7,28
43385.37537,6.06,21.69,бу  ,140,43412.37537,2,BB ,214673000,0,2652,40,1.08,6.01,6.07,2652,2,2,2,2,11,14,7,28
43385.37538,6.07,21.89,бу  ,142,43412.37538,2,SS ,217708000,0,2652,41,1.09,6.06,6.12,2652,1,1,2,2,6,23,10,10
43385.37538,6.07,21.89,бу  ,143,43412.37538,1,SS ,219225000,0,2652,42,1.09,6.06,6.1,2652,1,1,2,2,7,8,10,10
43385.37539,6.06,21.69,бу  ,145,43412.37539,2,SS ,222255000,0,2652,43,1.08,6.05,6.09,2652,2,2,2,2,9,12,9,9
43385.37539,6.05,21.49,бу  ,147,43412.37539,2,SS ,225280000,0,2652,44,1.07,6.04,6.09,2652,2,2,2,2,9,12,8,8
43385.37539,6.04,21.29,бу  ,148,43412.37539,1,SS ,226790000,0,2652,45,1.06,6.03,6.09,2652,2,2,2,2,9,12,7,15
43385.37539,6.02,20.88,бу  ,149,43412.37539,1,BB ,228295000,0,2652,46,1.04,6.01,6.03,2652,2,2,1,1,10,10,5,29
43385.37539,6.03,21.08,бу  ,150,43412.37539,1,BB ,229803000,0,2652,47,1.05,6.01,6.04,2652,2,2,1,1,11,14,5,29
43385.37539,6.03,21.08,бу  ,151,43412.37539,1,BB ,231310000,0,2652,48,1.05,6.01,6.04,2652,2,2,1,1,10,10,5,29
43385.37541,6.02,20.88,бу  ,152,43412.37541,1,BB ,232815000,0,2652,49,1.04,6,6.03,2652,2,2,2,2,8,8,6,38
43385.37541,6.02,20.88,бу  ,153,43412.37541,1,BB ,234320000,0,2652,50,1.04,6,6.03,2652,2,2,1,1,8,8,5,37
43385.37541,6.02,20.88,бу  ,154,43412.37541,1,BB ,235825000,0,2652,51,1.04,6,6.03,2652,1,1,1,1,7,7,5,37
43385.37545,5.94,19.28,бу  ,156,43412.37545,2,SS ,238795000,0,2660,52,0.96,5.87,5.94,2660,1,8,1,9,6,13,6,116
43385.37545,5.94,19.28,бу  ,164,43412.37545,8,SS ,250675000,0,2660,53,0.96,5.87,5.94,2660,1,8,1,9,6,13,6,116
43385.37545,5.97,19.88,бу  ,165,43412.37545,1,SS ,252168000,0,2660,54,0.99,5.96,5.99,2660,1,1,2,2,5,5,10,13
43385.37546,5.98,20.08,бу  ,166,43412.37546,1,SS ,253663000,0,2660,55,1,5.97,6,2660,2,2,2,2,6,6,9,9
43385.37546,6,20.48,бу  ,167,43412.37546,1,SS ,255163000,0,2660,56,1.02,5.99,6.02,2660,1,1,2,2,6,6,9,9
43385.37546,6.02,20.88,бу  ,168,43412.37546,1,BB ,256668000,0,2660,57,1.04,5.99,6.03,2660,1,1,2,2,7,7,9,9
43385.37546,6.02,20.88,бу  ,169,43412.37546,1,S  ,258173000,0,2660,58,1.04,5.99,6.03,2660,1,1,1,1,7,7,8,8
43385.37546,6.03,21.08,бу  ,170,43412.37546,1,SS ,259680000,0,2660,59,1.05,5.99,6.04,2660,1,1,2,2,7,7,9,9
43385.37546,6,20.48,бу  ,171,43412.37546,1,SS ,261180000,0,2660,60,1.02,5.99,6.03,2660,2,2,2,2,9,9,8,8
43385.37546,5.99,20.28,бу  ,172,43412.37546,1,S  ,262678000,0,2660,61,1.01,5.99,6.03,2660,2,2,1,1,9,9,7,7
43385.37546,5.98,20.08,бу  ,173,43412.37546,1,S  ,264173000,0,2660,62,1,5.99,6.03,2660,2,2,1,1,9,9,7,7
43385.37546,5.99,20.28,бу  ,174,43412.37546,1,S  ,265670000,0,2660,63,1.01,5.99,6.03,2660,1,4,1,1,8,11,7,7
43385.37546,5.99,20.28,бу  ,175,43412.37546,1,BB ,267168000,0,2660,64,1.01,5.96,6,2660,1,4,1,1,8,11,5,5
43385.37547,5.99,20.28,бу  ,177,43412.37547,2,BB ,270163000,0,2660,65,1.01,5.97,6,2660,2,5,2,2,9,12,6,6
43385.37547,6,20.48,бу  ,182,43412.37547,5,BB ,277663000,0,2660,66,1.02,5.97,6.01,2660,1,1,2,2,8,8,6,6
43385.37547,6.01,20.68,бу  ,183,43412.37547,1,B  ,279165000,0,2660,67,1.03,5.97,6.01,2660,1,1,2,2,8,8,6,6
43385.37547,6.01,20.68,бу  ,184,43412.37547,1,BB ,280668000,0,2660,68,1.03,5.97,6.02,2660,2,2,2,2,9,9,6,6
43385.37547,6.01,20.68,бу  ,186,43412.37547,2,BB ,283673000,0,2660,69,1.03,5.98,6.02,2660,2,2,2,2,9,9,7,7
43385.37549,6.04,21.29,бу  ,187,43412.37549,1,BB ,285183000,0,2660,70,1.06,6.02,6.05,2660,1,1,1,1,7,7,9,9
43385.37549,6.03,21.08,бу  ,188,43412.37549,1,SS ,286690000,0,2660,71,1.05,6.02,6.05,2660,1,1,2,2,7,7,10,10
43385.37549,6.05,21.49,бу  ,189,43412.37549,1,S  ,288203000,0,2660,72,1.07,6.02,6.05,2660,1,1,1,1,5,5,9,9
43385.37549,6.04,21.29,бу  ,191,43412.37549,2,SS ,291223000,0,2660,73,1.06,6.03,6.07,2660,1,1,2,2,5,5,11,12
43385.37549,6.03,21.08,бу  ,192,43412.37549,1,S  ,292730000,0,2660,74,1.05,6.03,6.07,2660,3,4,1,1,9,10,8,8
43385.37549,6.04,21.29,бу  ,194,43412.37549,2,B  ,295750000,0,2660,75,1.06,6.03,6.07,2660,2,2,1,1,10,11,6,6
43385.37549,6.05,21.49,бу  ,198,43412.37549,4,BB ,301800000,0,2660,76,1.07,6.02,6.06,2660,2,2,1,1,7,7,6,6
43385.37549,6.11,22.69,бу  ,199,43412.37549,1,SS ,303328000,0,2660,77,1.13,6.07,6.13,2660,1,1,1,1,5,37,8,8
43385.37549,6.11,22.69,бу  ,200,43412.37549,1,SS ,304855000,0,2660,78,1.13,6.07,6.13,2660,2,2,2,2,6,38,9,9
43385.3755,6.1,22.49,бу  ,201,43412.3755,1,SS ,306380000,0,2660,79,1.12,6.09,6.13,2660,1,1,2,2,5,37,8,8
43385.3755,6.09,22.29,бу  ,203,43412.3755,2,S  ,309425000,0,2660,80,1.11,6.09,6.13,2660,1,1,2,2,5,37,8,8
43385.3755,6.08,22.09,бу  ,204,43412.3755,1,SS ,310945000,0,2660,81,1.1,6.07,6.13,2660,1,1,2,2,5,37,8,8
43385.3755,6.04,21.29,бу  ,205,43412.3755,1,S  ,312455000,0,2660,82,1.06,6.07,6.13,2660,2,2,1,1,9,9,6,6
43385.3755,6.02,20.88,бу  ,207,43412.3755,2,S  ,315465000,0,2660,83,1.04,6.07,6.13,2660,2,2,1,1,9,9,6,6
43385.3755,6,20.48,бу  ,208,43412.3755,1,S  ,316965000,0,2660,84,1.02,6.07,6.13,2660,2,2,1,1,9,9,6,6
43385.3755,5.98,20.08,бу  ,209,43412.3755,1,SS ,318460000,0,2660,85,1,5.97,5.98,2660,1,5,1,1,9,13,5,29
43385.3755,5.98,20.08,бу  ,214,43412.3755,5,SS ,325935000,0,2660,86,1,5.97,5.98,2660,1,5,1,1,9,13,5,29
43385.37551,6.04,21.29,бу  ,215,43412.37551,1,B  ,327445000,0,2660,87,1.06,5.97,5.98,2660,1,1,1,1,9,9,5,22
43385.37551,6.05,21.49,бу  ,217,43412.37551,2,BB ,330470000,0,2660,88,1.07,5.99,6.07,2660,2,2,1,1,11,12,5,22
43385.37551,6.07,21.89,бу  ,219,43412.37551,2,BB ,333505000,0,2660,89,1.09,5.99,6.08,2660,2,2,1,1,11,12,5,22
43385.37551,6.08,22.09,бу  ,221,43412.37551,2,BB ,336545000,0,2660,90,1.1,5.99,6.09,2660,2,2,2,2,10,10,6,23
43385.37551,6.09,22.29,бу  ,223,43412.37551,2,BB ,339590000,0,2660,91,1.11,6.07,6.1,2660,2,2,1,1,9,9,8,11
43385.37552,6.04,21.29,бу  ,224,43412.37552,1,BB ,341100000,0,2660,92,1.06,6.02,6.05,2660,2,2,1,1,10,10,8,9
43385.37552,6.06,21.69,бу  ,226,43412.37552,2,BB ,344130000,0,2660,93,1.08,6.03,6.07,2660,2,2,2,2,10,10,10,10
43385.37552,6.07,21.89,бу  ,227,43412.37552,1,B  ,345648000,0,2660,94,1.09,6.03,6.07,2660,1,1,2,2,9,9,11,11
43385.37553,6.08,22.09,бу  ,228,43412.37553,1,SS ,347168000,0,2660,95,1.1,6.07,6.1,2660,1,1,2,2,5,13,11,14
43385.37553,6.08,22.09,бу  ,229,43412.37553,1,SS ,348688000,0,2660,96,1.1,6.07,6.1,2660,1,1,2,2,5,13,11,14
43385.37553,6.1,22.49,бу  ,230,43412.37553,1,BB ,350213000,0,2660,97,1.12,6.08,6.11,2660,1,1,1,1,5,21,10,13
43385.37553,6.08,22.09,бу  ,232,43412.37553,2,SS ,353253000,0,2660,98,1.1,6.07,6.11,2660,2,2,2,2,7,23,11,14
43385.37553,6.07,21.89,бу  ,234,43412.37553,2,SS ,356288000,0,2660,99,1.09,6.06,6.11,2660,2,2,2,2,7,23,11,14
43385.37553,6.08,22.09,бу  ,235,43412.37553,1,BB ,357808000,0,2660,100,1.1,6.05,6.09,2660,2,2,2,5,8,8,10,13
43385.37554,6.11,22.69,бу  ,236,43412.37554,1,BB ,359335000,0,2660,101,1.13,6.09,6.12,2660,2,2,2,2,7,31,10,13
43385.37554,6.11,22.69,бу  ,237,43412.37554,1,SS ,360863000,0,2660,102,1.13,6.1,6.18,2660,2,10,2,2,6,38,10,10
43385.37554,6.14,23.29,бу  ,238,43412.37554,1,BB ,362398000,0,2660,103,1.16,6.12,6.15,2660,2,2,1,1,8,16,8,11
43385.37556,6.16,23.69,бу  ,239,43412.37556,1,SS ,363938000,0,2660,104,1.18,6.15,6.18,2660,2,2,2,2,7,39,10,10
43385.37556,6.18,24.1,бу  ,240,43412.37556,1,BB ,365483000,0,2660,105,1.2,6.16,6.25,2660,1,9,2,2,6,77,7,7
43385.37557,6.17,23.9,бу  ,242,43412.37557,2,SS ,368568000,0,2660,106,1.19,6.16,6.2,2660,2,2,2,2,8,8,6,6
43385.37557,6.16,23.69,бу  ,243,43412.37557,1,S  ,370108000,0,2660,107,1.18,6.16,6.2,2660,2,2,1,1,10,10,5,5
43385.37557,6.15,23.49,бу  ,244,43412.37557,1,SS ,371645000,0,2660,108,1.17,6.14,6.18,2660,2,2,1,1,10,10,6,6
43385.37557,6.15,23.49,бу  ,246,43412.37557,2,BB ,374720000,0,2660,109,1.17,6.1,6.16,2660,2,2,1,1,10,11,5,5
43385.37557,6.15,23.49,бу  ,247,43412.37557,1,BB ,376258000,0,2660,110,1.17,6.13,6.16,2660,2,2,1,1,10,11,5,5
43385.37557,6.16,23.69,бу  ,249,43412.37557,2,BB ,379338000,0,2660,111,1.18,6.13,6.17,2660,2,2,2,2,9,10,6,6
43385.37557,6.19,24.3,бу  ,250,43412.37557,1,B  ,380885000,0,2660,112,1.21,6.13,6.17,2660,1,1,1,1,5,5,9,9
43385.37558,6.2,24.5,бу  ,251,43412.37558,1,B  ,382435000,0,2660,113,1.22,6.13,6.17,2660,1,1,1,1,5,5,10,11
43385.37558,6.21,24.7,бу  ,253,43412.37558,2,BB ,385540000,0,2660,114,1.23,6.18,6.22,2660,1,1,2,2,5,14,11,12
43385.37558,6.21,24.7,бу  ,255,43412.37558,2,BB ,388645000,0,2660,115,1.23,6.18,6.22,2660,2,2,2,2,7,16,11,12
43385.37558,6.19,24.3,бу  ,257,43412.37558,2,S  ,391740000,0,2660,116,1.21,6.18,6.22,2660,2,2,2,2,7,16,11,12
43385.37558,6.18,24.1,бу  ,259,43412.37558,2,SS ,394830000,0,2660,117,1.2,6.17,6.22,2660,2,2,2,2,7,16,11,12
43385.37558,6.17,23.9,бу  ,261,43412.37558,2,SS ,397915000,0,2660,118,1.19,6.16,6.21,2660,1,1,2,2,7,16,10,11
43385.37558,6.17,23.9,бу  ,263,43412.37558,2,SS ,401000000,0,2660,119,1.19,6.16,6.2,2660,2,2,2,2,8,9,9,9
43385.37558,6.2,24.5,бу  ,264,43412.37558,1,B  ,402550000,0,2660,120,1.22,6.16,6.2,2660,1,1,1,1,7,8,6,6
43385.37558,6.21,24.7,бу  ,266,43412.37558,2,BB ,405655000,0,2698,121,1.23,6.18,6.22,2698,2,2,2,2,6,15,7,7
43385.37559,6.19,24.3,бу  ,268,43412.37559,2,S  ,408750000,0,2698,122,1.21,6.18,6.22,2698,2,2,2,2,6,15,8,8
43385.37559,6.18,24.1,бу  ,270,43412.37559,2,SS ,411840000,0,2698,123,1.2,6.17,6.22,2698,2,2,2,2,6,15,7,7
43385.37559,6.17,23.9,бу  ,272,43412.37559,2,S  ,414925000,0,2698,124,1.19,6.17,6.22,2698,1,1,2,2,6,7,7,7
43385.37559,6.16,23.69,бу  ,273,43412.37559,1,SS ,416465000,0,2698,125,1.18,6.17,6.22,2698,1,1,1,1,6,7,6,6
43385.37559,6.15,23.49,бу  ,274,43412.37559,1,SS ,418003000,0,2698,126,1.17,6.14,6.19,2698,1,1,1,1,6,7,6,6
43385.37559,6.18,24.1,бу  ,275,43412.37559,1,BB ,419548000,0,2698,127,1.2,6.15,6.19,2698,2,2,2,2,7,8,7,23
43385.37559,6.21,24.7,бу  ,276,43412.37559,1,BB ,421100000,0,2698,128,1.23,6.16,6.22,2698,2,2,2,2,6,15,6,14
43385.37559,6.2,24.5,бу  ,278,43412.37559,2,BB ,424200000,0,2698,129,1.22,6.17,6.21,2698,2,2,1,1,7,8,6,30
43385.37559,6.2,24.5,бу  ,279,43412.37559,1,BB ,425750000,0,2698,130,1.22,6.18,6.21,2698,2,2,1,1,7,8,6,22
43385.37559,6.2,24.5,бу  ,280,43412.37559,1,BB ,427300000,0,2698,131,1.22,6.18,6.21,2698,2,2,1,1,7,8,6,22
43385.37559,6.21,24.7,бу  ,282,43412.37559,2,BB ,430405000,0,2698,132,1.23,6.18,6.22,2698,2,2,2,2,6,15,7,23
43385.3756,6.22,24.9,бу  ,283,43412.3756,1,B  ,431960000,0,2698,133,1.24,6.18,6.22,2698,1,1,2,2,7,8,8,16
43385.3756,6.23,25.1,бу  ,285,43412.3756,2,BB ,435075000,0,2698,134,1.25,6.2,6.24,2698,2,2,2,2,6,23,9,9
43385.3756,6.24,25.3,бу  ,286,43412.3756,1,B  ,436635000,0,2698,135,1.26,6.2,6.24,2698,1,1,2,2,5,29,9,9
43385.3756,6.27,25.9,бу  ,288,43412.3756,2,B  ,439770000,0,2698,136,1.29,6.2,6.24,2698,2,2,1,1,6,38,9,9
43385.37561,6.24,25.3,бу  ,290,43412.37561,2,S  ,442890000,0,2698,137,1.26,6.2,6.24,2698,2,3,2,2,6,39,11,11
43385.37561,6.23,25.1,бу  ,292,43412.37561,2,SS ,446005000,0,2698,138,1.25,6.22,6.3,2698,2,3,2,2,6,39,11,11
43385.37563,6.21,24.7,бу  ,293,43412.37563,1,S  ,447558000,0,2698,139,1.23,6.22,6.3,2698,2,12,1,1,9,19,10,10
43385.37563,6.2,24.5,бу  ,296,43412.37563,3,S  ,452208000,0,2698,140,1.22,6.22,6.3,2698,2,12,3,3,9,19,10,10
43385.37563,6.19,24.3,бу  ,298,43412.37563,2,SS ,455303000,0,2698,141,1.21,6.18,6.22,2698,2,2,2,2,10,20,7,23
43385.37567,6.23,25.1,бу  ,300,43412.37567,2,B  ,458418000,0,2698,142,1.25,6.18,6.22,2698,2,2,2,2,9,18,9,12
43385.37567,6.24,25.3,бу  ,302,43412.37567,2,BB ,461538000,0,2698,143,1.26,6.2,6.25,2698,1,10,2,2,8,17,9,12
43385.37568,6.25,25.5,бу  ,310,43412.37568,8,B  ,474038000,0,2698,144,1.27,6.23,6.25,2698,1,2,1,1,8,9,10,11
43385.37568,6.25,25.5,бу  ,312,43412.37568,2,B  ,477163000,0,2698,145,1.27,6.23,6.25,2698,1,2,1,1,8,9,10,11
43385.37568,6.26,25.7,бу  ,314,43412.37568,2,B  ,480293000,0,2698,146,1.28,6.23,6.25,2698,1,2,1,1,8,9,10,11
43385.37568,6.27,25.9,бу  ,316,43412.37568,2,B  ,483428000,0,2698,147,1.29,6.23,6.25,2698,1,2,1,1,8,9,10,11
43385.37568,6.28,26.1,бу  ,318,43412.37568,2,B  ,486568000,0,2698,148,1.3,6.23,6.25,2698,1,2,1,1,8,9,10,11
43385.37568,6.29,26.31,бу  ,319,43412.37568,1,B  ,488140000,0,2698,149,1.31,6.23,6.25,2698,1,2,1,1,8,9,10,11
43385.37568,6.3,26.51,бу  ,320,43412.37568,1,BB ,489715000,0,2698,150,1.32,6.24,6.3,2698,1,2,1,1,5,38,10,11
43385.37569,6.31,26.71,бу  ,322,43412.37569,2,SS ,492870000,0,2698,151,1.33,6.3,6.41,2698,2,10,2,2,6,77,10,10
43385.37569,6.32,26.91,бу  ,323,43412.37569,1,SS ,494450000,0,2698,152,1.34,6.31,6.35,2698,1,4,2,2,7,26,10,10
43385.37569,6.32,26.91,бу  ,324,43412.37569,1,S  ,496030000,0,2698,153,1.34,6.31,6.35,2698,2,5,1,1,8,27,9,9
43385.37569,6.35,27.51,бу  ,325,43412.37569,1,SS ,497618000,0,2698,154,1.37,6.32,6.39,2698,2,2,1,1,7,31,9,9
43385.37571,6.37,27.91,бу  ,326,43412.37571,1,SS ,499210000,0,2698,155,1.39,6.36,6.4,2698,1,1,2,2,5,29,11,14
43385.37571,6.36,27.71,бу  ,328,43412.37571,2,SS ,502390000,0,2698,156,1.38,6.35,6.4,2698,1,1,3,6,5,29,11,14
43385.37571,6.35,27.51,бу  ,330,43412.37571,2,SS ,505565000,0,2698,157,1.37,6.34,6.4,2698,2,5,2,2,6,33,11,14
43385.37571,6.34,27.31,бу  ,332,43412.37571,2,SS ,508735000,0,2698,158,1.36,6.33,6.4,2698,2,5,2,2,6,33,11,14
43385.37571,6.33,27.11,бу  ,334,43412.37571,2,SS ,511900000,0,2698,159,1.35,6.32,6.4,2698,2,5,2,2,6,33,11,14
43385.37571,6.32,26.91,бу  ,336,43412.37571,2,SS ,515060000,0,2698,160,1.34,6.31,6.4,2698,2,5,2,2,6,33,10,13
43385.37572,6.29,26.31,бу  ,337,43412.37572,1,SS ,516633000,0,2698,161,1.31,6.28,6.34,2698,2,2,2,2,10,10,7,16
43385.37572,6.3,26.51,бу  ,338,43412.37572,1,B  ,518208000,0,2698,162,1.32,6.28,6.3,2698,1,3,2,2,9,11,6,14
43385.37573,6.28,26.1,бу  ,340,43412.37573,2,S  ,521348000,0,2708,163,1.3,6.28,6.3,2708,1,1,1,4,10,13,5,24
43385.37573,6.3,26.51,бу  ,341,43412.37573,1,BB ,522923000,0,2708,164,1.32,6.28,6.32,2708,1,1,1,4,11,14,6,25
43385.37575,6.31,26.71,бу  ,342,43412.37575,1,B  ,524500000,0,2708,165,1.33,6.28,6.32,2708,1,1,2,5,11,14,6,25
43385.37575,6.32,26.91,бу  ,343,43412.37575,1,B  ,526080000,0,2708,166,1.34,6.28,6.32,2708,1,1,2,5,11,14,6,25
43385.37575,6.33,27.11,бу  ,345,43412.37575,2,B  ,529245000,0,2708,167,1.35,6.28,6.32,2708,1,1,2,5,11,14,6,25
43385.37575,6.34,27.31,бу  ,347,43412.37575,2,B  ,532415000,0,2708,168,1.36,6.28,6.32,2708,1,1,2,5,11,14,6,25
43385.37575,6.35,27.51,бу  ,354,43412.37575,7,BB ,543528000,0,2708,169,1.37,6.28,6.36,2708,2,2,2,5,14,33,6,25
43385.37575,6.36,27.71,бу  ,356,43412.37575,2,B  ,546708000,0,2708,170,1.38,6.28,6.36,2708,2,2,1,2,12,15,6,13
43385.37575,6.36,27.71,бу  ,357,43412.37575,1,SS ,548298000,0,2708,171,1.38,6.35,6.39,2708,1,1,3,8,7,23,9,17
43385.37575,6.4,28.51,бу  ,358,43412.37575,1,BB ,549898000,0,2708,172,1.42,6.39,6.41,2708,1,1,2,2,5,37,11,16
43385.37575,6.41,28.71,бу  ,359,43412.37575,1,BB ,551500000,0,2708,173,1.43,6.41,6.46,2708,1,9,1,1,5,76,8,8
43385.37575,6.4,28.51,бу  ,360,43412.37575,1,SS ,553100000,0,2708,174,1.42,6.39,6.42,2708,1,1,2,2,8,16,10,10
43385.37575,6.38,28.11,бу  ,362,43412.37575,2,SS ,556290000,0,2708,175,1.4,6.39,6.42,2708,1,1,2,2,9,9,10,10
43385.37576,6.4,28.51,бу  ,363,43412.37576,1,BB ,557890000,0,2708,176,1.42,6.38,6.41,2708,2,2,2,2,9,9,7,14
43385.37578,6.39,28.31,бу  ,365,43412.37578,2,SS ,561085000,0,2708,177,1.41,6.38,6.42,2708,2,2,2,2,8,16,6,6
43385.37578,6.38,28.11,бу  ,366,43412.37578,1,S  ,562680000,0,2708,178,1.4,6.38,6.42,2708,2,2,1,1,9,9,5,5
43385.37579,6.31,26.71,бу  ,367,43412.37579,1,BB ,564258000,0,2708,179,1.33,6.28,6.32,2708,2,2,2,5,11,14,6,25
