,KOSPI 200 콜옵션 1811 262.5,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43385.39348,16.1,0,   ,2,43412.39348,2,BB ,8050000,0,5,1,0,0,0,5,1,10,1,10,0,0,0,0
43385.45001,16.65,3.42,▲  ,3,43412.45001,1,S  ,12213000,0,7,2,0.55,16.65,17.25,7,1,10,1,9,5,111,5,119
43385.49169,16.7,3.73,▲  ,4,43412.49169,1,SS ,16388000,0,8,3,0.6,16.35,17.25,8,1,10,1,10,5,120,5,140
43385.5105,16.2,0.62,▲  ,6,43412.5105,2,BB ,24488000,100,7,4,0.1,15.75,16.65,7,1,10,1,10,5,80,5,140
43385.51059,16.3,1.24,▲  ,8,43412.51059,2,SS ,32638000,50,9,5,0.2,16.2,16.65,9,1,10,1,30,5,80,5,140
43385.51791,17,5.59,▲  ,10,43412.51791,2,B  ,41138000,100,11,6,0.9,16.2,16.65,11,1,2,1,10,5,34,5,80
43385.51917,16.9,4.97,▲  ,12,43412.51917,2,BB ,49588000,150,13,7,0.8,16.65,17.15,13,1,10,1,10,5,130,5,80
43385.52155,17,5.59,▲  ,13,43412.52155,1,B  ,53838000,175,15,8,0.9,16.65,17,15,1,1,1,10,5,121,5,80
43385.52155,17,5.59,▲  ,14,43412.52155,1,BB ,58088000,200,15,9,0.9,16.65,17.2,15,1,10,1,10,5,130,5,80
43385.52363,17,5.59,▲  ,16,43412.52363,2,BB ,66588000,250,17,10,0.9,16.65,17.2,17,1,10,1,10,5,130,5,80
43385.52873,17.3,7.45,▲  ,18,43412.52873,2,BB ,75238000,300,19,11,1.2,16.65,17.55,19,1,10,1,10,5,140,5,80
