,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
╜├░г,╟Ў└ч░б,╡ю╢Ї└▓,╡ю╢Ї▒╕║╨,░┼╖б╖о,├╝░с╜├░г,├╝░с╖о,├╝░с╝║╟т,░┼╖б┤ы▒▌,├╝░с░н╡╡,╣╠░с┴ж╛р┴д╝Ў╖о,├╝░с╣°╚г,┤ы║ё,├╝░с╕┼╝Ў╚г░б,├╝░с╕┼╡╡╚г░б,├╝░с╣╠░с┴ж╛р┴д╝Ў╖о,├╝░с┐ь╝▒╚г░б╕┼╡╡░╟╝Ў,├╝░с┐ь╝▒╚г░б╕┼╡╡└▄╖о,├╝░с┐ь╝▒╚г░б╕┼╝Ў░╟╝Ў,├╝░с┐ь╝▒╚г░б╕┼╝Ў└▄╖о,├╝░с5╚г░б╕┼╡╡░╟╝Ў,├╝░с5╚г░б╕┼╡╡└▄╖о,├╝░с5╚г░б╕┼╝Ў░╟╝Ў,├╝░с5╚г░б╕┼╝Ў└▄╖о
43390.375,0.84,58.49,бу  ,634,43412.375,634,B  ,133140000,0,36242,1,0.31,0,0,36242,0,0,0,0,0,0,0,0
43390.375,0.85,60.38,бу  ,644,43412.375,10,B  ,135265000,0,36242,2,0.32,0.84,0.85,36242,2,3,6,66,26,45,73,757
43390.37501,0.85,60.38,бу  ,647,43412.37501,3,BB ,135903000,0,36242,3,0.32,0.84,0.86,36242,5,7,5,49,37,61,73,840
43390.37501,0.84,58.49,бу  ,650,43412.37501,3,S  ,136533000,0,36242,4,0.31,0.84,0.86,36242,5,7,5,46,37,61,73,837
43390.37501,0.84,58.49,бу  ,655,43412.37501,5,S  ,137583000,0,36242,5,0.31,0.84,0.86,36242,5,7,5,41,37,61,73,832
43390.37501,0.84,58.49,бу  ,656,43412.37501,1,S  ,137793000,0,36242,6,0.31,0.84,0.86,36242,5,7,5,40,37,61,73,831
43390.37501,0.84,58.49,бу  ,657,43412.37501,1,S  ,138003000,0,36242,7,0.31,0.84,0.86,36242,5,7,5,39,37,61,73,830
43390.37501,0.84,58.49,бу  ,658,43412.37501,1,S  ,138213000,0,36242,8,0.31,0.84,0.86,36242,5,7,5,38,37,61,73,829
43390.37501,0.86,62.26,бу  ,665,43412.37501,7,BB ,139718000,0,36242,9,0.33,0.84,0.87,36242,6,8,5,38,39,64,73,829
43390.37501,0.87,64.15,бу  ,666,43412.37501,1,B  ,139935000,0,36242,10,0.34,0.85,0.87,36242,5,7,1,1,38,63,41,392
43390.37501,0.85,60.38,бу  ,667,43412.37501,1,SS ,140148000,0,36242,11,0.32,0.84,0.87,36242,5,7,5,38,38,63,73,829
43390.37501,0.84,58.49,бу  ,705,43412.37501,38,SS ,148128000,0,36242,12,0.31,0.83,0.87,36242,5,7,8,72,38,63,73,807
43390.37501,0.87,64.15,бу  ,712,43412.37501,7,B  ,149650000,0,36242,13,0.34,0.83,0.87,36242,5,7,1,10,38,63,70,805
43390.37501,0.88,66.04,бу  ,716,43412.37501,4,BB ,150530000,0,36242,14,0.35,0.84,0.88,36242,4,5,1,10,38,71,70,805
43390.37502,0.88,66.04,бу  ,717,43412.37502,1,B  ,150750000,0,36242,15,0.35,0.84,0.88,36242,4,4,1,10,38,70,70,805
43390.37502,0.85,60.38,бу  ,718,43412.37502,1,BB ,150963000,0,36242,16,0.32,0.84,0.88,36242,4,4,2,12,38,70,71,807
43390.37502,0.84,58.49,бу  ,719,43412.37502,1,S  ,151173000,0,36242,17,0.31,0.84,0.88,36242,4,4,2,11,38,70,72,816
43390.37503,0.88,66.04,бу  ,721,43412.37503,2,B  ,151613000,0,36242,18,0.35,0.86,0.88,36242,2,2,1,10,36,68,24,169
43390.37503,0.86,62.26,бу  ,724,43412.37503,3,S  ,152258000,0,36242,19,0.33,0.86,0.88,36242,2,2,1,7,36,68,24,166
43390.37503,0.87,64.15,бу  ,727,43412.37503,3,S  ,152910000,0,36242,20,0.34,0.87,0.88,36242,4,7,1,7,38,73,16,108
43390.37503,0.87,64.15,бу  ,728,43412.37503,1,S  ,153128000,0,36242,21,0.34,0.87,0.88,36242,4,7,1,6,38,73,16,107
43390.37503,0.87,64.15,бу  ,729,43412.37503,1,S  ,153345000,0,36242,22,0.34,0.87,0.88,36242,4,7,1,5,38,73,16,106
43390.37503,0.87,64.15,бу  ,733,43412.37503,4,S  ,154215000,0,36242,23,0.34,0.87,0.88,36242,4,7,1,1,38,73,16,102
43390.37503,0.87,64.15,бу  ,734,43412.37503,1,SS ,154433000,0,36242,24,0.34,0.86,0.88,36242,4,7,1,7,38,73,24,166
43390.37503,0.86,62.26,бу  ,741,43412.37503,7,SS ,155938000,0,36242,25,0.33,0.85,0.88,36242,4,7,3,7,38,73,43,415
43390.37505,0.86,62.26,бу  ,742,43412.37505,1,BB ,156153000,0,36242,26,0.33,0.85,0.88,36242,4,7,4,12,38,73,44,420
43390.37505,0.85,60.38,бу  ,754,43412.37505,12,S  ,158703000,0,36242,27,0.32,0.85,0.88,36242,1,4,4,12,30,54,44,420
43390.37505,0.84,58.49,бу  ,769,43412.37505,15,S  ,161853000,0,36242,28,0.31,0.85,0.88,36242,1,4,4,12,30,54,44,420
43390.37505,0.83,56.6,бу  ,772,43412.37505,3,SS ,162475000,0,36242,29,0.3,0.83,0.86,36242,1,4,7,69,30,54,78,949
43390.37505,0.86,62.26,бу  ,773,43412.37505,1,B  ,162690000,0,36242,30,0.33,0.83,0.86,36242,1,3,7,69,26,61,79,950
43390.37505,0.84,58.49,бу  ,774,43412.37505,1,BB ,162900000,0,36242,31,0.31,0.83,0.86,36242,1,3,7,69,26,61,79,950
43390.37505,0.84,58.49,бу  ,777,43412.37505,3,BB ,163530000,0,36242,32,0.31,0.83,0.87,36242,2,17,7,69,31,67,79,950
43390.37507,0.86,62.26,бу  ,786,43412.37507,9,S  ,165465000,0,36242,33,0.33,0.86,0.87,36242,4,28,1,1,38,181,23,257
43390.37507,0.86,62.26,бу  ,787,43412.37507,1,SS ,165680000,0,36242,34,0.33,0.85,0.87,36242,4,28,2,100,40,273,42,512
43390.37507,0.87,64.15,бу  ,788,43412.37507,1,B  ,165898000,0,37099,35,0.34,0.86,0.87,37099,4,27,1,10,41,292,23,266
43390.37508,0.85,60.38,бу  ,789,43412.37508,1,S  ,166110000,0,37099,36,0.32,0.85,0.87,37099,4,27,3,100,40,202,44,562
43390.37508,0.87,64.15,бу  ,790,43412.37508,1,B  ,166328000,0,37099,37,0.34,0.86,0.87,37099,5,27,1,10,42,292,29,502
43390.37508,0.87,64.15,бу  ,791,43412.37508,1,B  ,166545000,0,37099,38,0.34,0.86,0.87,37099,5,26,1,10,43,311,29,502
