,KOSPI 200 콜옵션 1811 272.5,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43388.37561,8.35,-13.29,▼  ,1,43412.37561,1,BB ,2088000,0,455,1,-1.28,0,0,455,1,2,1,10,0,0,0,0
43388.37604,8.2,-14.85,▼  ,2,43412.37604,1,SS ,4138000,0,454,2,-1.43,8.04,8.35,454,1,1,1,10,5,41,5,50
43388.37622,8.1,-15.89,▼  ,4,43412.37622,2,SS ,8188000,0,453,3,-1.53,7.98,8.22,453,1,1,1,10,5,25,6,44
43388.37627,8.1,-15.89,▼  ,5,43412.37627,1,SS ,10213000,0,453,4,-1.53,8,8.2,453,1,1,1,1,5,25,5,41
43388.37708,7.95,-17.45,▼  ,6,43412.37708,1,SS ,12200000,0,453,5,-1.68,7.92,8.08,453,1,4,1,4,5,30,5,89
43388.37926,7.8,-19,▼  ,7,43412.37926,1,BB ,14150000,20,454,6,-1.83,7.67,7.83,454,1,4,1,4,5,50,5,72
43388.37983,7.94,-17.55,▼  ,8,43412.37983,1,SS ,16135000,16.67,454,7,-1.69,7.9,8.09,454,1,4,1,4,5,50,5,89
43388.38263,8.02,-16.72,▼  ,9,43412.38263,1,SS ,18140000,14.29,453,8,-1.61,7.99,8.13,453,2,6,1,4,6,62,5,68
43388.38557,7.82,-18.8,▼  ,11,43412.38557,2,BB ,22050000,42.86,453,9,-1.81,7.75,7.87,453,1,4,1,4,5,64,5,25
43388.38581,7.91,-17.86,▼  ,15,43412.38581,4,SS ,29960000,27.27,455,10,-1.72,7.78,8.01,455,1,4,1,16,5,25,5,95
43388.38711,8.02,-16.72,▼  ,16,43412.38711,1,BB ,31965000,36.36,459,11,-1.61,7.95,8.07,459,1,4,1,4,6,108,6,34
43388.39292,7.98,-17.13,▼  ,17,43412.39292,1,BB ,33960000,45.45,460,12,-1.65,7.95,8.02,460,1,4,1,1,6,108,5,10
43388.39586,8.07,-16.2,▼  ,18,43412.39586,1,BB ,35978000,54.55,460,13,-1.56,8.01,8.11,460,1,4,1,4,5,34,5,34
43388.39844,7.65,-20.56,▼  ,20,43412.39844,2,S  ,39803000,46.15,459,14,-1.98,8.01,8.11,459,1,4,2,2,5,34,8,22
