,KOSPI 200 콜옵션 1811 250.0,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43396.3844,27.4,1.29,▲  ,1,43412.3844,1,BB ,6850000,0,243,1,0.35,0,0,243,1,25,1,1,0,0,0,0
43396.40689,25.55,-5.55,▼  ,2,43412.40689,1,BB ,13238000,1,243,2,-1.5,25.5,25.7,243,1,2,1,2,5,42,5,87
43396.42071,25.95,-4.07,▼  ,3,43412.42071,1,BB ,19725000,2,244,3,-1.1,25.8,26,244,1,2,1,2,5,42,5,33
43396.45281,24.9,-7.95,▼  ,4,43412.45281,1,BB ,25950000,3,245,4,-2.15,24.8,25,245,1,2,1,2,5,42,5,102
43396.45398,24.75,-8.5,▼  ,5,43412.45398,1,S  ,32138000,300,246,5,-2.3,24.8,25,246,1,1,1,1,5,41,5,63
43396.47656,24.4,-9.8,▼  ,6,43412.47656,1,BB ,38238000,400,245,6,-2.65,24.35,24.5,245,2,3,1,1,6,19,5,63
43396.4865,24.1,-10.91,▼  ,7,43412.4865,1,S  ,44263000,200,246,7,-2.95,24.35,24.5,246,2,3,1,1,6,19,5,78
43396.50977,23.6,-12.75,▼  ,8,43412.50977,1,SS ,50163000,133.33,246,8,-3.45,23.45,23.8,246,2,3,1,25,6,43,5,125
43396.52457,23.3,-13.86,▼  ,9,43412.52457,1,BB ,55988000,166.67,245,9,-3.75,23.2,23.4,245,1,1,1,1,5,33,5,48
43396.61297,21.9,-19.04,▼  ,10,43412.61297,1,BB ,61463000,200,246,10,-5.15,21.8,22,246,1,2,1,2,5,42,5,87
43396.6302,21.6,-20.15,▼  ,11,43412.6302,1,BB ,66863000,233.33,247,11,-5.45,21.45,21.8,247,1,2,1,25,5,42,5,125
43396.63105,21.6,-20.15,▼  ,12,43412.63105,1,BB ,72263000,266.67,248,12,-5.45,21.5,21.7,248,1,2,1,2,5,42,5,102
43396.63105,21.6,-20.15,▼  ,13,43412.63105,1,BB ,77663000,300,248,13,-5.45,21.5,21.7,248,1,2,1,2,5,42,5,102
43396.63117,21.6,-20.15,▼  ,14,43412.63117,1,BB ,83063000,333.33,250,14,-5.45,21.5,21.7,250,1,2,1,2,5,42,5,102
43396.63321,22,-18.67,▼  ,15,43412.63321,1,BB ,88563000,366.67,251,15,-5.05,21.85,22.1,251,1,2,1,10,5,57,5,42
43396.64785,23.05,-14.79,▼  ,16,43412.64785,1,SS ,94325000,275,252,16,-4,22.95,23.1,252,1,2,1,2,5,72,5,42
43396.64789,23.05,-14.79,▼  ,17,43412.64789,1,SS ,100088000,220,252,17,-4,23,23.15,252,2,12,1,1,6,97,5,33
43396.64789,23.05,-14.79,▼  ,18,43412.64789,1,SS ,105850000,183.33,252,18,-4,22.95,23.15,252,2,12,1,2,6,97,5,42
43396.64822,23,-14.97,▼  ,19,43412.64822,1,SS ,111600000,157.14,252,19,-4.05,22.95,23.15,252,2,12,1,2,6,97,5,42
43396.6483,23.05,-14.79,▼  ,20,43412.6483,1,S  ,117363000,137.5,252,20,-4,22.95,23.15,252,1,2,1,1,5,87,5,33
43396.6485,23.05,-14.79,▼  ,21,43412.6485,1,SS ,123125000,122.22,252,21,-4,22.95,23.15,252,1,2,1,2,6,147,5,42
43396.64877,23.1,-14.6,▼  ,22,43412.64877,1,SS ,128900000,110,253,22,-3.95,23.05,23.2,253,1,2,1,1,6,147,5,33
43396.64877,23.1,-14.6,▼  ,23,43412.64877,1,SS ,134675000,100,253,23,-3.95,22.95,23.2,253,1,2,1,2,6,147,5,42
43396.64902,23.05,-14.79,▼  ,24,43412.64902,1,SS ,140438000,91.67,253,24,-4,23,23.15,253,2,12,1,1,7,157,5,33
43396.64905,23.05,-14.79,▼  ,25,43412.64905,1,SS ,146200000,84.62,253,25,-4,23,23.15,253,2,12,1,1,7,157,5,33
43396.64919,23,-14.97,▼  ,26,43412.64919,1,S  ,151950000,78.57,254,26,-4.05,23,23.15,254,2,12,1,1,7,157,5,33
