,KOSPI 200 ─▌┐╔╝╟ 1811 280.0,,,,,,,,,,,,,,,,,,,,,,
43390.37512,4.5,36.36,бу  ,164,43412.37512,1,SS ,185580000,0,9906,15,1.2,4.42,4.5,9906,1,1,1,11,9,33,8,51
43390.37512,4.5,36.36,бу  ,165,43412.37512,1,BB ,186705000,0,9906,16,1.2,4.42,4.59,9906,1,1,1,11,9,43,8,51
43390.37512,4.59,39.09,бу  ,166,43412.37512,1,B  ,187853000,0,9906,17,1.29,4.42,4.59,9906,1,1,1,11,9,43,8,51
43390.37512,4.6,39.39,бу  ,170,43412.37512,4,BB ,192453000,0,9906,18,1.3,4.42,4.6,9906,2,5,1,11,6,39,8,51
43390.37513,4.59,39.09,бу  ,171,43412.37513,1,BB ,193600000,0,9906,19,1.29,4.59,4.6,9906,2,5,1,7,6,39,5,51
43390.37513,4.59,39.09,бу  ,178,43412.37513,7,BB ,201633000,0,9906,20,1.29,4.59,4.6,9906,2,5,1,7,6,39,5,51
43390.37514,4.5,36.36,бу  ,184,43412.37514,6,SS ,208383000,0,9906,21,1.2,4.46,4.59,9906,1,1,1,11,7,50,6,49
43390.37514,4.51,36.67,бу  ,185,43412.37514,1,SS ,209510000,0,9906,22,1.21,4.45,4.59,9906,1,1,1,11,8,51,6,49
43390.37515,4.5,36.36,бу  ,186,43412.37515,1,SS ,210635000,0,9906,23,1.2,4.45,4.56,9906,1,1,1,5,9,42,6,44
43390.37515,4.46,35.15,бу  ,187,43412.37515,1,SS ,211750000,0,9906,24,1.16,4.45,4.5,9906,1,1,2,6,7,17,8,49
43390.37516,4.52,36.97,бу  ,188,43412.37516,1,BB ,212880000,0,9906,25,1.22,4.47,4.53,9906,2,2,1,1,7,37,7,29
43390.37517,4.47,35.45,бу  ,189,43412.37517,1,SS ,213998000,0,9906,26,1.17,4.46,4.51,9906,1,1,2,6,6,16,7,39
43390.37519,4.47,35.45,бу  ,194,43412.37519,5,S  ,219585000,0,9906,27,1.17,4.46,4.51,9906,1,1,1,5,6,6,7,33
43390.37519,4.46,35.15,бу  ,200,43412.37519,6,S  ,226275000,0,9906,28,1.16,4.46,4.51,9906,1,1,1,5,6,6,7,33
43390.37519,4.45,34.85,бу  ,201,43412.37519,1,S  ,227388000,0,9906,29,1.15,4.45,4.5,9906,1,1,2,5,6,6,7,37
43390.37519,4.45,34.85,бу  ,205,43412.37519,4,S  ,231838000,0,9906,30,1.15,4.45,4.5,9906,1,1,1,4,5,5,6,36
43390.3752,4.45,34.85,бу  ,206,43412.3752,1,SS ,232950000,0,9906,31,1.15,4.44,4.48,9906,1,1,2,6,7,27,7,44
43390.3752,4.45,34.85,бу  ,208,43412.3752,2,BB ,235175000,0,9906,32,1.15,4.44,4.48,9906,1,1,2,6,6,26,7,44
43390.37521,4.45,34.85,бу  ,209,43412.37521,1,BB ,236288000,0,9906,33,1.15,4.44,4.48,9906,1,1,2,6,6,16,7,44
43390.37521,4.45,34.85,бу  ,210,43412.37521,1,BB ,237400000,0,9906,34,1.15,4.44,4.48,9906,1,1,2,6,6,16,7,34
43390.37521,4.48,35.76,бу  ,211,43412.37521,1,BB ,238520000,0,9895,35,1.18,4.44,4.49,9895,1,1,2,6,7,27,7,34
43390.37522,4.45,34.85,бу  ,212,43412.37522,1,BB ,239633000,0,9895,36,1.15,4.44,4.49,9895,1,1,2,6,5,5,8,45
43390.37522,4.45,34.85,бу  ,213,43412.37522,1,BB ,240745000,0,9895,37,1.15,4.44,4.49,9895,1,1,2,6,5,5,8,45
43390.37522,4.44,34.55,бу  ,219,43412.37522,6,SS ,247405000,0,9895,38,1.14,4.42,4.47,9895,4,4,1,1,9,9,7,50
43390.37524,4.46,35.15,бу  ,220,43412.37524,1,SS ,248520000,0,9895,39,1.16,4.45,4.49,9895,1,1,1,1,8,22,7,40
43390.37524,4.46,35.15,бу  ,221,43412.37524,1,BB ,249635000,0,9895,40,1.16,4.45,4.49,9895,1,1,1,1,8,22,7,40
43390.37524,4.44,34.55,бу  ,222,43412.37524,1,BB ,250745000,0,9895,41,1.14,4.43,4.49,9895,1,1,1,1,9,33,7,50
43390.37524,4.46,35.15,бу  ,223,43412.37524,1,BB ,251860000,0,9895,42,1.16,4.42,4.49,9895,1,1,1,1,9,33,7,50
43390.37527,4.48,35.76,бу  ,227,43412.37527,4,B  ,256340000,0,9895,43,1.18,4.42,4.49,9895,4,4,1,1,13,38,7,50
43390.37527,4.49,36.06,бу  ,228,43412.37527,1,B  ,257463000,0,9895,44,1.19,4.44,4.49,9895,1,2,1,1,8,23,7,30
43390.37527,4.49,36.06,бу  ,230,43412.37527,2,BB ,259708000,0,9895,45,1.19,4.44,4.5,9895,3,7,1,1,8,32,7,30
43390.37527,4.49,36.06,бу  ,231,43412.37527,1,BB ,260830000,0,9895,46,1.19,4.47,4.5,9895,3,7,1,1,8,32,7,20
43390.37528,4.46,35.15,бу  ,232,43412.37528,1,BB ,261945000,0,9895,47,1.16,4.44,4.47,9895,3,3,2,2,10,20,8,41
43390.37528,4.47,35.45,бу  ,235,43412.37528,3,BB ,265298000,0,9895,48,1.17,4.44,4.48,9895,1,1,2,2,8,18,8,41
43390.37528,4.48,35.76,бу  ,236,43412.37528,1,BB ,266418000,0,9895,49,1.18,4.45,4.49,9895,2,8,1,1,10,30,8,31
43390.37528,4.47,35.45,бу  ,237,43412.37528,1,SS ,267535000,0,9895,50,1.17,4.46,4.48,9895,1,1,1,1,8,18,8,31
43390.37528,4.46,35.15,бу  ,238,43412.37528,1,SS ,268650000,0,9895,51,1.16,4.45,4.48,9895,1,1,1,1,7,17,8,41
43390.37529,4.42,33.94,бу  ,239,43412.37529,1,S  ,269755000,0,9895,52,1.12,4.42,4.47,9895,1,1,1,1,7,17,6,39
43390.37532,4.49,36.06,бу  ,242,43412.37532,3,B  ,273123000,0,9895,53,1.19,4.46,4.49,9895,1,4,1,1,10,37,6,6
43390.37532,4.49,36.06,бу  ,246,43412.37532,4,BB ,277613000,0,9895,54,1.19,4.46,4.5,9895,2,6,1,1,10,44,6,6
43390.37534,4.44,34.55,бу  ,247,43412.37534,1,SS ,278723000,0,9895,55,1.14,4.43,4.47,9895,1,1,1,1,6,10,9,42
43390.37535,4.44,34.55,бу  ,248,43412.37535,1,SS ,279833000,0,9895,56,1.14,4.43,4.47,9895,1,1,2,2,6,10,10,43
43390.37535,4.44,34.55,бу  ,249,43412.37535,1,SS ,280943000,0,9895,57,1.14,4.43,4.47,9895,1,1,2,2,6,10,8,21
43390.37535,4.45,34.85,бу  ,254,43412.37535,5,BB ,286505000,0,9884,58,1.15,4.43,4.47,9884,1,1,2,2,6,6,9,22
43390.37536,4.45,34.85,бу  ,255,43412.37536,1,BB ,287618000,0,9884,59,1.15,4.43,4.46,9884,2,3,2,2,6,7,9,22
43390.37536,4.45,34.85,бу  ,256,43412.37536,1,BB ,288730000,0,9884,60,1.15,4.43,4.46,9884,2,3,2,2,6,7,9,22
43390.37536,4.47,35.45,бу  ,257,43412.37536,1,BB ,289848000,0,9884,61,1.17,4.45,4.49,9884,1,1,1,4,8,38,7,10
43390.37538,4.49,36.06,бу  ,259,43412.37538,2,BB ,292093000,0,9884,62,1.19,4.47,4.5,9884,2,2,1,1,11,41,8,11
43390.37538,4.47,35.45,бу  ,260,43412.37538,1,S  ,293210000,0,9884,63,1.17,4.47,4.5,9884,2,2,1,1,11,41,8,11
43390.37538,4.46,35.15,бу  ,262,43412.37538,2,SS ,295440000,0,9884,64,1.16,4.45,4.46,9884,1,17,2,5,11,47,9,32
43390.37538,4.46,35.15,бу  ,279,43412.37538,17,SS ,314395000,0,9884,65,1.16,4.45,4.46,9884,1,17,2,5,11,47,9,32
43390.37541,4.5,36.36,бу  ,282,43412.37541,3,BB ,317770000,0,9884,66,1.2,4.47,4.51,9884,1,1,2,3,8,28,11,22
43390.37541,4.51,36.67,бу  ,283,43412.37541,1,B  ,318898000,0,9884,67,1.21,4.48,4.51,9884,1,1,2,2,9,29,10,20
43390.37541,4.51,36.67,бу  ,284,43412.37541,1,BB ,320025000,0,9884,68,1.21,4.48,4.52,9884,2,2,2,2,10,40,10,20
43390.37542,4.5,36.36,бу  ,285,43412.37542,1,B  ,321150000,0,9884,69,1.2,4.48,4.52,9884,1,1,1,1,10,21,11,31
43390.37542,4.51,36.67,бу  ,288,43412.37542,3,BB ,324533000,0,9884,70,1.21,4.51,4.52,9884,2,2,1,1,10,40,10,20
43390.37542,4.51,36.67,бу  ,289,43412.37542,1,SS ,325660000,0,9884,71,1.21,4.47,4.52,9884,2,2,1,1,10,40,11,31
43390.37542,4.49,36.06,бу  ,290,43412.37542,1,BB ,326783000,0,9884,72,1.19,4.48,4.5,9884,1,2,1,1,8,9,10,20
43390.37542,4.48,35.76,бу  ,291,43412.37542,1,SS ,327903000,0,9884,73,1.18,4.47,4.51,9884,2,2,1,1,8,18,11,31
43390.37543,4.48,35.76,бу  ,292,43412.37543,1,SS ,329023000,0,9884,74,1.18,4.47,4.5,9884,1,1,1,1,7,7,11,31
43390.37543,4.51,36.67,бу  ,293,43412.37543,1,BB ,330150000,0,9884,75,1.21,4.48,4.52,9884,1,1,2,2,7,27,11,21
43390.37544,4.5,36.36,бу  ,297,43412.37544,4,SS ,334650000,0,9884,76,1.2,4.48,4.51,9884,1,1,2,2,7,8,12,39
43390.37547,4.47,35.45,бу  ,298,43412.37547,1,SS ,335768000,0,9884,77,1.17,4.46,4.5,9884,4,5,2,2,13,15,12,49
43390.37549,4.45,34.85,бу  ,299,43412.37549,1,S  ,336880000,0,9884,78,1.15,4.45,4.47,9884,2,5,1,1,12,19,8,25
43390.37549,4.45,34.85,бу  ,300,43412.37549,1,S  ,337993000,0,9884,79,1.15,4.45,4.47,9884,2,5,1,1,12,19,8,25
43390.37549,4.44,34.55,бу  ,302,43412.37549,2,S  ,340213000,0,9884,80,1.14,4.44,4.46,9884,2,2,1,6,12,19,9,34
43390.37549,4.44,34.55,бу  ,309,43412.37549,7,S  ,347983000,0,9884,81,1.14,4.44,4.46,9884,1,1,2,7,10,14,8,23
43390.37549,4.44,34.55,бу  ,310,43412.37549,1,SS ,349093000,0,9884,82,1.14,4.43,4.47,9884,2,2,2,2,11,13,8,28
43390.3755,4.42,33.94,бу  ,311,43412.3755,1,SS ,350198000,0,9884,83,1.12,4.41,4.46,9884,1,1,2,2,11,13,8,48
43390.3755,4.45,34.85,бу  ,312,43412.3755,1,B  ,351310000,0,9884,84,1.15,4.41,4.45,9884,2,4,2,2,9,12,7,37
43390.37551,4.44,34.55,бу  ,313,43412.37551,1,SS ,352420000,0,9888,85,1.14,4.43,4.46,9888,1,1,1,1,11,32,7,18
43390.37551,4.44,34.55,бу  ,314,43412.37551,1,SS ,353530000,0,9888,86,1.14,4.43,4.46,9888,1,1,1,1,11,23,7,18
43390.37551,4.44,34.55,бу  ,315,43412.37551,1,SS ,354640000,0,9888,87,1.14,4.43,4.46,9888,1,1,1,1,11,23,8,29
43390.37552,4.44,34.55,бу  ,316,43412.37552,1,S  ,355750000,0,9888,88,1.14,4.43,4.46,9888,2,2,1,1,12,24,8,19
43390.37552,4.43,34.24,бу  ,317,43412.37552,1,S  ,356858000,0,9888,89,1.13,4.43,4.46,9888,2,2,1,1,12,24,8,19
43390.37552,4.42,33.94,бу  ,319,43412.37552,2,SS ,359068000,0,9888,90,1.12,4.4,4.42,9888,1,6,2,2,8,14,7,48
43390.37552,4.42,33.94,бу  ,325,43412.37552,6,BB ,365698000,0,9888,91,1.12,4.4,4.45,9888,1,1,2,2,8,9,7,48
43390.37552,4.42,33.94,бу  ,326,43412.37552,1,SS ,366803000,0,9888,92,1.12,4.4,4.45,9888,1,1,2,2,10,11,7,48
43390.37552,4.43,34.24,бу  ,327,43412.37552,1,SS ,367910000,0,9888,93,1.13,4.4,4.44,9888,1,1,2,2,13,14,6,46
43390.37553,4.4,33.33,бу  ,328,43412.37553,1,S  ,369010000,0,9888,94,1.1,4.4,4.44,9888,2,2,1,1,15,26,5,45
43390.37554,4.43,34.24,бу  ,329,43412.37554,1,BB ,370118000,0,9888,95,1.13,4.4,4.44,9888,2,2,1,1,15,26,5,45
43390.37554,4.4,33.33,бу  ,331,43412.37554,2,SS ,372318000,0,9888,96,1.1,4.38,4.43,9888,1,1,1,1,14,14,5,45
43390.37554,4.38,32.73,бу  ,332,43412.37554,1,SS ,373413000,0,9888,97,1.08,4.34,4.42,9888,2,2,1,11,15,16,41,85
43390.37554,4.36,32.12,бу  ,333,43412.37554,1,BB ,374503000,0,9888,98,1.06,4.32,4.41,9888,1,1,3,13,11,12,42,86
43390.37556,4.39,33.03,бу  ,334,43412.37556,1,BB ,375600000,0,9888,99,1.09,4.37,4.4,9888,1,1,1,1,10,31,42,76
43390.37556,4.38,32.73,бу  ,339,43412.37556,5,BB ,381075000,0,9888,100,1.08,4.37,4.4,9888,1,1,2,2,7,7,37,58
43390.37556,4.4,33.33,бу  ,340,43412.37556,1,BB ,382175000,0,9888,101,1.1,4.37,4.41,9888,1,1,2,2,11,21,37,58
43390.37558,4.37,32.42,бу  ,341,43412.37558,1,S  ,383268000,0,9888,102,1.07,4.37,4.39,9888,1,1,1,1,6,10,36,66
43390.37559,4.37,32.42,бу  ,342,43412.37559,1,S  ,384360000,0,9888,103,1.07,4.37,4.39,9888,1,1,2,5,7,12,6,20
43390.3756,4.38,32.73,бу  ,343,43412.3756,1,SS ,385455000,0,9888,104,1.08,4.37,4.4,9888,2,6,2,2,9,27,7,18
43390.3756,4.38,32.73,бу  ,344,43412.3756,1,BB ,386550000,0,9888,105,1.08,4.37,4.4,9888,2,6,2,2,9,27,7,18
43390.37561,4.38,32.73,бу  ,346,43412.37561,2,BB ,388740000,0,9888,106,1.08,4.36,4.39,9888,1,1,2,5,8,16,39,76
43390.37561,4.38,32.73,бу  ,347,43412.37561,1,BB ,389835000,0,9888,107,1.08,4.37,4.4,9888,3,7,3,6,10,28,39,76
43390.37561,4.38,32.73,бу  ,348,43412.37561,1,BB ,390930000,0,9888,108,1.08,4.37,4.4,9888,3,7,3,6,11,30,39,76
43390.37563,4.37,32.42,бу  ,349,43412.37563,1,SS ,392023000,0,9888,109,1.07,4.35,4.39,9888,1,1,1,1,8,16,36,71
43390.37563,4.35,31.82,бу  ,350,43412.37563,1,SS ,393110000,0,9888,110,1.05,4.34,4.39,9888,1,1,1,2,8,16,43,92
43390.37564,4.35,31.82,бу  ,351,43412.37564,1,BB ,394198000,0,9888,111,1.05,4.33,4.36,9888,3,3,2,2,12,16,44,82
43390.37565,4.33,31.21,бу  ,353,43412.37565,2,S  ,396363000,0,9893,112,1.03,4.33,4.36,9893,1,1,2,2,11,12,42,60
43390.37565,4.34,31.52,бу  ,354,43412.37565,1,BB ,397448000,0,9893,113,1.04,4.32,4.35,9893,2,2,3,3,13,18,43,52
43390.37565,4.33,31.21,бу  ,359,43412.37565,5,SS ,402860000,0,9893,114,1.03,4.32,4.35,9893,1,1,3,3,12,17,43,52
43390.37567,4.35,31.82,бу  ,364,43412.37567,5,BB ,408298000,0,9893,115,1.05,4.34,4.36,9893,3,3,1,1,14,29,43,57
43390.37567,4.34,31.52,бу  ,365,43412.37567,1,SS ,409383000,0,9893,116,1.04,4.33,4.36,9893,3,3,1,1,15,30,44,72
43390.37567,4.36,32.12,бу  ,367,43412.37567,2,BB ,411563000,0,9893,117,1.06,4.34,4.37,9893,5,5,2,2,14,39,44,59
43390.37567,4.37,32.42,бу  ,371,43412.37567,4,B  ,415933000,0,9893,118,1.07,4.34,4.37,9893,4,4,2,5,11,16,36,40
43390.37568,4.36,32.12,бу  ,372,43412.37568,1,SS ,417023000,0,9893,119,1.06,4.35,4.38,9893,1,1,1,2,9,24,43,68
43390.37568,4.36,32.12,бу  ,373,43412.37568,1,SS ,418113000,0,9893,120,1.06,4.35,4.38,9893,1,1,1,1,9,24,45,70
43390.37568,4.34,31.52,бу  ,374,43412.37568,1,S  ,419198000,0,9893,121,1.04,4.34,4.37,9893,2,2,1,1,10,15,43,71
43390.37571,4.35,31.82,бу  ,375,43412.37571,1,SS ,420285000,0,9893,122,1.05,4.34,4.36,9893,1,1,1,1,10,11,43,71
43390.37572,4.34,31.52,бу  ,376,43412.37572,1,SS ,421370000,0,9893,123,1.04,4.32,4.36,9893,1,1,2,2,10,11,44,82
43390.37572,4.32,30.91,бу  ,377,43412.37572,1,SS ,422450000,0,9893,124,1.02,4.31,4.34,9893,1,1,29,29,8,10,44,94
43390.37572,4.32,30.91,бу  ,379,43412.37572,2,S  ,424610000,0,9893,125,1.02,4.31,4.34,9893,2,2,2,2,7,7,42,60
43390.37572,4.31,30.61,бу  ,408,43412.37572,29,S  ,455858000,0,9893,126,1.01,4.31,4.34,9893,2,3,29,29,8,9,43,73
43390.37572,4.3,30.3,бу  ,409,43412.37572,1,S  ,456933000,0,9893,127,1,4.3,4.34,9893,2,3,7,11,8,9,16,60
43390.37572,4.33,31.21,бу  ,410,43412.37572,1,B  ,458015000,0,9893,128,1.03,4.3,4.33,9893,1,1,7,11,8,9,17,62
43390.37573,4.3,30.3,бу  ,420,43412.37573,10,SS ,468765000,0,9893,129,1,4.29,4.32,9893,2,2,1,1,11,17,11,61
43390.37573,4.29,30,бу  ,421,43412.37573,1,SS ,469838000,0,9893,130,0.99,4.27,4.3,9893,2,3,1,3,13,16,8,38
43390.37573,4.29,30,бу  ,423,43412.37573,2,BB ,471983000,0,9893,131,0.99,4.28,4.3,9893,4,5,1,1,15,18,9,29
43390.37573,4.29,30,бу  ,424,43412.37573,1,BB ,473055000,0,9893,132,0.99,4.28,4.3,9893,4,5,2,2,15,18,10,30
43390.37573,4.29,30,бу  ,425,43412.37573,1,BB ,474128000,0,9893,133,0.99,4.28,4.3,9893,4,5,1,1,15,18,9,29
43390.37575,4.3,30.3,бу  ,426,43412.37575,1,BB ,475203000,0,9893,134,1,4.28,4.31,9893,3,3,2,2,13,28,10,30
43390.37575,4.3,30.3,бу  ,428,43412.37575,2,BB ,477353000,0,9893,135,1,4.28,4.31,9893,3,3,3,3,13,28,11,31
43390.37575,4.31,30.61,бу  ,431,43412.37575,3,BB ,480585000,0,9893,136,1.01,4.29,4.32,9893,2,2,2,2,12,37,11,21
43390.37576,4.32,30.91,бу  ,432,43412.37576,1,BB ,481665000,0,9893,137,1.02,4.3,4.33,9893,2,2,3,3,9,23,12,25
43390.37576,4.33,31.21,бу  ,434,43412.37576,2,BB ,483830000,0,9893,138,1.03,4.3,4.34,9893,2,2,3,3,9,33,12,25
43390.37576,4.35,31.82,бу  ,435,43412.37576,1,BB ,484918000,0,9893,139,1.05,4.33,4.36,9893,3,7,2,2,11,35,12,12
43390.37578,4.35,31.82,бу  ,436,43412.37578,1,BB ,486005000,0,9893,140,1.05,4.33,4.36,9893,2,2,2,2,11,35,12,12
43390.37578,4.34,31.52,бу  ,437,43412.37578,1,SS ,487090000,0,9893,141,1.04,4.33,4.36,9893,2,2,2,2,11,35,12,12
43390.37578,4.34,31.52,бу  ,438,43412.37578,1,SS ,488175000,0,9893,142,1.04,4.33,4.36,9893,2,2,2,2,11,35,12,12
43390.37578,4.34,31.52,бу  ,439,43412.37578,1,SS ,489260000,0,9893,143,1.04,4.33,4.36,9893,2,2,2,2,12,37,12,12
43390.37578,4.34,31.52,бу  ,441,43412.37578,2,SS ,491430000,0,9893,144,1.04,4.33,4.36,9893,2,2,2,2,12,37,13,17
43390.37579,4.35,31.82,бу  ,442,43412.37579,1,SS ,492518000,0,9873,145,1.05,4.34,4.36,9873,1,1,3,3,11,35,15,19
43390.3758,4.36,32.12,бу  ,443,43412.3758,1,S  ,493608000,0,9873,146,1.06,4.36,4.39,9873,3,3,1,1,12,36,14,15
43390.3758,4.36,32.12,бу  ,444,43412.3758,1,SS ,494698000,0,9873,147,1.06,4.35,4.38,9873,2,2,3,3,11,25,15,19
43390.3758,4.35,31.82,бу  ,446,43412.3758,2,SS ,496873000,0,9873,148,1.05,4.34,4.37,9873,2,2,3,3,11,15,15,29
43390.3758,4.34,31.52,бу  ,449,43412.3758,3,SS ,500128000,0,9873,149,1.04,4.33,4.36,9873,2,2,3,3,12,16,15,39
43390.3758,4.34,31.52,бу  ,450,43412.3758,1,SS ,501213000,0,9873,150,1.04,4.33,4.35,9873,1,1,3,3,10,10,15,39
43390.3758,4.35,31.82,бу  ,451,43412.3758,1,BB ,502300000,0,9873,151,1.05,4.33,4.36,9873,2,2,3,3,12,16,15,39
43390.3758,4.34,31.52,бу  ,453,43412.3758,2,SS ,504470000,0,9873,152,1.04,4.33,4.36,9873,2,2,3,3,12,16,15,39
43390.3758,4.33,31.21,бу  ,454,43412.3758,1,SS ,505553000,0,9873,153,1.03,4.32,4.35,9873,2,2,3,3,12,12,14,38
43390.37581,4.34,31.52,бу  ,455,43412.37581,1,S  ,506638000,0,9873,154,1.04,4.32,4.35,9873,3,3,1,1,14,28,11,15
43390.37581,4.33,31.21,бу  ,456,43412.37581,1,SS ,507720000,0,9873,155,1.03,4.33,4.36,9873,3,3,1,1,14,28,12,26
43390.37581,4.34,31.52,бу  ,457,43412.37581,1,SS ,508805000,0,9873,156,1.04,4.33,4.36,9873,3,3,1,1,14,28,11,25
43390.37584,4.35,31.82,бу  ,459,43412.37584,2,BB ,510980000,0,9873,157,1.05,4.33,4.36,9873,3,3,1,1,15,39,12,27
43390.37586,4.34,31.52,бу  ,460,43412.37586,1,SS ,512065000,0,9873,158,1.04,4.33,4.35,9873,1,1,3,5,13,23,14,31
43390.37586,4.34,31.52,бу  ,461,43412.37586,1,SS ,513150000,0,9873,159,1.04,4.33,4.35,9873,1,1,3,5,13,23,14,31
43390.37589,4.34,31.52,бу  ,463,43412.37589,2,SS ,515320000,0,9873,160,1.04,4.33,4.36,9873,3,3,3,5,16,40,15,42
43390.37593,4.36,32.12,бу  ,464,43412.37593,1,B  ,516410000,0,9882,161,1.06,4.33,4.36,9882,1,1,2,5,13,27,14,34
43390.37593,4.35,31.82,бу  ,465,43412.37593,1,BB ,517498000,0,9882,162,1.05,4.33,4.36,9882,2,2,3,5,13,27,15,42
43390.37594,4.34,31.52,бу  ,467,43412.37594,2,SS ,519668000,0,9882,163,1.04,4.33,4.36,9882,1,1,3,5,12,26,15,42
43390.37595,4.34,31.52,бу  ,483,43412.37595,16,BB ,537028000,0,9882,164,1.04,4.33,4.36,9882,2,2,3,5,14,28,15,42
43390.37596,4.34,31.52,бу  ,484,43412.37596,1,SS ,538113000,0,9882,165,1.04,4.33,4.35,9882,1,1,3,5,11,12,15,42
43390.37597,4.35,31.82,бу  ,485,43412.37597,1,BB ,539200000,0,9882,166,1.05,4.34,4.36,9882,2,2,1,1,14,29,13,30
43390.37597,4.33,31.21,бу  ,491,43412.37597,6,SS ,545695000,0,9882,167,1.03,4.32,4.33,9882,1,4,2,2,10,15,15,50
43390.37597,4.33,31.21,бу  ,495,43412.37597,4,BB ,550025000,0,9882,168,1.03,4.32,4.36,9882,2,3,2,2,13,29,15,50
43390.37597,4.35,31.82,бу  ,496,43412.37597,1,BB ,551113000,0,9882,169,1.05,4.33,4.36,9882,2,3,1,1,13,28,12,37
43390.376,4.35,31.82,бу  ,497,43412.376,1,BB ,552200000,0,9882,170,1.05,4.33,4.36,9882,3,4,1,1,15,31,12,37
43390.37601,4.35,31.82,бу  ,498,43412.37601,1,BB ,553288000,0,9882,171,1.05,4.34,4.36,9882,3,4,2,2,15,31,12,28
43390.37602,4.36,32.12,бу  ,500,43412.37602,2,BB ,555468000,0,9882,172,1.06,4.34,4.37,9882,2,2,7,7,13,38,17,33
43390.37602,4.35,31.82,бу  ,501,43412.37602,1,S  ,556555000,0,9882,173,1.05,4.35,4.37,9882,2,2,1,1,11,15,16,18
43390.37603,4.37,32.42,бу  ,503,43412.37603,2,B  ,558740000,0,9882,174,1.07,4.35,4.37,9882,2,2,11,11,12,17,23,50
43390.37603,4.38,32.73,бу  ,506,43412.37603,3,BB ,562025000,0,9882,175,1.08,4.38,4.39,9882,2,2,1,3,10,35,20,35
43390.37603,4.38,32.73,бу  ,509,43412.37603,3,BB ,565310000,0,9882,176,1.08,4.38,4.39,9882,2,2,1,3,10,35,20,35
43390.37603,4.36,32.12,бу  ,510,43412.37603,1,SS ,566400000,0,9882,177,1.06,4.35,4.38,9882,2,5,2,2,11,29,20,32
43390.37604,4.35,31.82,бу  ,512,43412.37604,2,SS ,568575000,0,9882,178,1.05,4.34,4.37,9882,2,5,11,11,12,23,22,48
43390.37606,4.34,31.52,бу  ,513,43412.37606,1,S  ,569660000,0,9869,179,1.04,4.34,4.36,9869,2,2,11,11,12,22,22,39
