,KOSPI 200 콜옵션 1811 302.5,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43392.375,0.01,-50,↓  ,81,43412.375,81,B  ,203000,0,35534,1,-0.01,0,0,35534,0,0,0,0,0,0,0,0
43392.37538,0.01,-50,↓  ,91,43412.37538,10,S  ,228000,0,35512,2,-0.01,0.01,0.02,35512,58,45364,443,24186,70,56238,443,24186
43392.37668,0.01,-50,↓  ,104,43412.37668,13,S  ,260000,0,35503,3,-0.01,0.01,0.02,35503,58,45364,444,25182,70,56238,444,25182
43392.377,0.01,-50,↓  ,114,43412.377,10,S  ,285000,0,35492,4,-0.01,0.01,0.02,35492,58,45364,444,25172,69,55968,444,25172
43392.37711,0.01,-50,↓  ,124,43412.37711,10,S  ,310000,0,35492,5,-0.01,0.01,0.02,35492,57,45354,443,25083,68,55958,443,25083
43392.37711,0.01,-50,↓  ,134,43412.37711,10,S  ,335000,0,35492,6,-0.01,0.01,0.02,35492,56,45344,443,25073,67,55948,443,25073
43392.37712,0.01,-50,↓  ,135,43412.37712,1,S  ,338000,0,35492,7,-0.01,0.01,0.02,35492,56,45344,443,25072,67,55948,443,25072
43392.37721,0.01,-50,↓  ,137,43412.37721,2,S  ,343000,0,35483,8,-0.01,0.01,0.02,35483,56,45342,443,25070,67,55946,443,25070
43392.37733,0.01,-50,↓  ,139,43412.37733,2,S  ,348000,0,35469,9,-0.01,0.01,0.02,35469,56,45342,444,25070,68,56240,444,25070
43392.37734,0.01,-50,↓  ,141,43412.37734,2,S  ,353000,0,35469,10,-0.01,0.01,0.02,35469,56,45342,446,25072,68,56240,446,25072
43392.37734,0.01,-50,↓  ,143,43412.37734,2,S  ,358000,0,35469,11,-0.01,0.01,0.02,35469,56,45342,449,25076,68,56240,449,25076
43392.37735,0.01,-50,↓  ,145,43412.37735,2,S  ,363000,0,35469,12,-0.01,0.01,0.02,35469,56,45342,451,25078,68,56240,451,25078
43392.37736,0.01,-50,↓  ,147,43412.37736,2,S  ,368000,0,35469,13,-0.01,0.01,0.02,35469,56,45342,451,25076,68,56240,451,25076
43392.37821,0.01,-50,↓  ,148,43412.37821,1,S  ,370000,0,35463,14,-0.01,0.01,0.02,35463,57,45542,449,22164,69,56449,449,22164
43392.37836,0.01,-50,↓  ,149,43412.37836,1,S  ,373000,0,35463,15,-0.01,0.01,0.02,35463,58,47542,449,22163,70,58449,449,22163
43392.37873,0.01,-50,↓  ,154,43412.37873,5,S  ,385000,0,35462,16,-0.01,0.01,0.02,35462,58,47542,449,22158,70,58449,449,22158
43392.37976,0.01,-50,↓  ,156,43412.37976,2,S  ,390000,0,35466,17,-0.01,0.01,0.02,35466,56,47536,457,27861,68,58443,457,27861
43392.37983,0.01,-50,↓  ,160,43412.37983,4,S  ,400000,0,35466,18,-0.01,0.01,0.02,35466,54,47520,457,27857,67,58439,457,27857
43392.37988,0.01,-50,↓  ,164,43412.37988,4,S  ,410000,0,35466,19,-0.01,0.01,0.02,35466,53,47516,458,28183,66,58435,458,28183
43392.38109,0.02,0,   ,464,43412.38109,300,B  ,1910000,361.45,35466,20,0,0.01,0.02,35466,52,47216,435,29159,65,58135,435,29159
43392.38277,0.01,-50,↓  ,469,43412.38277,5,S  ,1923000,340.91,35766,21,-0.01,0.01,0.02,35766,55,48417,446,29340,70,59736,446,29340
43392.38398,0.01,-50,↓  ,1045,43412.38398,576,S  ,3363000,45.18,35771,22,-0.01,0.01,0.02,35771,60,49099,173,28766,75,60418,173,28766
43392.38398,0.01,-50,↓  ,1381,43412.38398,336,S  ,4203000,30,35771,23,-0.01,0.01,0.02,35771,59,48763,160,28430,74,60082,160,28430
43392.38398,0.01,-50,↓  ,1573,43412.38398,192,S  ,4683000,25.17,35771,24,-0.01,0.01,0.02,35771,58,48571,148,28238,73,59890,148,28238
43392.38398,0.01,-50,↓  ,1669,43412.38398,96,S  ,4923000,23.29,35771,25,-0.01,0.01,0.02,35771,57,48475,148,28142,72,59794,148,28142
43392.38398,0.01,-50,↓  ,1717,43412.38398,48,S  ,5043000,22.46,35771,26,-0.01,0.01,0.02,35771,56,48427,148,28094,71,59746,148,28094
43392.384,0.01,-50,↓  ,1718,43412.384,1,S  ,5045000,22.44,35771,27,-0.01,0.01,0.02,35771,55,48426,148,28093,70,59745,148,28093
43392.38425,0.01,-50,↓  ,1862,43412.38425,144,S  ,5405000,20.26,36338,28,-0.01,0.01,0.02,36338,63,49114,143,27879,78,60433,143,27879
43392.38425,0.01,-50,↓  ,2006,43412.38425,144,S  ,5765000,18.46,36338,29,-0.01,0.01,0.02,36338,62,48970,143,27735,77,60289,143,27735
43392.38425,0.01,-50,↓  ,2054,43412.38425,48,S  ,5885000,17.93,36338,30,-0.01,0.01,0.02,36338,61,48922,143,27687,76,60241,143,27687
43392.38425,0.01,-50,↓  ,2102,43412.38425,48,S  ,6005000,17.43,36338,31,-0.01,0.01,0.02,36338,60,48874,143,27639,75,60193,143,27639
43392.38425,0.01,-50,↓  ,2246,43412.38425,144,S  ,6365000,16.09,36338,32,-0.01,0.01,0.02,36338,59,48730,137,27495,74,60049,137,27495
43392.38425,0.01,-50,↓  ,2390,43412.38425,144,S  ,6725000,14.93,36338,33,-0.01,0.01,0.02,36338,58,48586,111,27351,73,59905,111,27351
43392.38426,0.01,-50,↓  ,2438,43412.38426,48,S  ,6845000,14.58,36338,34,-0.01,0.01,0.02,36338,57,48538,111,27303,72,59857,111,27303
43392.38426,0.01,-50,↓  ,2486,43412.38426,48,S  ,6965000,14.25,36338,35,-0.01,0.01,0.02,36338,56,48490,111,27255,71,59809,111,27255
43392.38453,0.01,-50,↓  ,2678,43412.38453,192,S  ,7445000,13.06,36642,36,-0.01,0.01,0.02,36642,62,48778,105,26959,76,60085,105,26959
43392.38453,0.01,-50,↓  ,2774,43412.38453,96,S  ,7685000,12.54,36642,37,-0.01,0.01,0.02,36642,61,48682,105,26863,75,59989,105,26863
43392.38454,0.01,-50,↓  ,2822,43412.38454,48,S  ,7805000,12.29,36642,38,-0.01,0.01,0.02,36642,60,48634,105,26815,74,59941,105,26815
43392.38485,0.01,-50,↓  ,2966,43412.38485,144,S  ,8165000,11.61,36688,39,-0.01,0.01,0.02,36688,69,49314,104,26551,83,60621,104,26551
43392.38485,0.01,-50,↓  ,3110,43412.38485,144,S  ,8525000,10.99,36688,40,-0.01,0.01,0.02,36688,68,49170,104,26407,82,60477,104,26407
